title,price,brand,type,years,milage,location,vehicle_type,url
Jual Yamaha mio M3 2017,9650000.0,yamaha,mio,2017.0,,"Pondok Aren, Tangerang Selatan Kota, Banten",bike,https://www.olx.co.id/item/yamaha-mio-m3-125-hitam-tahun-2017-iid-867290766
Yamaha mio M3 2017 caSh/Credit,9650000.0,yamaha,mio,2017.0,,"Ciputat, Tangerang Selatan Kota, Banten",bike,https://www.olx.co.id/item/mio-m3-125-hitam-tahun-2017-terawat-siap-pakai-iid-867290641
Dijualnya Cash atau kredit Yamaha Mio M3 2017,9650000.0,yamaha,mio,2017.0,,"Ciputat Timur, Tangerang Selatan Kota, Banten",bike,https://www.olx.co.id/item/yamaha-mio-m3-125-hitam-tahun-2017-cari-mokas-langsung-ke-jogyamotor-iid-867290482
Mio Gt pajak hidup,7150000.0,yamaha,mio,2013.0,Individu,"Curug, Tangerang Kab., Banten",bike,https://www.olx.co.id/item/jual-sepeda-motor-yamaha-mio-soul-gt-thn-2013-iid-867289832
Yamaha mio M3 2017 caSh/Credit,9650000.0,yamaha,mio,2017.0,,"Pamulang, Tangerang Selatan Kota, Banten",bike,https://www.olx.co.id/item/yamaha-mio-m3-125-hitam-th-2017-gress-body-mulus-mesin-ok-iid-867289447
Yamaha Mio Sporty 2007 putih bisa TT,5500000.0,yamaha,mio,2007.0,25.000-30.000,"Ciputat Timur, Tangerang Selatan Kota, Banten",bike,https://www.olx.co.id/item/mio-sporty-2007-iid-867284769
Yamaha mio m3 2017 CASH/Credit,9650000.0,yamaha,mio,2017.0,,"Serpong, Tangerang Selatan Kota, Banten",bike,https://www.olx.co.id/item/motor-yamaha-mio-m3-2017-cash-atau-kredit-iid-867283004
Yamaha Mio M3 Tahun'17 cash-kredit,9650000.0,yamaha,mio,2017.0,,"Pamulang, Tangerang Selatan Kota, Banten",bike,https://www.olx.co.id/item/yamaha-mio-m3-tahun17-cash-atau-kredit-iid-867282075
Yamaha Mio Smile 2010,3000000.0,yamaha,mio,2006.0,Individu,"Curug, Tangerang Kab., Banten",bike,https://www.olx.co.id/item/jual-mio-smile-2006-iid-863568341
Jual motor Mio Soul GT 2012,5500000.0,yamaha,mio,2014.0,95.000-100.000,"Pinang (Penang), Tangerang Kota, Banten",bike,https://www.olx.co.id/item/jual-santai-motor-mio-soul-gt-2014-pajak-hidup-panjang-iid-867280152
Mio sporty tahun 2008,5300000.0,yamaha,mio,2008.0,,"Ciputat, Tangerang Selatan Kota, Banten",bike,https://www.olx.co.id/item/mio-sporty-tahun-2008-iid-867172328
Mio z 125 tahun 2016,6950000.0,yamaha,mio,2016.0,,"Ciputat, Tangerang Selatan Kota, Banten",bike,https://www.olx.co.id/item/mio-z-125-tahun-2016-iid-867173233
Di jual Yamaha Mio smile tahun 2011.,6300000.0,yamaha,mio,2011.0,,"Ciputat, Tangerang Selatan Kota, Banten",bike,https://www.olx.co.id/item/mio-smile-tahun-2011-pajak-hidup-iid-867173429
Yamaha Mio J 2012 Pjk Hidup,6500000.0,yamaha,mio,2013.0,,"Ciputat, Tangerang Selatan Kota, Banten",bike,https://www.olx.co.id/item/mio-j-tahun-2013-pajak-hidup-iid-867173641
Yamaha Mio J th 2013,5900000.0,yamaha,mio,2013.0,,"Ciputat, Tangerang Selatan Kota, Banten",bike,https://www.olx.co.id/item/mio-j-fi-tahun-2013-iid-867174114
Jual/Tt Yamaha mio Surat2 lengkap mesin joss,3750000.0,yamaha,mio,2010.0,50.000-55.000,"Neglasari, Tangerang Kota, Banten",bike,https://www.olx.co.id/item/yamaha-mio-tahun-2010-iid-867262064
Mio GT 2014 top ganteng,6800000.0,yamaha,mio,2014.0,,"Karang Tengah, Tangerang Kota, Banten",bike,https://www.olx.co.id/item/mio-j-2014-top-ganteng-iid-867261367
Jual motor Mio Soul GT 2012,5500000.0,yamaha,mio,2012.0,,"Karang Tengah, Tangerang Kota, Banten",bike,https://www.olx.co.id/item/mio-soul-2012-top-kece-iid-867260251
Mio J 2014 top ganteng,6300000.0,yamaha,mio,2014.0,,"Karang Tengah, Tangerang Kota, Banten",bike,https://www.olx.co.id/item/mio-gt-2014-top-ganteng-iid-867258687
Yamaha Mio sporty,5000000.0,yamaha,mio,2014.0,45.000-50.000,"Cilegon, Cilegon Kota, Banten",bike,https://www.olx.co.id/item/jual-mio-gt-tahun-2014-iid-867257221
PJK 12/22 NEW MIO GEAR 2021 MASIH SEPERTI BARU MULUS DI CILEDUG,14750000.0,yamaha,mio,2021.0,0-5.000,"Ciledug, Tangerang Kota, Banten",bike,https://www.olx.co.id/item/dp-13-mio-gear-125-tahun-2021-plat-ciledug-iid-867256032
Mio m3 2015 warna putih Abu-Abu,8800000.0,yamaha,mio,2015.0,20.000-25.000,"Cipondoh, Tangerang Kota, Banten",bike,https://www.olx.co.id/item/dijual-mio-m3-2015-iid-867255985
Yamaha mio j 2012 lengkap murah,5300000.0,yamaha,mio,2014.0,,"Karang Tengah, Tangerang Kota, Banten",bike,https://www.olx.co.id/item/mio-j-2014-top-bagus-iid-867255835
YAMAHA MIO GT 2013 SIAP PAKAI,7800000.0,yamaha,mio,2013.0,Diler,"Batuceper, Tangerang Kota, Banten",bike,https://www.olx.co.id/item/mio-gt-2013-pajak-dan-plat-panjang-iid-867252595
Jual/Tt Yamaha mio sporty surat lengkap mesin joss pajak Hidup,4650000.0,yamaha,mio,2014.0,20.000-25.000,"Cisauk, Tangerang Kab., Banten",bike,https://www.olx.co.id/item/mio-gt-2014-pajak-hidup-muraah-iid-867241759
Yamaha Mio Smile 2009,5000000.0,yamaha,mio,2009.0,40.000-45.000,"Ciledug, Tangerang Kota, Banten",bike,https://www.olx.co.id/item/mio-smile-tahun-2009-b-tangerang-iid-867230246
Dijual Yamaha Mio Soul GT 2013 (NEGO),8500000.0,yamaha,mio,2014.0,20.000-25.000,"Neglasari, Tangerang Kota, Banten",bike,https://www.olx.co.id/item/yamaha-mio-soul-gt-tahun-2014-lengkap-pajak-mati-1-tahun-iid-867224271
Jual/Tt Yamaha mio sporty surat lengkap pajak Hidup mesin halus,4650000.0,yamaha,mio,2007.0,Individu,"Cipondoh, Tangerang Kota, Banten",bike,https://www.olx.co.id/item/yamaha-mio-sporty-th-2007-pajak-panjang-kondisi-gress-full-ors-iid-867216912
YAMAHA MIO GT 2013 SIAP PAKAI,7800000.0,yamaha,mio,2013.0,Diler,"Batuceper, Tangerang Kota, Banten",bike,https://www.olx.co.id/item/yamaha-mio-gt-2013-mesin-halus-iid-867213364
Mio J 2012 Antiq PGM F1 Mesin Super Istimewa HalusSkl Full Ori Blh tt,6250000.0,yamaha,mio,2012.0,30.000-35.000,"Pamulang, Tangerang Selatan Kota, Banten",bike,https://www.olx.co.id/item/yamaha-mio-j-2012-pjk-hidup-iid-867209033
Di jual Yamaha mio 2011,5000000.0,yamaha,mio,2011.0,25.000-30.000,"Cipondoh, Tangerang Kota, Banten",bike,https://www.olx.co.id/item/di-jual-mio-2011-iid-867204479
Mio sporty 2005 kuning asli,8700000.0,yamaha,mio,2005.0,45.000-50.000,"Ciputat, Tangerang Selatan Kota, Banten",bike,https://www.olx.co.id/item/dijual-yamaha-mio-sporty-2005-iid-867202545
Yamaha Mio 2009 Murah Bae,3600000.0,yamaha,mio,2009.0,15.000-20.000,"Pamulang, Tangerang Selatan Kota, Banten",bike,https://www.olx.co.id/item/mio-2009-komplit-iid-867200291
Mio smile 2011 56 nego alus,5600000.0,yamaha,mio,2012.0,Individu,"Cibodas, Tangerang Kota, Banten",bike,https://www.olx.co.id/item/jual-mio-smile-ss-lengkap-nego-iid-867196584
Jual/Tt Yamaha mio j Surat lengkap mesin joss,5250000.0,yamaha,mio,2013.0,20.000-25.000,"Serpong, Tangerang Selatan Kota, Banten",bike,https://www.olx.co.id/item/mio-j-bagus-murah-lengkap-enak-di-pakenya-iid-867188521
Mio soul gt thn 2014,6300000.0,yamaha,mio,2014.0,5.000-10.000,"Pandeglang, Pandeglang Kab., Banten",bike,https://www.olx.co.id/item/mio-soul-gt-thn-2014-iid-867187338
Yamaha Mio J fi 2014 gressss,5700000.0,yamaha,mio,2012.0,50.000-55.000,"Sepatan Timur, Tangerang Kab., Banten",bike,https://www.olx.co.id/item/yamaha-mio-j-2012-iid-859543919
Jual/Tt Yamaha mio surat lengkap mesin joss,3550000.0,yamaha,mio,2010.0,0-5.000,"Pondok Aren, Tangerang Selatan Kota, Banten",bike,https://www.olx.co.id/item/jualtt-yamaha-mio-surat2-lengkap-mesin-joss-iid-867184647
Jual/Tt Yamaha mio surat lengkap mesin joss,3550000.0,yamaha,mio,2010.0,0-5.000,"Pamulang, Tangerang Selatan Kota, Banten",bike,https://www.olx.co.id/item/jualtt-yamaha-mio-surat2-lengkap-mesin-joss-iid-867184540
Jual/Tt Yamaha mio surat lengkap mesin joss,3550000.0,yamaha,mio,2010.0,0-5.000,"Ciputat, Tangerang Selatan Kota, Banten",bike,https://www.olx.co.id/item/jualtt-yamaha-mio-surat2-lengkap-mesin-joss-iid-867184425
Jual/Tt Yamaha mio surat lengkap mesin joss,3550000.0,yamaha,mio,2010.0,0-5.000,"Tangerang, Tangerang Kota, Banten",bike,https://www.olx.co.id/item/jualtt-yamaha-mio-surat2-lengkap-mesin-joss-iid-867184330
DIJUAL: YAMAHA MIO SPORTY 2005,8500000.0,yamaha,mio,2005.0,65.000-70.000,"Ciputat Timur, Tangerang Selatan Kota, Banten",bike,https://www.olx.co.id/item/mio-sporty-2005-kuning-asli-iid-867184256
Jual/Tt Yamaha mio surat lengkap mesin joss,3650000.0,yamaha,mio,2010.0,0-5.000,"Benda, Tangerang Kota, Banten",bike,https://www.olx.co.id/item/jualtt-yamaha-mio-surat2-lengkap-mesin-joss-iid-867184218
Jual/Tt Yamaha mio surat lengkap mesin joss,3650000.0,yamaha,mio,2010.0,0-5.000,"Ciledug, Tangerang Kota, Banten",bike,https://www.olx.co.id/item/jualtt-yamaha-mio-surat2-lengkap-mesin-joss-iid-867184090
Jual/Tt Yamaha mio surat lengkap mesin joss,3650000.0,yamaha,mio,2010.0,0-5.000,"Larangan, Tangerang Kota, Banten",bike,https://www.olx.co.id/item/jualtt-yamaha-mio-surat-lengkap-mesin-joss-iid-867184001
Mio sporty tahun 2010,5500000.0,yamaha,mio,2010.0,,"Ciledug, Tangerang Kota, Banten",bike,https://www.olx.co.id/item/mio-2010-pajak-hidup-lengkap-iid-867183190
Yamah mio th 2011,4600000.0,yamaha,mio,2011.0,40.000-45.000,"Serpong Utara, Tangerang Selatan Kota, Banten",bike,https://www.olx.co.id/item/mio-solo-all-115-at-iid-867181300
Jual/Tt Yamaha mio j 2012 Surat2 lengkap mesin joss,4600000.0,yamaha,mio,2012.0,0-5.000,"Setu, Tangerang Selatan Kota, Banten",bike,https://www.olx.co.id/item/jualtt-yamaha-mio-j-2012-surat2-lengkap-mesin-joss-iid-867181128
Jual/Tt Yamaha mio j Surat lengkap mesin halus Jos,4950000.0,yamaha,mio,2012.0,0-5.000,"Ciputat Timur, Tangerang Selatan Kota, Banten",bike,https://www.olx.co.id/item/jualtt-yamaha-mio-j-2012-surat2-lengkap-mesin-joss-iid-867181048
Jual/Tt Yamaha mio j 2012 Surat2 lengkap mesin joss,4600000.0,yamaha,mio,2012.0,0-5.000,"Serpong, Tangerang Selatan Kota, Banten",bike,https://www.olx.co.id/item/jualtt-yamaha-mio-j-2012-surat2-lengkap-mesin-joss-iid-867180859
Jual/Tt Yamaha mio j 2012 Surat2 lengkap mesin joss,4600000.0,yamaha,mio,2012.0,0-5.000,"Pondok Aren, Tangerang Selatan Kota, Banten",bike,https://www.olx.co.id/item/jualtt-yamaha-mio-j-surat2-lengkap-mesin-joss-iid-867180747
Jual/Tt Yamaha mio j 2012 Surat2 lengkap mesin joss,4600000.0,yamaha,mio,2012.0,0-5.000,"Pamulang, Tangerang Selatan Kota, Banten",bike,https://www.olx.co.id/item/jualtt-yamaha-mio-j-surat-lengkap-mesin-joss-iid-867179997
Jual/Tt Yamaha mio j 2012 Surat2 lengkap mesin joss,4600000.0,yamaha,mio,2012.0,0-5.000,"Ciputat, Tangerang Selatan Kota, Banten",bike,https://www.olx.co.id/item/jualtt-yamaha-mio-j-surat-lengkap-mesin-joss-iid-867179822
JUAL MIO SOUL GT THN 2018,11000000.0,yamaha,mio,2017.0,45.000-50.000,"Pamulang, Tangerang Selatan Kota, Banten",bike,https://www.olx.co.id/item/yamaha-mio-gt-2017-iid-867179105
Mio M3 2016 SS Lengkap Mulus,12500000.0,yamaha,mio,2016.0,30.000-35.000,"Ciputat Timur, Tangerang Selatan Kota, Banten",bike,https://www.olx.co.id/item/mio-m3-2016-lengkap-iid-867163673
YAMAHA MIO 2010 (A CILEGON),4900000.0,yamaha,mio,2010.0,20.000-25.000,"Cilegon, Cilegon Kota, Banten",bike,https://www.olx.co.id/item/mio-2010-plat-cilegon-iid-867159811
Mio 2005 komplit,4000000.0,yamaha,mio,2005.0,15.000-20.000,"Pinang (Penang), Tangerang Kota, Banten",bike,https://www.olx.co.id/item/mio-5tl-sporty-2005-iid-867156574
Yamaha Mio M3 pajak Tangsel BSD,7800000.0,yamaha,mio,2015.0,Diler,"Pamulang, Tangerang Selatan Kota, Banten",bike,https://www.olx.co.id/item/yamaha-mio-m3-2015-bisa-tt-iid-867154710
Mio M3 2016 Lengkap,11000000.0,yamaha,mio,2016.0,30.000-35.000,"Ciputat Timur, Tangerang Selatan Kota, Banten",bike,https://www.olx.co.id/item/mio-m3-2016-ss-lengkap-mulus-iid-867151992
(original) Yamaha Mio Sporty 2005 Biru telor asin stripping bunga,21000000.0,yamaha,mio,2007.0,50.000-55.000,"Kelapa Dua, Tangerang Kab., Banten",bike,https://www.olx.co.id/item/yamaha-mio-sporty-5tl-iid-867149161
Jual/Tt Yamaha mio Surat2 lengkap mesin joss,3750000.0,yamaha,mio,2010.0,&gt;300.000,"Serpong, Tangerang Selatan Kota, Banten",bike,https://www.olx.co.id/item/dijual-mio-smile-tahun-2010-plat-b-tangsel-iid-867145538
Yamaha Mio smile 2011,5500000.0,yamaha,mio,2011.0,Individu,"Pondok Aren, Tangerang Selatan Kota, Banten",bike,https://www.olx.co.id/item/yamaha-mio-2011-iid-867142178
di jual mio smile thn 2009,3500000.0,yamaha,mio,2009.0,30.000-35.000,"Pamulang, Tangerang Selatan Kota, Banten",bike,https://www.olx.co.id/item/mio-smile-2009-lengkap-jual-cepat-iid-867141649
Jual motor Mio soul,5000000.0,yamaha,mio,2009.0,Individu,"Karawaci, Tangerang Kota, Banten",bike,https://www.olx.co.id/item/mio-soul-tahun-2009-iid-864264949
Yamaha Mio Smile th 2011 Ss Komplit,4150000.0,yamaha,mio,2011.0,65.000-70.000,"Pondok Aren, Tangerang Selatan Kota, Banten",bike,https://www.olx.co.id/item/jual-yamaha-mio-th-2011-orsinil-iid-867135294
di jual mio smile thn 2009,3500000.0,yamaha,mio,2009.0,5.000-10.000,"Pamulang, Tangerang Selatan Kota, Banten",bike,https://www.olx.co.id/item/di-jual-cpt-mio-smile-2009-iid-867133804
Jual Mio Z THN 2016,7900000.0,yamaha,mio,2016.0,,"Ciledug, Tangerang Kota, Banten",bike,https://www.olx.co.id/item/mio-z-tahun-2016-masih-cakep-rawatan-iid-867130373
BU jual Motor Mio J Tahun 2013,6500000.0,yamaha,mio,2013.0,,"Ciledug, Tangerang Kota, Banten",bike,https://www.olx.co.id/item/mio-j-tahun-2013-pajak-taat-iid-867128809
Mio GT Tahun 2013,6800000.0,yamaha,mio,2013.0,,"Ciledug, Tangerang Kota, Banten",bike,https://www.olx.co.id/item/mio-gt-tahun-2013-lengkap-iid-867128517
Yamaha Mio 2009 Murmer,5200000.0,yamaha,mio,2009.0,30.000-35.000,"Pamulang, Tangerang Selatan Kota, Banten",bike,https://www.olx.co.id/item/mio-soul-2009-pajak-hidup-jual-cepat-iid-867126302
Mio soul 2006 jual cepat,3000000.0,yamaha,mio,2006.0,30.000-35.000,"Ciputat Timur, Tangerang Selatan Kota, Banten",bike,https://www.olx.co.id/item/siapa-tau-ada-yg-minat-mio-karbu-tahun-2006-iid-867125916
Mio j 2012 siap pakai,6800000.0,yamaha,mio,2012.0,,"Ciledug, Tangerang Kota, Banten",bike,https://www.olx.co.id/item/mio-j-tahun-2012-surat-lengkap-siap-pakai-iid-867125164
Motor Yamaha Mio j Tahun'14 cash &amp; kredit,7950000.0,yamaha,mio,2014.0,,"Serpong, Tangerang Selatan Kota, Banten",bike,https://www.olx.co.id/item/yamaha-mio-j-pink-tahun-2014-mulus-iid-867124502
Yamaha Mio J Pink Tahun 2014 mulus,7950000.0,yamaha,mio,2014.0,,"Pondok Aren, Tangerang Selatan Kota, Banten",bike,https://www.olx.co.id/item/mio-j-pink-tahun-2014-ready-siap-pakai-iid-867124411
Yamaha Mio J Pink Tahun 2014 mulus,7950000.0,yamaha,mio,2014.0,,"Ciputat, Tangerang Selatan Kota, Banten",bike,https://www.olx.co.id/item/yamaha-mio-j-pink-tahun-2014-terawat-iid-867124341
Yamaha Mio J Tahun'14 cash/kredit,7950000.0,yamaha,mio,2014.0,,"Ciputat Timur, Tangerang Selatan Kota, Banten",bike,https://www.olx.co.id/item/mio-j-pink-tahun-2014-cek-unit-langsung-ke-jogyamotor-iid-867124180
Yamaha Mio J Hijau Th 2012 gress body mulus mesin ok,7650000.0,yamaha,mio,2014.0,,"Pamulang, Tangerang Selatan Kota, Banten",bike,https://www.olx.co.id/item/yamaha-mio-j-pink-th-2014-gress-body-mulus-mesin-ok-iid-867122677
Mio smile biru bagus tokcer.,3508000.0,yamaha,mio,2009.0,45.000-50.000,"Cisauk, Tangerang Kab., Banten",bike,https://www.olx.co.id/item/mio-biru-tokcer-kumplit-iid-867120428
Mio smile biru lengkap.,3500000.0,yamaha,mio,2010.0,50.000-55.000,"Cisauk, Tangerang Kab., Banten",bike,https://www.olx.co.id/item/mio-smile-tokcer-lengkap-iid-867120170
Mio soul surt BPKb aja. Mesin alus,3600000.0,yamaha,mio,2013.0,25.000-30.000,"Periuk, Tangerang Kota, Banten",bike,https://www.olx.co.id/item/mio-soul-gt-2013-iid-867118613
Yamaha Mio z 2016 plat TNG stater ok,7500000.0,yamaha,mio,2016.0,,"Pamulang, Tangerang Selatan Kota, Banten",bike,https://www.olx.co.id/item/yamaha-mio-z-tahun-2016-pajak-taat-iid-867113056
Jual/Tt Yamaha mio j 2012 Surat2 lengkap mesin joss,4600000.0,yamaha,mio,2012.0,75.000-80.000,"Ciputat Timur, Tangerang Selatan Kota, Banten",bike,https://www.olx.co.id/item/di-jual-yamaha-mio-j-iid-867108744
Mio J Tahun 2013 Kondisi mulus,7500000.0,yamaha,mio,2013.0,,"Pamulang, Tangerang Selatan Kota, Banten",bike,https://www.olx.co.id/item/yamaha-mio-j-tahun-2013-kondisi-masih-oke-iid-867102472
Mio GT Tahun 2013 Kondisi Baik,6800000.0,yamaha,mio,2013.0,,"Pamulang, Tangerang Selatan Kota, Banten",bike,https://www.olx.co.id/item/yamaha-mio-gt-tahun-2013-komplit-iid-867101743
Di jual Yamaha Mio smile tahun 2011.,6300000.0,yamaha,mio,2011.0,80.000-85.000,"Pondok Aren, Tangerang Selatan Kota, Banten",bike,https://www.olx.co.id/item/di-jual-mio-smile-merah-iid-854251058
Yamaha mio M3 2019 cash. Credit.,11950000.0,yamaha,mio,2019.0,,"Serpong, Tangerang Selatan Kota, Banten",bike,https://www.olx.co.id/item/motor-yamaha-mio-m3-2019-cashkredit-iid-867098222
Yamaha Mio m3 Tahun'19 dijual cash atau kredit,11950000.0,yamaha,mio,2019.0,,"Ciputat, Tangerang Selatan Kota, Banten",bike,https://www.olx.co.id/item/jual-mio-m3-tahun19-cashkredit-iid-867097803
Motor Yamaha Mio M3 Tahun'19 cash &amp; kredit,12650000.0,yamaha,mio,2019.0,,"Pamulang, Tangerang Selatan Kota, Banten",bike,https://www.olx.co.id/item/yamaha-mio-m3-tahun19-dijual-cash-atau-kredit-iid-867096598
Forsale YAMAHA mio soul thn 2013 cash only,6950000.0,yamaha,mio,2011.0,0-5.000,"Setu, Tangerang Selatan Kota, Banten",bike,https://www.olx.co.id/item/jual-yamaha-mio-soul-karbu-iid-867093866
Mio J 2012 Antiq PGM F1 Mesin Super Istimewa HalusSkl Full Ori Blh tt,6250000.0,yamaha,mio,2012.0,,"Pamulang, Tangerang Selatan Kota, Banten",bike,https://www.olx.co.id/item/yamaha-mio-j-tahun-2012-surat-komplit-iid-867093775
Yamaha Mio CW 2009 plat Tangsel bisa TT,5200000.0,yamaha,mio,2009.0,30.000-35.000,"Serpong, Tangerang Selatan Kota, Banten",bike,https://www.olx.co.id/item/yamaha-mio-soul-th-2009-plat-tangsel-mantap-dah-pokoknya-iid-867079301
Di jual motor mio th 2011,4100000.0,yamaha,mio,2011.0,25.000-30.000,"Tigaraksa, Tangerang Kab., Banten",bike,https://www.olx.co.id/item/mio-smile-warna-hijau-super-sehat-iid-863766582
Mio Gt pajak hidup,7150000.0,yamaha,mio,2016.0,50.000-55.000,"Curug, Tangerang Kab., Banten",bike,https://www.olx.co.id/item/mio-z-2016-surat-lengkap-iid-867059384
"Mio Soul thn 2010 surat BPKB Ama foto copy stnk, pajak mati.",3500000.0,yamaha,mio,2006.0,10.000-15.000,"Pasar Kemis, Tangerang Kab., Banten",bike,https://www.olx.co.id/item/mio-thn-2006-surat-komplit-pajak-mati-2014-iid-867052406
YAMAHA MIO GEAR THN 2021,14500000.0,yamaha,mio,2021.0,10.000-15.000,"Karang Tengah, Tangerang Kota, Banten",bike,https://www.olx.co.id/item/yamaha-mio-gear-th-2021-dp-15-iid-867052295
Mio thn 2006 Surat komplit pajak mati 2014.,4000000.0,yamaha,mio,2010.0,15.000-20.000,"Pasar Kemis, Tangerang Kab., Banten",bike,https://www.olx.co.id/item/mio-soul-thn-2010-surat-bpkb-ama-foto-copy-stnk-pajak-mati-iid-867052019
PJK 12/22 NEW MIO GEAR 2021 MASIH SEPERTI BARU MULUS DI CILEDUG,14750000.0,yamaha,mio,2021.0,5.000-10.000,"Cibodas, Tangerang Kota, Banten",bike,https://www.olx.co.id/item/mio-gear-the-2021-dp-15-iid-867051890
Yamaha Mio Gear FI 125 Bluecore 2021,14200000.0,yamaha,mio,2021.0,5.000-10.000,"Batuceper, Tangerang Kota, Banten",bike,https://www.olx.co.id/item/mio-gear-th-2021-iid-867051751
Mio Sporty th 2008 orisinil surat kumplit,4500000.0,yamaha,mio,2009.0,35.000-40.000,"Pondok Aren, Tangerang Selatan Kota, Banten",bike,https://www.olx.co.id/item/mau-jual-mio-semelpjk-off-dari-2020-kaleng-24-iid-867047119
Jual/Tt Yamaha mio 2011 Surat2 lengkap mesin joss,4250000.0,yamaha,mio,2011.0,40.000-45.000,"Ciputat Timur, Tangerang Selatan Kota, Banten",bike,https://www.olx.co.id/item/mio-2011-joss-banget-iid-867037441
YAMAHA MIO SMILE 2009,5750000.0,yamaha,mio,2009.0,30.000-35.000,"Pinang (Penang), Tangerang Kota, Banten",bike,https://www.olx.co.id/item/yamaha-mio-smile-2009-iid-867032735
Jual mio soul . Surt bpkb aja,3800000.0,yamaha,mio,2009.0,45.000-50.000,"Tangerang, Tangerang Kota, Banten",bike,https://www.olx.co.id/item/mio-soul-surt-bpkb-aja-mesin-alus-iid-867031984
Mio j ten cakep ori plat f lok bsd,4700000.0,yamaha,mio,2013.0,15.000-20.000,"Serpong, Tangerang Selatan Kota, Banten",bike,https://www.olx.co.id/item/mio-j-ten-plat-f-lengkp-tokcer-lok-bsd-iid-867031519
MIO SMILE tahun 2012,4450000.0,yamaha,mio,2013.0,5.000-10.000,"Ciputat Timur, Tangerang Selatan Kota, Banten",bike,https://www.olx.co.id/item/di-jual-mio-gt-tahun-2013-harga-4000000-nego-surat-bpkb-aja-iid-867027817
YAMAHA MIO 2010 (A CILEGON),4900000.0,yamaha,mio,2009.0,30.000-35.000,"Citangkil, Cilegon Kota, Banten",bike,https://www.olx.co.id/item/yamaha-mio-sporty-iid-867014917
"Mio lengkap aki baru ,kampas baru,karbu ninja( lumayan irit BBM)",2800000.0,yamaha,mio,2007.0,100.000-105.000,"Taktakan, Serang Kota, Banten",bike,https://www.olx.co.id/item/mio-lengkap-aki-baru-kampas-barukarbu-ninja-lumayan-irit-bbm-iid-867009047
,,yamaha,mio,,,,bike,https://www.olx.co.id/item/yamaha-mio-m3-2015-iid-867007447
Yamaha Mio GT Tahun 2014,7900000.0,yamaha,mio,2014.0,30.000-35.000,"Cipondoh, Tangerang Kota, Banten",bike,https://www.olx.co.id/item/yamaha-mio-gt-2014-istimewa-joss-siap-pakai-iid-867007145
,,yamaha,mio,,,,bike,https://www.olx.co.id/item/mio-m3-th-2015-iid-867007119
,,yamaha,mio,,,,bike,https://www.olx.co.id/item/yamaha-mio-m3-2015-iid-867006764
,,yamaha,mio,,,,bike,https://www.olx.co.id/item/yamaha-mio-m3-th-2015-iid-867006434
Jual/Tt Yamaha mio j Surat lengkap mesin joss,5000000.0,yamaha,mio,2013.0,20.000-25.000,"Larangan, Tangerang Kota, Banten",bike,https://www.olx.co.id/item/yamaha-mio-j-2013-istimewa-terawat-original-iid-866999699
PJK 12/2022 NEW MIO GEAR 2021 MASIH SEPERTI BARU MULUS DI CILEDUG,14750000.0,yamaha,mio,2021.0,0-5.000,"Ciputat, Tangerang Selatan Kota, Banten",bike,https://www.olx.co.id/item/pjk-122022-new-mio-gear-2021-masih-seperti-baru-mulus-di-ciledug-iid-866998908
PJK 12/2022 NEW MIO GEAR 2021 MASIH SEPERTI BARU MULUS DI CILEDUG,14750000.0,yamaha,mio,2021.0,0-5.000,"Larangan, Tangerang Kota, Banten",bike,https://www.olx.co.id/item/pjk-122022-new-mio-gear-2021-masih-seperti-baru-mulus-di-ciledug-iid-866998774
PJK 12/2022 NEW MIO GEAR 2021 MASIH SEPERTI BARU MULUS DI CILEDUG,14750000.0,yamaha,mio,2021.0,0-5.000,"Pinang (Penang), Tangerang Kota, Banten",bike,https://www.olx.co.id/item/pjk-122022-new-mio-gear-2021-masih-seperti-baru-mulus-di-ciledug-iid-866998552
PJK 12/22 NEW MIO GEAR 2021 MASIH SEPERTI BARU MULUS DI CILEDUG,14750000.0,yamaha,mio,2021.0,0-5.000,"Pondok Aren, Tangerang Selatan Kota, Banten",bike,https://www.olx.co.id/item/pjk-1222-new-mio-gear-2021-masih-seperti-baru-mulus-di-ciledug-iid-866997177
PJK 12/22 NEW MIO GEAR 2021 MASIH SEPERTI BARU MULUS DI CILEDUG,14750000.0,yamaha,mio,2021.0,5.000-10.000,"Karang Tengah, Tangerang Kota, Banten",bike,https://www.olx.co.id/item/pjk-1222-new-mio-gear-2021-masih-seperti-baru-mulus-di-ciledug-iid-866996962
PJK 12/22 NEW MIO GEAR 2021 MASIH SEPERTI BARU MULUS DI CILEDUG,14750000.0,yamaha,mio,2021.0,0-5.000,"Ciledug, Tangerang Kota, Banten",bike,https://www.olx.co.id/item/pjk-1222-new-mio-gear-2021-masih-seperti-baru-mulus-di-ciledug-iid-866996827
soul gt 2012 lengkap,5500000.0,yamaha,mio,2012.0,40.000-45.000,"Cipondoh, Tangerang Kota, Banten",bike,https://www.olx.co.id/item/jual-motor-mio-soul-gt-2012-iid-866994836
Yamaha Alfa 2 tak,3700000.0,yamaha,mio,2009.0,100.000-105.000,"Cibeber, Cilegon Kota, Banten",bike,https://www.olx.co.id/item/yamaha-mio-sporty-warna-merah-iid-866977389
(Dicari untuk dibeli) Yamaha Mio / Soul 2010 UP,2500000.0,yamaha,mio,2010.0,50.000-55.000,"Cibodas, Tangerang Kota, Banten",bike,https://www.olx.co.id/item/yamaha-mio-smile-2010-iid-866973465
