title,price,brand,type,transmission,milage,fuel,location,url
toyota yaris (2013),Rp 125.000.000,toyota,1.5 E Bensin,,,,"Serang Baru, Bekasi Kab., Jawa Barat",https://www.olx.co.id/item/olxautos-toyota-yaris-s-trd-15-at-2020-mewwwaaahhh-iid-862160285
toyota yaris (2010),Rp 98.000.000,toyota,1.5 E Bensin,,,,"Bekasi Barat, Bekasi Kota, Jawa Barat",https://www.olx.co.id/item/olxautos-toyota-yaris-s-trd-15-at-2020-mewwwaaahhh-iid-862160285
toyota yaris (2019),Rp 257.000.000,toyota,1.5 TRD Sportivo Bensin,,,,"Cibinong, Bogor Kab., Jawa Barat",https://www.olx.co.id/item/olxautos-toyota-yaris-s-trd-15-at-2020-mewwwaaahhh-iid-862160285
toyota yaris (2014),Rp 160.000.000,toyota,1.5 TRD Sportivo Bensin,,,,"Jati Sampurna, Bekasi Kota, Jawa Barat",https://www.olx.co.id/item/olxautos-toyota-yaris-s-trd-15-at-2020-mewwwaaahhh-iid-862160285
toyota yaris (2017),Rp 185.000.000,toyota,1.5 TRD Sportivo Bensin,,,,"Cibiru, Bandung Kota, Jawa Barat",https://www.olx.co.id/item/olxautos-toyota-yaris-s-trd-15-at-2020-mewwwaaahhh-iid-862160285
,,toyota,,,,,,https://www.olx.co.id/item/olxautos-toyota-yaris-s-trd-15-at-2020-mewwwaaahhh-iid-862160285
,,toyota,,,,,,https://www.olx.co.id/item/olxautos-toyota-yaris-s-trd-15-at-2020-mewwwaaahhh-iid-862160285
,,toyota,,,,,,https://www.olx.co.id/item/olxautos-toyota-yaris-s-trd-15-at-2020-mewwwaaahhh-iid-862160285
toyota yaris (2021),Rp 278.500.000,toyota,1.5 TRD Sportivo Bensin,,,,"Ciawi, Bogor Kab., Jawa Barat",https://www.olx.co.id/item/olxautos-toyota-yaris-s-trd-15-at-2020-mewwwaaahhh-iid-862160285
toyota yaris (2012),Rp 133.000.000,toyota,1.5 TRD Sportivo Bensin,,,,"Cileunyi, Bandung Kab., Jawa Barat",https://www.olx.co.id/item/olxautos-toyota-yaris-s-trd-15-at-2020-mewwwaaahhh-iid-862160285
toyota yaris (2013),Rp 138.000.000,toyota,1.5 E Bensin,,,,"Cileunyi, Bandung Kab., Jawa Barat",https://www.olx.co.id/item/olxautos-toyota-yaris-s-trd-15-at-2020-mewwwaaahhh-iid-862160285
toyota yaris (2012),Rp 116.000.000,toyota,1.5 E Bensin,Manual,50709 Km,Bensin,"Jl. Raden Saleh No.25, RT.5/RW.1, Meruya Utara, Kecamatan Kembangan, Jakarta Barat, DKI JakartaDapatkan petunjuk",https://www.olx.co.id/item/olxautos-toyota-yaris-s-trd-15-at-2020-mewwwaaahhh-iid-862160285
toyota yaris (2020),Rp 252.000.000,toyota,1.5 S Bensin,,,,"Cibinong, Cianjur Kab., Jawa Barat",https://www.olx.co.id/item/olxautos-toyota-yaris-s-trd-15-at-2020-mewwwaaahhh-iid-862160285
toyota yaris (2007),Rp 92.500.000,toyota,1.5 S Bensin,,,,"Jatiasih, Bekasi Kota, Jawa Barat",https://www.olx.co.id/item/barang-antik-istimewa-toyota-yaris-15-e-matic-2013-iid-865954803
,,toyota,,,,,,https://www.olx.co.id/item/barang-antik-istimewa-toyota-yaris-15-e-matic-2013-iid-865954803
,,toyota,,,,,,https://www.olx.co.id/item/barang-antik-istimewa-toyota-yaris-15-e-matic-2013-iid-865954803
toyota yaris (2021),Rp 260.000.000,toyota,Lain-lain,Automatic,5.000-10.000 Km,Bensin,"Bekasi Timur, Bekasi Kota, Jawa Barat",https://www.olx.co.id/item/barang-antik-istimewa-toyota-yaris-15-e-matic-2013-iid-865954803
toyota yaris (2016),Rp 174.000.000,toyota,1.5 TRD Sportivo Bensin,Otomatis,90000 Km,Bensin,"Gunung Putri, Bogor Kab., Jawa Barat",https://www.olx.co.id/item/barang-antik-istimewa-toyota-yaris-15-e-matic-2013-iid-865954803
toyota yaris (2021),Rp 252.500.000,toyota,1.5 TRD Sportivo Bensin,Manual,10.000-15.000 Km,Bensin,"Astana Anyar, Bandung Kota, Jawa Barat",https://www.olx.co.id/item/barang-antik-istimewa-toyota-yaris-15-e-matic-2013-iid-865954803
,,toyota,,,,,,https://www.olx.co.id/item/barang-antik-istimewa-toyota-yaris-15-e-matic-2013-iid-865954803
,,toyota,,,,,,https://www.olx.co.id/item/barang-antik-istimewa-toyota-yaris-15-e-matic-2013-iid-865954803
,,toyota,,,,,,https://www.olx.co.id/item/barang-antik-istimewa-toyota-yaris-15-e-matic-2013-iid-865954803
,,toyota,,,,,,https://www.olx.co.id/item/barang-antik-istimewa-toyota-yaris-15-e-matic-2013-iid-865954803
,,toyota,,,,,,https://www.olx.co.id/item/barang-antik-istimewa-toyota-yaris-15-e-matic-2013-iid-865954803
,,toyota,,,,,,https://www.olx.co.id/item/barang-antik-istimewa-toyota-yaris-15-e-matic-2013-iid-865954803
toyota yaris (2016),Rp 195.000.000,toyota,1.5 TRD Sportivo Bensin,Automatic,55.000-60.000 Km,Bensin,"Bekasi Barat, Bekasi Kota, Jawa Barat",https://www.olx.co.id/item/barang-antik-istimewa-toyota-yaris-15-e-matic-2013-iid-865954803
,,toyota,,,,,,https://www.olx.co.id/item/barang-antik-istimewa-toyota-yaris-15-e-matic-2013-iid-865954803
,,toyota,,,,,,https://www.olx.co.id/item/barang-antik-istimewa-toyota-yaris-15-e-matic-2013-iid-865954803
toyota yaris (2016),Rp 177.000.000,toyota,1.5 TRD Sportivo Bensin,Automatic,100.000-105.000 Km,Bensin,"Purwakarta, Purwakarta Kab., Jawa Barat",https://www.olx.co.id/item/barang-antik-istimewa-toyota-yaris-15-e-matic-2013-iid-865954803
,,toyota,,,,,,https://www.olx.co.id/item/barang-antik-istimewa-toyota-yaris-15-e-matic-2013-iid-865954803
toyota yaris (2016),Rp 174.000.000,toyota,1.5 TRD Sportivo Bensin,Otomatis,90000 Km,Bensin,"Gunung Putri, Bogor Kab., Jawa Barat",https://www.olx.co.id/item/barang-antik-istimewa-toyota-yaris-15-e-matic-2013-iid-865954803
toyota yaris (2020),Rp 240.000.000,toyota,1.5 TRD Sportivo Bensin,Automatic,15.000-20.000 Km,Bensin,"Bekasi Selatan, Bekasi Kota, Jawa Barat",https://www.olx.co.id/item/barang-antik-istimewa-toyota-yaris-15-e-matic-2013-iid-865954803
toyota yaris (2013),Rp 145.000.000,toyota,1.5 E Bensin,Automatic,45.000-50.000 Km,Bensin,"Bekasi Selatan, Bekasi Kota, Jawa Barat",https://www.olx.co.id/item/barang-antik-istimewa-toyota-yaris-15-e-matic-2013-iid-865954803
,,toyota,,,,,,https://www.olx.co.id/item/yaris-type-j-mt-thn-2013-iid-865846157
toyota yaris (2012),Rp 126.500.000,toyota,1.5 E Bensin,,,,"Jatiasih, Bekasi Kota, Jawa Barat",https://www.olx.co.id/item/yaris-type-j-mt-thn-2013-iid-865846157
toyota yaris (2010),Rp 105.000.000,toyota,1.5 E Bensin,,,,"Andir, Bandung Kota, Jawa Barat",https://www.olx.co.id/item/yaris-type-j-mt-thn-2013-iid-865846157
toyota yaris (2006),Rp 93.000.000,toyota,1.5 S Bensin,,,,"Medan Satria, Bekasi Kota, Jawa Barat",https://www.olx.co.id/item/yaris-type-j-mt-thn-2013-iid-865846157
toyota yaris (2013),Rp 125.000.000,toyota,1.5 E Bensin,,,,"Sumur Bandung, Bandung Kota, Jawa Barat",https://www.olx.co.id/item/yaris-type-j-mt-thn-2013-iid-865846157
,,toyota,,,,,,https://www.olx.co.id/item/yaris-type-j-mt-thn-2013-iid-865846157
,,toyota,,,,,,https://www.olx.co.id/item/yaris-type-j-mt-thn-2013-iid-865846157
,,toyota,,,,,,https://www.olx.co.id/item/yaris-type-j-mt-thn-2013-iid-865846157
toyota yaris (2011),Rp 115.000.000,toyota,1.5 E Bensin,Automatic,100.000-105.000 Km,Bensin,"Pesona Square Jl Ir.H.Juanda No 22A, Bakti Jaya, Kec Sukmajaya Depok, Jawa Barat 16422, Bakti Jaya, Kec.Sukmajaya, Depok, Jawa BaratDapatkan petunjuk",https://www.olx.co.id/item/yaris-type-j-mt-thn-2013-iid-865846157
,,toyota,,,,,,https://www.olx.co.id/item/yaris-type-j-mt-thn-2013-iid-865846157
,,toyota,,,,,,https://www.olx.co.id/item/yaris-type-j-mt-thn-2013-iid-865846157
,,toyota,,,,,,https://www.olx.co.id/item/yaris-type-j-mt-thn-2013-iid-865846157
,,toyota,,,,,,https://www.olx.co.id/item/yaris-type-j-mt-thn-2013-iid-865846157
toyota yaris (2015),Rp 176.000.000,toyota,1.5 TRD Sportivo Bensin,Automatic,105.000-110.000 Km,Bensin,"Cibinong, Bogor Kab., Jawa Barat",https://www.olx.co.id/item/yaris-type-j-mt-thn-2013-iid-865846157
,,toyota,,,,,,https://www.olx.co.id/item/yaris-type-j-mt-thn-2013-iid-865846157
,,toyota,,,,,,https://www.olx.co.id/item/yaris-type-j-mt-thn-2013-iid-865846157
toyota yaris (2012),Rp 113.000.000,toyota,1.5 E Bensin,Manual,90.000-95.000 Km,Bensin,"Bekasi Timur, Bekasi Kota, Jawa Barat",https://www.olx.co.id/item/yaris-type-j-mt-thn-2013-iid-865846157
toyota yaris (2015),Rp 146.000.000,toyota,1.5 G Bensin,Automatic,70.000-75.000 Km,Bensin,"Cibinong, Bogor Kab., Jawa Barat",https://www.olx.co.id/item/yaris-type-j-mt-thn-2013-iid-865846157
toyota yaris (2011),Rp 108.000.000,toyota,1.5 E Bensin,,,,"Jatiasih, Bekasi Kota, Jawa Barat",https://www.olx.co.id/item/yaris-type-j-mt-thn-2013-iid-865846157
toyota yaris (2013),Rp 120.000.000,toyota,1.5 J Bensin,,,,"Kedawung, Cirebon Kab., Jawa Barat",https://www.olx.co.id/item/yaris-type-j-mt-thn-2013-iid-865846157
,,toyota,,,,,,https://www.olx.co.id/item/olx-autos-toyota-yaris-15-s-bensin-at-2017-putih-iid-865810869
toyota yaris (2011),Rp 90.000.000,toyota,1.5 E Bensin,,,,"Cipayung, Depok Kota, Jawa Barat",https://www.olx.co.id/item/olx-autos-toyota-yaris-15-s-bensin-at-2017-putih-iid-865810869
toyota yaris (2017),Rp 191.000.000,toyota,1.5 S Bensin,Automatic,45.000-50.000 Km,Bensin,"Pesona Square Jl Ir.H.Juanda No 22A, Bakti Jaya, Kec Sukmajaya Depok, Jawa Barat 16422, Bakti Jaya, Kec.Sukmajaya, Depok, Jawa BaratDapatkan petunjuk",https://www.olx.co.id/item/olx-autos-toyota-yaris-15-s-bensin-at-2017-putih-iid-865810869
toyota avanza (2019),Rp 199.000.000,toyota,1.5 Veloz Bensin,Automatic,50.000-55.000 Km,Bensin,"Rungkut, Surabaya Kota, Jawa Timur",https://www.olx.co.id/item/toyota-avanza-13-g-bensin-automatic-2018-iid-866145776
toyota avanza (2015),Rp 143.000.000,toyota,1.5 New Veloz Bensin,Automatic,110.000-115.000 Km,Bensin,"Jl. Kupang Jaya No.110, Sukomanunggal, Kec. Sukomanunggal, Kota SBY, Jawa Timur 60281, Kupang Jaya, Kec. Sukomanunggal, Kota Surabaya, Jawa TimurDapatkan petunjuk",https://www.olx.co.id/item/toyota-avanza-13-g-bensin-automatic-2018-iid-866145776
toyota avanza (2016),Rp 168.000.000,toyota,1.5 Veloz Bensin,Manual,80.000-85.000 Km,Bensin,"Jl. Kupang Jaya No.110, Sukomanunggal, Kec. Sukomanunggal, Kota SBY, Jawa Timur 60281, Kupang Jaya, Kec. Sukomanunggal, Kota Surabaya, Jawa TimurDapatkan petunjuk",https://www.olx.co.id/item/toyota-avanza-13-g-bensin-automatic-2018-iid-866145776
mitsubishi xpander (2022),Rp 290.000.000,toyota,Lain-lain,Manual,0-5.000 Km,Bensin,"Gubeng, Surabaya Kota, Jawa Timur",https://www.olx.co.id/item/toyota-avanza-13-g-bensin-automatic-2018-iid-866145776
toyota avanza (2018),Rp 158.000.000,toyota,1.3 G Bensin,Manual,85.000-90.000 Km,Bensin,"Jl. Baruk Utara IX, Perumahan Pondok Nirwana No.34. Kedung Baruk, Kec. Rungkut, Surabaya, Jawa TImur, 60298, Kedung Baruk, Kec. Rungkut, Surabaya Kota, Jawa TimurDapatkan petunjuk",https://www.olx.co.id/item/toyota-avanza-13-g-bensin-automatic-2018-iid-866145776
toyota avanza (2018),Rp 158.000.000,toyota,1.3 G Bensin,Manual,85.000-90.000 Km,Bensin,"Jl. Baruk Utara IX, Perumahan Pondok Nirwana No.34. Kedung Baruk, Kec. Rungkut, Surabaya, Jawa TImur, 60298, Kedung Baruk, Kec. Rungkut, Surabaya Kota, Jawa TimurDapatkan petunjuk",https://www.olx.co.id/item/toyota-avanza-13-g-bensin-automatic-2018-iid-866145776
toyota avanza (2017),Rp 172.000.000,toyota,1.5 Veloz Bensin,Automatic,60.000-65.000 Km,Bensin,"Gedangan, Sidoarjo  Kab., Jawa Timur",https://www.olx.co.id/item/toyota-avanza-13-g-bensin-automatic-2018-iid-866145776
honda cr-v (2012),Rp 167.000.000,toyota,2.4 RM3 Bensin,Otomatis,103669 Km,Bensin,"Jl. Baruk Utara IX, Perumahan Pondok Nirwana No.34. Kedung Baruk, Kec. Rungkut, Surabaya, Jawa TImur, 60298, Kedung Baruk, Kec. Rungkut, Surabaya Kota, Jawa TimurDapatkan petunjuk",https://www.olx.co.id/item/toyota-avanza-13-g-bensin-automatic-2018-iid-866145776
toyota avanza (2015),Rp 167.000.000,toyota,1.3 E Bensin,Manual,110713 Km,Bensin,"Jl. Baruk Utara IX, Perumahan Pondok Nirwana No.34. Kedung Baruk, Kec. Rungkut, Surabaya, Jawa TImur, 60298, Kedung Baruk, Kec. Rungkut, Surabaya Kota, Jawa TimurDapatkan petunjuk",https://www.olx.co.id/item/toyota-avanza-13-g-bensin-automatic-2018-iid-866145776
,,toyota,,,,,,https://www.olx.co.id/item/toyota-avanza-13-g-bensin-automatic-2018-iid-866145776
,,toyota,,,,,,https://www.olx.co.id/item/toyota-avanza-13-g-bensin-automatic-2018-iid-866145776
toyota avanza (2018),Rp 175.000.000,toyota,1.3 G Bensin,Automatic,85.000-90.000 Km,Bensin,"Ruko simpang tiga, Jl gusdur, Blk. D2, Weru, Mojongapit, Kec. Jombang, Kabupaten Jombang, Jawa Timur 61413, Mojongapit, Kec. Jombang, Kec. Jombang, Jawa TimurDapatkan petunjuk",https://www.olx.co.id/item/toyota-avanza-13-g-bensin-automatic-2018-iid-866145776
toyota avanza (2018),Rp 175.000.000,toyota,1.3 G Bensin,Automatic,85.000-90.000 Km,Bensin,"Ruko simpang tiga, Jl gusdur, Blk. D2, Weru, Mojongapit, Kec. Jombang, Kabupaten Jombang, Jawa Timur 61413, Mojongapit, Kec. Jombang, Kec. Jombang, Jawa TimurDapatkan petunjuk",https://www.olx.co.id/item/toyota-avanza-13-g-bensin-automatic-2018-iid-866145776
toyota avanza (2018),Rp 175.000.000,toyota,1.3 G Bensin,Automatic,85.000-90.000 Km,Bensin,"Ruko simpang tiga, Jl gusdur, Blk. D2, Weru, Mojongapit, Kec. Jombang, Kabupaten Jombang, Jawa Timur 61413, Mojongapit, Kec. Jombang, Kec. Jombang, Jawa TimurDapatkan petunjuk",https://www.olx.co.id/item/toyota-avanza-13-g-bensin-automatic-2018-iid-866145776
toyota avanza (2018),Rp 175.000.000,toyota,1.3 G Bensin,Automatic,85.000-90.000 Km,Bensin,"Ruko simpang tiga, Jl gusdur, Blk. D2, Weru, Mojongapit, Kec. Jombang, Kabupaten Jombang, Jawa Timur 61413, Mojongapit, Kec. Jombang, Kec. Jombang, Jawa TimurDapatkan petunjuk",https://www.olx.co.id/item/toyota-avanza-13-g-bensin-automatic-2018-iid-866145776
toyota avanza (2017),Rp 145.000.000,toyota,1.3 E Bensin,Manual,90.000-95.000 Km,Bensin,"Ruko simpang tiga, Jl gusdur, Blk. D2, Weru, Mojongapit, Kec. Jombang, Kabupaten Jombang, Jawa Timur 61413, Mojongapit, Kec. Jombang, Kec. Jombang, Jawa TimurDapatkan petunjuk",https://www.olx.co.id/item/toyota-avanza-13-g-bensin-automatic-2018-iid-866145776
toyota avanza (2017),Rp 145.000.000,toyota,1.3 E Bensin,Manual,90.000-95.000 Km,Bensin,"Ruko simpang tiga, Jl gusdur, Blk. D2, Weru, Mojongapit, Kec. Jombang, Kabupaten Jombang, Jawa Timur 61413, Mojongapit, Kec. Jombang, Kec. Jombang, Jawa TimurDapatkan petunjuk",https://www.olx.co.id/item/toyota-avanza-13-g-bensin-automatic-2018-iid-866145776
toyota avanza (2017),Rp 145.000.000,toyota,1.3 E Bensin,Manual,90.000-95.000 Km,Bensin,"Ruko simpang tiga, Jl gusdur, Blk. D2, Weru, Mojongapit, Kec. Jombang, Kabupaten Jombang, Jawa Timur 61413, Mojongapit, Kec. Jombang, Kec. Jombang, Jawa TimurDapatkan petunjuk",https://www.olx.co.id/item/toyota-avanza-13-g-bensin-automatic-2018-iid-866145776
toyota avanza (2017),Rp 145.000.000,toyota,1.3 E Bensin,Manual,90.000-95.000 Km,Bensin,"Ruko simpang tiga, Jl gusdur, Blk. D2, Weru, Mojongapit, Kec. Jombang, Kabupaten Jombang, Jawa Timur 61413, Mojongapit, Kec. Jombang, Kec. Jombang, Jawa TimurDapatkan petunjuk",https://www.olx.co.id/item/toyota-avanza-13-g-bensin-automatic-2018-iid-866145776
