title,price,brand,type,transmission,milage,fuel,location,years,milage_class
toyota innova,285000000,toyota,2.0 V Bensin,Automatic Triptonic,10.000-15.000,Bensin,"Kalideres, Jakarta Barat, Jakarta D.K.I.",2018,3
toyota innova,380000000,toyota,2.4 Venturer Solar,Automatic,95.000-100.000,Diesel,"Cilandak, Jakarta Selatan, Jakarta D.K.I.",2017,20
toyota innova,310000000,toyota,2.4 G Solar,Automatic Triptonic,95.000-100.000,Diesel,"Serpong, Tangerang Selatan Kota, Banten",2017,20
toyota innova,255000000,toyota,2.0 G Bensin,Automatic,95.000-100.000,Bensin,"Bella Terra Lifestyle, Jl. Boulevard Raya No.kav 1, Klp. Gading Tim., 14240, Kelapa Gading, Kecamatan Kelapa Gading, Jakarta Utara, DKI JakartaDapatkan petunjuk",2017,20
toyota innova,399000000,toyota,2.4 Venturer Solar,Automatic,85.000-90.000,Diesel,"Kediri Kota, Kediri Kota, Jawa Timur",2017,18
toyota innova,268000000,toyota,2.0 G Bensin,Manual,85.000-90.000,Bensin,"Palmerah, Jakarta Barat, Jakarta D.K.I.",2017,18
toyota innova,345000000,toyota,2.4 V Solar,Automatic,80.000-85.000,Diesel,"Jl. W R Supratman No.88, Cempaka Putih, Kecamatan Ciputat Timur, Tanggerang Selatan, BantenDapatkan petunjuk",2017,17
toyota innova,340000000,toyota,2.4 V Solar,Automatic Triptonic,80.000-85.000,Diesel,"Pondok Aren, Tangerang Selatan Kota, Banten",2017,17
toyota innova,246500000,toyota,2.0 G Luxury Bensin,Automatic,80.000-85.000,Bensin,"Makasar, Jakarta Timur, Jakarta D.K.I.",2017,17
toyota innova,280000000,toyota,2.0 V Bensin,Automatic,70.000-75.000,Bensin,"Pejaten Village Mall P-5, Jl. Warung Jati Barat, RT.1/RW.5, Jati Padang, Kecamatan Pasar Minggu, Jakarta Selatan, DKI JakartaDapatkan petunjuk",2017,15
toyota innova,375000000,toyota,2.4 Venturer Solar,Automatic,65.000-70.000,Diesel,"Duren Sawit, Jakarta Timur, Jakarta D.K.I.",2017,14
toyota innova,270000000,toyota,2.0 V Bensin,Automatic,65.000-70.000,Bensin,"Cibodas, Tangerang Kota, Banten",2017,14
toyota innova,260000000,toyota,2.0 G Bensin,Automatic,50.000-55.000,Bensin,"Jatinegara, Jakarta Timur, Jakarta D.K.I.",2017,11
toyota innova,253000000,toyota,2.0 G Bensin,Automatic,50.000-55.000,Bensin,"Menteng, Jakarta Pusat, Jakarta D.K.I.",2017,11
toyota innova,272000000,toyota,2.0 G Bensin,Manual,5.000-10.000,Bensin,"l. KH Hasyim Ashari No.12 D, RT.003/RW.004, Poris Plawad Indah, Kecamatan Cipondoh, Tanggerang, BantenDapatkan petunjuk",2017,2
toyota innova,250000000,toyota,2.0 G Bensin,Manual,45.000-50.000,Bensin,"Kelapa Gading, Jakarta Utara, Jakarta D.K.I.",2017,10
toyota innova,390000000,toyota,2.4 Venturer Solar,Manual,35.000-40.000,Diesel,"Perumahan Rewwin, Jl. Cendrawasih Bunderan No.124, Ngeni, Kepuhkiriman, Kec. Waru, Kabupaten Sidoarjo, Jawa Timur 61256, Waru, Sidoarjo, Sidoarjo, Jawa TimurDapatkan petunjuk",2017,8
toyota innova,335000000,toyota,2.4 G Solar,Automatic,25.000-30.000,Diesel,"Bogor Selatan - Kota, Bogor Kota, Jawa Barat",2017,6
toyota innova,323000000,toyota,2.0 Venturer Bensin,Automatic,20.000-25.000,Bensin,"Menganti, Gresik Kab., Jawa Timur",2017,5
toyota innova,295000000,toyota,2.4 G Solar,Manual,15.000-20.000,Diesel,"Cibodas, Tangerang Kota, Banten",2017,4
toyota innova,320000000,toyota,2.4 V Solar,Automatic Triptonic,90.000-95.000,Diesel,"Mlati, Sleman Kab., Yogyakarta D.I.",2016,19
toyota innova,279000000,toyota,2.0 Q Bensin,Manual,90.000-95.000,Bensin,"Cibodas, Tangerang Kota, Banten",2016,19
toyota innova,275000000,toyota,2.0 Q Bensin,Manual,90.000-95.000,Bensin,"Karawaci, Tangerang Kota, Banten",2016,19
toyota innova,255000000,toyota,2.0 G Bensin,Automatic,90.000-95.000,Bensin,"Ocean Park BSD City Unit K16 - K18, Jl. Pahlawan Seribu, Lengkong Gudang, Kecamatan Serpong, Tanggerang Selatan, BantenDapatkan petunjuk",2016,19
toyota innova,253000000,toyota,2.0 G Bensin,Automatic,90.000-95.000,Bensin,"JL Ahmad Yani No 109 Blimbing Malang, Malang, Kec. Blimbing, Malang, Jawa TimurDapatkan petunjuk",2016,19
toyota innova,270000000,toyota,2.0 V Bensin,Automatic Triptonic,80.000-85.000,Bensin,"Mlati, Sleman Kab., Yogyakarta D.I.",2016,17
toyota innova,280000000,toyota,2.0 V Bensin,Automatic,75.000-80.000,Bensin,"Serang, Serang Kota, Banten",2016,16
toyota innova,265000000,toyota,2.4 G Solar,Automatic,75.000-80.000,Diesel,"Mampang Prapatan, Jakarta Selatan, Jakarta D.K.I.",2016,16
toyota innova,265000000,toyota,2.4 Solar,Automatic,75.000-80.000,Diesel,"Tangerang, Tangerang Kota, Banten",2016,16
toyota innova,319000000,toyota,2.4 V Solar,Automatic,70.000-75.000,Diesel,"Ciledug, Tangerang Kota, Banten",2016,15
toyota innova,295000000,toyota,2.4 G Solar,Automatic,70.000-75.000,Diesel,"Jl Cut Mutia no.3B RT 003/RW 001, Bekasi Timur, Kecamatan Rawalumbu, Bekasi Timur, Jawa baratDapatkan petunjuk",2016,15
toyota innova,240000000,toyota,2.0 G Bensin,Manual,70.000-75.000,Bensin,"Rejotangan, Tulungagung Kab., Jawa Timur",2016,15
toyota innova,315000000,toyota,2.5 V Solar,Manual,65.000-70.000,Diesel,"Kediri Kota, Kediri Kota, Jawa Timur",2016,14
toyota innova,270000000,toyota,2.0 V Luxury Bensin,Automatic,45.000-50.000,Bensin,"Cakung, Jakarta Timur, Jakarta D.K.I.",2016,10
toyota innova,242000000,toyota,2.0 G Bensin,Manual,45.000-50.000,Bensin,"Duren Sawit, Jakarta Timur, Jakarta D.K.I.",2016,10
toyota innova,295000000,toyota,2.0 V Luxury Bensin,Automatic Triptonic,40.000-45.000,Bensin,"Serpong, Tangerang Selatan Kota, Banten",2016,9
toyota innova,293000000,toyota,2.4 G Solar,Automatic Triptonic,40.000-45.000,Diesel,"Gununganyar, Surabaya Kota, Jawa Timur",2016,9
toyota innova,320000000,toyota,2.4 G Solar,Automatic,35.000-40.000,Diesel,"Serpong, Tangerang Selatan Kota, Banten",2016,8
toyota innova,245000000,toyota,2.0 G Bensin,Manual,30.000-35.000,Bensin,"Tegalrejo, Yogyakarta Kota, Yogyakarta D.I.",2016,7
toyota innova,265000000,toyota,2.0 G Luxury Bensin,Automatic,100.000-105.000,Bensin,"Serpong, Tangerang Selatan Kota, Banten",2016,21
toyota innova,225500000,toyota,2.5 G Solar,Automatic,95.000-100.000,Diesel,"Duren Sawit, Jakarta Timur, Jakarta D.K.I.",2015,20
toyota innova,195000000,toyota,2.0 G Bensin,Manual,90.000-95.000,Bensin,"Jl. Kupang Jaya No.110, Sukomanunggal, Kec. Sukomanunggal, Kota SBY, Jawa Timur 60281, Kupang Jaya, Kec. Sukomanunggal, Kota Surabaya, Jawa TimurDapatkan petunjuk",2015,19
toyota innova,187000000,toyota,2.0 G Bensin,Automatic Triptonic,80.000-85.000,Bensin,"Mega Glodok Kemayoran (MGK) lantai 2 Blok S-50, Kemayoran, Kemayoran, Jakarta Utara, DKI JakartaDapatkan petunjuk",2015,17
toyota innova,178000000,toyota,2.0 G Bensin,Automatic,75.000-80.000,Bensin,"Cengkareng, Jakarta Barat, Jakarta D.K.I.",2015,16
toyota innova,245000000,toyota,2.5 G Solar,Automatic,50.000-55.000,Diesel,"Karawang Barat, Karawang Kab., Jawa Barat",2015,11
toyota innova,225000000,toyota,2.0 G Luxury Bensin,Automatic,35.000-40.000,Bensin,"Pondok Gede, Bekasi Kota, Jawa Barat",2015,8
toyota innova,227000000,toyota,2.0 V Luxury Bensin,Manual,25.000-30.000,Bensin,"Piyungan, Bantul Kab., Yogyakarta D.I.",2015,6
toyota innova,210000000,toyota,2.0 V Bensin,Manual,150.000-155.000,Bensin,"Jatinegara, Jakarta Timur, Jakarta D.K.I.",2015,31
toyota innova,275000000,toyota,2.5 V Solar,Automatic,125.000-130.000,Diesel,"Prajurit Kulon, Mojokerto Kota, Jawa Timur",2015,26
toyota innova,205000000,toyota,2.0 V Bensin,Automatic,120.000-125.000,Bensin,"Genteng, Surabaya Kota, Jawa Timur",2015,25
toyota innova,295000000,toyota,2.4 G Solar,Automatic Triptonic,110.000-115.000,Diesel,"Kartoharjo, Madiun Kota, Jawa Timur",2015,23
toyota innova,248500000,toyota,2.5 G Solar,Manual,105.000-110.000,Diesel,"Jl. Panji Suroso No.15/16, Polowijen, Kec. Blimbing, Kota Malang, Jawa Timur 65126, Polowijen, Kec. Blimbing, Kota Malang, Jawa TimurDapatkan petunjuk",2015,22
toyota innova,248000000,toyota,2.5 G Solar,Manual,105.000-110.000,Diesel,"Blimbing, Malang Kota, Jawa Timur",2015,22
toyota innova,430000000,toyota,V Diesel,Automatic Triptonic,5.000-10.000,Diesel,"Pademangan, Jakarta Utara, Jakarta D.K.I.",2021,2
toyota innova,428000000,toyota,V Luxury,Automatic Triptonic,5.000-10.000,Diesel,"Blimbing, Malang Kota, Jawa Timur",2021,2
toyota innova,373000000,toyota,V,Automatic,5.000-10.000,Bensin,"Jl Cut Mutia no.3B RT 003/RW 001, Bekasi Timur, Kecamatan Rawalumbu, Bekasi Timur, Jawa baratDapatkan petunjuk",2021,2
toyota innova,399000000,toyota,V Diesel,Manual,25.000-30.000,Diesel,"Sewon, Bantul Kab., Yogyakarta D.I.",2021,6
toyota innova,324000000,toyota,G,Automatic,25.000-30.000,Bensin,"Grogol Petamburan, Jakarta Barat, Jakarta D.K.I.",2021,6
toyota innova,400000000,toyota,V Diesel,Automatic,20.000-25.000,Diesel,"Kelapa Dua, Tangerang Kab., Banten",2021,5
toyota innova,445000000,toyota,V Diesel,Automatic Triptonic,15.000-20.000,Diesel,"Gubeng, Surabaya Kota, Jawa Timur",2021,4
toyota innova,379000000,toyota,G,Automatic,10.000-15.000,Diesel,"Cibodas, Tangerang Kota, Banten",2021,3
toyota innova,365000000,toyota,V Luxury,Automatic Triptonic,10.000-15.000,Bensin,"Serpong, Tangerang Selatan Kota, Banten",2021,3
toyota innova,435000000,toyota,Venturer,Automatic Triptonic,60.000-65.000,Bensin,"Kelapa Gading, Jakarta Utara, Jakarta D.K.I.",2020,13
toyota innova,405000000,toyota,V Diesel,Automatic,40.000-45.000,Diesel,"Kenjeran, Surabaya Kota, Jawa Timur",2020,9
toyota innova,390000000,toyota,V Diesel,Automatic,30.000-35.000,Diesel,"Cikupa, Tangerang Kab., Banten",2020,7
toyota innova,296000000,toyota,G,Automatic,30.000-35.000,Bensin,"Gubeng, Surabaya Kota, Jawa Timur",2020,7
toyota innova,370000000,toyota,Venturer,Automatic Triptonic,25.000-30.000,Bensin,"Kemayoran, Jakarta Pusat, Jakarta D.K.I.",2020,6
toyota innova,410000000,toyota,V Diesel,Automatic,20.000-25.000,Diesel,"Cakung, Jakarta Timur, Jakarta D.K.I.",2020,5
toyota innova,339000000,toyota,G,Automatic Triptonic,10.000-15.000,Diesel,"Duren Sawit, Jakarta Timur, Jakarta D.K.I.",2020,3
toyota innova,305000000,toyota,V,Automatic,60.000-65.000,Bensin,"Jagakarsa, Jakarta Selatan, Jakarta D.K.I.",2019,13
toyota innova,398800000,toyota,V Diesel,Automatic,40.000-45.000,Diesel,"Serpong, Tangerang Selatan Kota, Banten",2019,9
toyota innova,344000000,toyota,G,Automatic,35.000-40.000,Diesel,"Johar Baru, Jakarta Pusat, Jakarta D.K.I.",2019,8
toyota innova,325000000,toyota,V Luxury,Automatic,30.000-35.000,Bensin,"Pinang (Penang), Tangerang Kota, Banten",2019,7
toyota innova,350000000,toyota,G,Automatic,25.000-30.000,Diesel,"Panongan, Tangerang Kab., Banten",2019,6
toyota innova,325000000,toyota,V,Automatic,25.000-30.000,Bensin,"Menteng, Jakarta Pusat, Jakarta D.K.I.",2019,6
toyota innova,293000000,toyota,G,Automatic,25.000-30.000,Bensin,"Jalan Panjang No.168, Kedoya, RT.11/RW.2, Kedaung Kali Angke, 11710, Kedoya, Kecamatan Cengkareng, Kota Jakarta Barat,, DKI JakartaDapatkan petunjuk",2019,6
toyota innova,338000000,toyota,V Diesel,Manual,20.000-25.000,Diesel,"Kotagede, Yogyakarta Kota, Yogyakarta D.I.",2019,5
toyota innova,331000000,toyota,G Luxury,Automatic,100.000-105.000,Diesel,"Duren Sawit, Jakarta Timur, Jakarta D.K.I.",2019,21
toyota innova,359000000,toyota,V Diesel,Automatic,75.000-80.000,Diesel,"Sukolilo, Surabaya Kota, Jawa Timur",2018,16
toyota innova,325000000,toyota,G,Automatic,70.000-75.000,Diesel,"Bojongloa Kidul, Bandung Kota, Jawa Barat",2018,15
toyota innova,310000000,toyota,G,Automatic Triptonic,70.000-75.000,Diesel,"Kelapa Dua, Tangerang Kab., Banten",2018,15
toyota innova,285000000,toyota,V,Automatic,60.000-65.000,Bensin,"Cibodas, Tangerang Kota, Banten",2018,13
toyota innova,330000000,toyota,Venturer,Automatic,55.000-60.000,Bensin,"Cilandak, Jakarta Selatan, Jakarta D.K.I.",2018,12
toyota innova,405000000,toyota,Venturer,Automatic,45.000-50.000,Diesel,"Palmerah, Jakarta Barat, Jakarta D.K.I.",2018,10
toyota innova,285000000,toyota,G,Automatic,45.000-50.000,Bensin,"Ciputat, Tangerang Selatan Kota, Banten",2018,10
toyota innova,259000000,toyota,G Luxury,Automatic,45.000-50.000,Bensin,"Karawaci, Tangerang Kota, Banten",2018,10
toyota innova,253000000,toyota,G Luxury,Automatic,45.000-50.000,Bensin,"Bursa Mobil Summarecon Blok G No 8 & 10 Jl Gading Serpong Boulevard No 3 Pakulonan Barat  Kelapa Dua Tangerang Banten 15810, Pakulonan Barat, Kecamatan Serpong, Kabupaten Tanggerang, BantenDapatkan petunjuk",2018,10
toyota innova,295000000,toyota,V,Automatic Triptonic,40.000-45.000,Bensin,"Jatinegara, Jakarta Timur, Jakarta D.K.I.",2018,9
toyota innova,280000000,toyota,G,Automatic,35.000-40.000,Bensin,"Ciputat Timur, Tangerang Selatan Kota, Banten",2018,8
toyota innova,263000000,toyota,G,Automatic,30.000-35.000,Bensin,"Kebayoran Lama, Jakarta Selatan, Jakarta D.K.I.",2018,7
toyota innova,389000000,toyota,Venturer,Automatic,20.000-25.000,Bensin,"Gondokusuman, Yogyakarta Kota, Yogyakarta D.I.",2018,5
toyota innova,285000000,toyota,G Luxury,Automatic,15.000-20.000,Bensin,"Cakung, Jakarta Timur, Jakarta D.K.I.",2018,4
toyota innova,350000000,toyota,Venturer,Automatic,100.000-105.000,Bensin,"Pagedangan, Tangerang Kab., Banten",2018,21
toyota innova,349000000,toyota,V Diesel,Automatic,75.000-80.000,Diesel,"Pesona Square Jl Ir.H.Juanda No 22A, Bakti Jaya, Kec Sukmajaya Depok, Jawa Barat 16422, Bakti Jaya, Kec.Sukmajaya, Depok, Jawa BaratDapatkan petunjuk",2017,16
toyota innova,295000000,toyota,G,Automatic,75.000-80.000,Diesel,"Jagakarsa, Jakarta Selatan, Jakarta D.K.I.",2017,16
toyota innova,278000000,toyota,V,Automatic,75.000-80.000,Bensin,"Pondok Aren, Tangerang Selatan Kota, Banten",2017,16
toyota innova,310000000,toyota,G,Automatic,60.000-65.000,Diesel,"Kotagede, Yogyakarta Kota, Yogyakarta D.I.",2017,13
toyota innova,305000000,toyota,G,Manual,60.000-65.000,Diesel,"Sumur Bandung, Bandung Kota, Jawa Barat",2017,13
toyota innova,354000000,toyota,V Diesel,Automatic,55.000-60.000,Diesel,"Cakung, Jakarta Timur, Jakarta D.K.I.",2017,12
toyota innova,378000000,toyota,Venturer,Automatic,50.000-55.000,Diesel,"Kotagede, Yogyakarta Kota, Yogyakarta D.I.",2017,11
toyota innova,360000000,toyota,V Diesel,Automatic Triptonic,40.000-45.000,Diesel,"Sukolilo, Surabaya Kota, Jawa Timur",2017,9
toyota innova,330000000,toyota,G,Automatic,90.000-95.000,Diesel,"Panongan, Tangerang Kab., Banten",2016,19
toyota innova,290000000,toyota,G Luxury,Automatic,90.000-95.000,Diesel,"Jatinegara, Jakarta Timur, Jakarta D.K.I.",2016,19
toyota innova,285000000,toyota,Q Venturer,Automatic,90.000-95.000,Bensin,"Panongan, Tangerang Kab., Banten",2016,19
toyota innova,295000000,toyota,G,Automatic,85.000-90.000,Diesel,"Regol, Bandung Kota, Jawa Barat",2016,18
toyota innova,325000000,toyota,V Diesel,Automatic,75.000-80.000,Diesel,"Gubeng, Surabaya Kota, Jawa Timur",2016,16
toyota innova,240000000,toyota,G Luxury,Automatic Triptonic,70.000-75.000,Bensin,"Jatinegara, Jakarta Timur, Jakarta D.K.I.",2016,15
toyota innova,284000000,toyota,V Luxury,Automatic,65.000-70.000,Bensin,"Sukun, Malang Kota, Jawa Timur",2016,14
toyota innova,245000000,toyota,G,Manual,35.000-40.000,Bensin,"Kotagede, Yogyakarta Kota, Yogyakarta D.I.",2016,8
toyota innova,330000000,toyota,V Diesel,Automatic,30.000-35.000,Diesel,"Kemayoran, Jakarta Pusat, Jakarta D.K.I.",2016,7
toyota innova,330000000,toyota,Q Diesel,Automatic Triptonic,140.000-145.000,Diesel,"Kelapa Gading, Jakarta Utara, Jakarta D.K.I.",2016,29
toyota innova,178000000,toyota,G,Automatic,85.000-90.000,Bensin,"Cipondoh, Tangerang Kota, Banten",2015,18
toyota innova,187000000,toyota,G,Automatic,80.000-85.000,Bensin,"Mega Glodok Kemayoran (MGK) lantai 2 Blok S-50, Kemayoran, Kemayoran, Jakarta Utara, DKI JakartaDapatkan petunjuk",2015,17
toyota innova,188000000,toyota,G,Manual,130.000-135.000,Bensin,"Cengkareng, Jakarta Barat, Jakarta D.K.I.",2015,27
toyota innova,199000000,toyota,G,Manual,120.000-125.000,Bensin,"Cengkareng, Jakarta Barat, Jakarta D.K.I.",2015,25
toyota innova,190000000,toyota,G,Automatic,110.000-115.000,Bensin,"Cikupa, Tangerang Kab., Banten",2015,23
toyota innova,175000000,toyota,E,Automatic,105.000-110.000,Bensin,"Tebet, Jakarta Selatan, Jakarta D.K.I.",2015,22
toyota innova,199000000,toyota,G Luxury,Automatic,10.000-15.000,Bensin,"Pademangan, Jakarta Utara, Jakarta D.K.I.",2015,3
toyota avanza,295000000,toyota,1.5 New Veloz Q CVT TSS Bensin,Automatic,5.000-10.000,Bensin,"Gubeng, Surabaya Kota, Jawa Timur",2021,2
toyota avanza,253000000,toyota,1.5 Veloz Bensin,Automatic,5.000-10.000,Bensin,"Purwokerto Barat, Banyumas Kab., Jawa Tengah",2021,2
toyota avanza,240000000,toyota,1.5 G Bensin,Manual,150.000-155.000,Bensin,"Bekasi Barat, Bekasi Kota, Jawa Barat",2021,31
toyota avanza,180000000,toyota,1.3 G Bensin,Manual,10.000-15.000,Bensin,"Jalan Panjang No.168, Kedoya, RT.11/RW.2, Kedaung Kali Angke, 11710, Kedoya, Kecamatan Cengkareng, Kota Jakarta Barat,, DKI JakartaDapatkan petunjuk",2021,3
toyota avanza,162000000,toyota,1.3 Transmover Bensin,Manual,10.000-15.000,Bensin,"Rungkut, Surabaya Kota, Jawa Timur",2021,3
toyota avanza,315000000,toyota,1.5 New Veloz Q CVT TSS Bensin,Automatic,0-5.000,Bensin,"Prambanan, Klaten Kab., Jawa Tengah",2021,1
toyota avanza,305000000,toyota,1.5 New Veloz Q CVT TSS Bensin,Automatic,0-5.000,Bensin,"Jl. Raya Jemursari No.87, Jemur Wonosari, Kec. Wonocolo, Kota SBY, Jawa Timur 60237, Jemur Wonosari, Kec. Wonocolo, Kota Surabaya, Jawa TimurDapatkan petunjuk",2021,1
toyota avanza,300000000,toyota,1.5 New Veloz Q CVT Bensin,Automatic,0-5.000,Bensin,"Gresik, Gresik Kab., Jawa Timur",2021,1
toyota avanza,235000000,toyota,1.5 G Bensin,Manual,0-5.000,Bensin,"Jatinegara, Jakarta Timur, Jakarta D.K.I.",2021,1
toyota avanza,222000000,toyota,1.3 G Bensin,Manual,0-5.000,Bensin,"Sleman, Sleman Kab., Yogyakarta D.I.",2021,1
toyota avanza,217000000,toyota,1.3 G Bensin,Manual,0-5.000,Bensin,"Klaten Utara, Klaten Kab., Jawa Tengah",2021,1
toyota avanza,215000000,toyota,1.3 G Bensin,Manual,0-5.000,Bensin,"Blimbing, Malang Kota, Jawa Timur",2021,1
toyota avanza,195000000,toyota,1.3 G Bensin,Manual,0-5.000,Bensin,"Pademangan, Jakarta Utara, Jakarta D.K.I.",2021,1
toyota avanza,187000000,toyota,1.3 G Bensin,Automatic,0-5.000,Bensin,"Cipondoh, Tangerang Kota, Banten",2021,1
toyota avanza,185000000,toyota,1.5 G Bensin,Manual,5.000-10.000,Bensin,"Jl Moh Kahfi 1 no 46 cipedak jagakarasa jakarta selatan, Jl Kebagusan Raya no 61 Y Kebagusan Jakarta Selatan, Jagaraksa, Jagaraksa, Jakarta Selatan, DKI JakartaDapatkan petunjuk",2020,2
toyota avanza,208000000,toyota,1.5 Veloz Bensin,Manual,45.000-50.000,Bensin,"Purwokerto Barat, Banyumas Kab., Jawa Tengah",2020,10
toyota avanza,225000000,toyota,1.5 Veloz Bensin,Automatic,25.000-30.000,Bensin,"Ciputat, Tangerang Selatan Kota, Banten",2020,6
toyota avanza,195000000,toyota,1.3 G Bensin,Manual,25.000-30.000,Bensin,"Cipondoh, Tangerang Kota, Banten",2020,6
toyota avanza,210000000,toyota,1.5 Veloz Bensin,Manual,15.000-20.000,Bensin,"Blimbing, Malang Kota, Jawa Timur",2020,4
toyota avanza,275000000,toyota,1.5 New Veloz Q CVT TSS Bensin,Automatic,0-5.000,Bensin,"Bogor Timur - Kota, Bogor Kota, Jawa Barat",2020,1
toyota avanza,222000000,toyota,1.5 Veloz Bensin,Manual,0-5.000,Bensin,"Ciledug, Tangerang Kota, Banten",2020,1
toyota avanza,199000000,toyota,1.3 G Bensin,Manual,0-5.000,Bensin,"Wonokromo, Surabaya Kota, Jawa Timur",2020,1
toyota avanza,168000000,toyota,1.3 Transmover Bensin,Manual,0-5.000,Bensin,"Rancasari, Bandung Kota, Jawa Barat",2020,1
toyota avanza,175000000,toyota,1.3 G Bensin,Automatic,75.000-80.000,Bensin,"Jl. Terusan Buah Batu No.41, Batununggal, Kec. Bandung Kidul, Kota Bandung, Jawa Barat 40266, Buah Batu, Bandung Kidul, Bandung, Jawa BaratDapatkan petunjuk",2019,16
toyota avanza,173000000,toyota,1.3 E Bensin,Manual,70.000-75.000,Bensin,"Lebakwangi, Kuningan Kab., Jawa Barat",2019,15
toyota avanza,195000000,toyota,1.5 New Veloz Bensin,Manual,55.000-60.000,Bensin,"Ngaglik, Sleman Kab., Yogyakarta D.I.",2019,12
toyota avanza,199000000,toyota,1.5 Veloz Bensin,Automatic,50.000-55.000,Bensin,"Rungkut, Surabaya Kota, Jawa Timur",2019,11
toyota avanza,180000000,toyota,1.5 G Bensin,Automatic,50.000-55.000,Bensin,"Kenjeran, Surabaya Kota, Jawa Timur",2019,11
toyota avanza,177000000,toyota,1.3 G Bensin,Automatic,50.000-55.000,Bensin,"Kenjeran, Surabaya Kota, Jawa Timur",2019,11
toyota avanza,212500000,toyota,1.5 Veloz Bensin,Automatic,45.000-50.000,Bensin,"Banguntapan, Bantul Kab., Yogyakarta D.I.",2019,10
toyota avanza,200000000,toyota,1.3 G Bensin,Manual,45.000-50.000,Bensin,"Pamulang, Tangerang Selatan Kota, Banten",2019,10
toyota avanza,187500000,toyota,1.3 Transmover Bensin,Manual,45.000-50.000,Bensin,"Pasar Kliwon, Surakarta Kota, Jawa Tengah",2019,10
toyota avanza,192500000,toyota,1.3 G Bensin,Automatic,35.000-40.000,Bensin,"Gubeng, Surabaya Kota, Jawa Timur",2019,8
toyota avanza,178000000,toyota,1.3 G Bensin,Automatic,35.000-40.000,Bensin,"Wonokromo, Surabaya Kota, Jawa Timur",2019,8
toyota avanza,169900000,toyota,1.3 E Bensin,Manual,35.000-40.000,Bensin,"Binong, Subang Kab., Jawa Barat",2019,8
toyota avanza,156000000,toyota,1.3 E Bensin,Manual,35.000-40.000,Bensin,"Kelapa Dua, Tangerang Kab., Banten",2019,8
toyota avanza,205000000,toyota,1.5 New Veloz Bensin,Automatic,30.000-35.000,Bensin,"Sidoarjo, Sidoarjo  Kab., Jawa Timur",2019,7
toyota avanza,189000000,toyota,1.3 G Bensin,Manual,30.000-35.000,Bensin,"Wlingi, Blitar Kab., Jawa Timur",2019,7
toyota avanza,184000000,toyota,1.3 G Bensin,Manual,30.000-35.000,Bensin,"Lowokwaru, Malang Kota, Jawa Timur",2019,7
toyota avanza,198000000,toyota,1.5 New Veloz Bensin,Automatic,25.000-30.000,Bensin,"Gresik, Gresik Kab., Jawa Timur",2019,6
toyota avanza,217000000,toyota,1.5 Veloz Bensin,Manual,20.000-25.000,Bensin,"Prambanan, Klaten Kab., Jawa Tengah",2019,5
toyota avanza,191000000,toyota,1.3 Veloz Bensin,Manual,15.000-20.000,Bensin,"Wonosari, Gunung Kidul Kab., Yogyakarta D.I.",2019,4
toyota avanza,185000000,toyota,1.3 G Bensin,Automatic,15.000-20.000,Bensin,"Kebayoran Lama, Jakarta Selatan, Jakarta D.K.I.",2019,4
toyota avanza,206000000,toyota,1.3 Veloz Bensin,Manual,10.000-15.000,Bensin,"Prambanan, Klaten Kab., Jawa Tengah",2019,3
toyota avanza,195000000,toyota,1.3 G Bensin,Manual,0-5.000,Bensin,"Bumiayu, Brebes Kab., Jawa Tengah",2019,1
toyota avanza,193000000,toyota,1.3 Veloz Bensin,Manual,0-5.000,Bensin,"Tanggulangin, Sidoarjo  Kab., Jawa Timur",2019,1
toyota avanza,165000000,toyota,1.3 G Bensin,Automatic,95.000-100.000,Bensin,"Pamulang, Tangerang Selatan Kota, Banten",2018,20
toyota avanza,185000000,toyota,1.5 Veloz Bensin,Manual,90.000-95.000,Bensin,"Blimbing, Malang Kota, Jawa Timur",2018,19
toyota avanza,169000000,toyota,1.3 G Bensin,Manual,90.000-95.000,Bensin,"Waru, Sidoarjo  Kab., Jawa Timur",2018,19
toyota avanza,164000000,toyota,1.5 Veloz Bensin,Manual,90.000-95.000,Bensin,"Gamping, Sleman Kab., Yogyakarta D.I.",2018,19
toyota avanza,155000000,toyota,1.3 G Bensin,Manual,90.000-95.000,Bensin,"Batu, Batu Kota, Jawa Timur",2018,19
toyota avanza,175000000,toyota,1.3 G Bensin,Automatic,85.000-90.000,Bensin,"Ruko simpang tiga, Jl gusdur, Blk. D2, Weru, Mojongapit, Kec. Jombang, Kabupaten Jombang, Jawa Timur 61413, Mojongapit, Kec. Jombang, Kec. Jombang, Jawa TimurDapatkan petunjuk",2018,18
toyota avanza,158000000,toyota,1.3 G Bensin,Manual,85.000-90.000,Bensin,"Jl. Baruk Utara IX, Perumahan Pondok Nirwana No.34. Kedung Baruk, Kec. Rungkut, Surabaya, Jawa TImur, 60298, Kedung Baruk, Kec. Rungkut, Surabaya Kota, Jawa TimurDapatkan petunjuk",2018,18
toyota avanza,168000000,toyota,1.5 Veloz Bensin,Automatic,70.000-75.000,Bensin,"Cibodas, Tangerang Kota, Banten",2018,15
toyota avanza,155000000,toyota,1.3 E Bensin,Automatic,70.000-75.000,Bensin,"Kebon Jeruk, Jakarta Barat, Jakarta D.K.I.",2018,15
toyota avanza,179000000,toyota,1.3 Veloz Bensin,Automatic,65.000-70.000,Bensin,"Sidoarjo, Sidoarjo  Kab., Jawa Timur",2018,14
