title,price,brand,type,transmission,milage,fuel,location,years,milage_class
toyota rush,210000000,toyota,1.5 TRD Sportivo Bensin,Automatic,30.000-35.000,Bensin,"Kelapa Dua, Tangerang Kab., Banten",2019,7
toyota rush,210000000,toyota,1.5 G Bensin,Automatic,25.000-30.000,Bensin,"Tangerang, Tangerang Kota, Banten",2019,6
toyota rush,248000000,toyota,1.5 TRD Sportivo Bensin,Automatic,20.000-25.000,Bensin,"Regol, Bandung Kota, Jawa Barat",2019,5
toyota rush,225000000,toyota,1.5 TRD Sportivo Bensin,Automatic,20.000-25.000,Bensin,"Kemayoran, Jakarta Pusat, Jakarta D.K.I.",2019,5
toyota rush,225000000,toyota,1.5 TRD Sportivo 7 Bensin,Automatic,20.000-25.000,Bensin,"Pademangan, Jakarta Utara, Jakarta D.K.I.",2019,5
toyota rush,219000000,toyota,1.5 TRD Sportivo Bensin,Automatic Triptonic,20.000-25.000,Bensin,"Bella Terra Lifestyle, Jl. Boulevard Raya No.kav 1, Klp. Gading Tim., 14240, Kelapa Gading, Kecamatan Kelapa Gading, Jakarta Utara, DKI JakartaDapatkan petunjuk",2019,5
toyota rush,248500000,toyota,S TRD Sportivo Luxury,Automatic,15.000-20.000,Bensin,"Mojoroto, Kediri Kota, Jawa Timur",2019,4
toyota rush,235000000,toyota,1.5 TRD Sportivo 7 Bensin,Manual,15.000-20.000,Bensin,"Jagakarsa, Jakarta Selatan, Jakarta D.K.I.",2019,4
toyota rush,217000000,toyota,1.5 G Bensin,Automatic Triptonic,15.000-20.000,Bensin,"Pasar Minggu, Jakarta Selatan, Jakarta D.K.I.",2019,4
toyota rush,235000000,toyota,1.5 TRD Sportivo Bensin,Automatic,100.000-105.000,Bensin,"Serang, Serang Kota, Banten",2019,21
toyota rush,232400000,toyota,1.5 TRD Sportivo Bensin,Automatic,10.000-15.000,Bensin,"Ciputat, Tangerang Selatan Kota, Banten",2019,3
toyota rush,209000000,toyota,1.5 TRD Sportivo Bensin,Automatic,95.000-100.000,Bensin,"Bursa Mobil Bintaro, Jl. Boulevard B7/B1, Bintaro Jaya Sektor 7, blok A19 dan A25, Pd. Jaya, Kecamatan Pd. Aren, Kecamatan Pondok Aren, Tanggerang Selatan, BantenDapatkan petunjuk",2018,20
toyota rush,212000000,toyota,1.5 TRD Sportivo Bensin,Automatic,85.000-90.000,Bensin,"Duren Sawit, Jakarta Timur, Jakarta D.K.I.",2018,18
toyota rush,148000000,toyota,1.5 G Bensin,Automatic,80.000-85.000,Bensin,"Jl. Ibrahim Adjie No.377, Binong, Kec. Kiaracondong, Kota Bandung, Jawa Barat 40275, Binong, Kecamatan Kiaracondong, Kota Bandung, Jawa BaratDapatkan petunjuk",2018,17
toyota rush,212000000,toyota,1.5 G Bensin,Automatic,70.000-75.000,Bensin,"Kediri Kota, Kediri Kota, Jawa Timur",2018,15
toyota rush,242000000,toyota,1.5 TRD Sportivo Bensin,Automatic,60.000-65.000,Bensin,"Tambun Selatan, Bekasi Kab., Jawa Barat",2018,13
toyota rush,219000000,toyota,1.5 TRD Sportivo 7 Bensin,Automatic,50.000-55.000,Bensin,"Kebon Jeruk, Jakarta Barat, Jakarta D.K.I.",2018,11
toyota rush,215000000,toyota,1.5 TRD Sportivo Bensin,Automatic,50.000-55.000,Bensin,"Jatinegara, Jakarta Timur, Jakarta D.K.I.",2018,11
toyota rush,210000000,toyota,1.5 G Bensin,Automatic,50.000-55.000,Bensin,"Jatinegara, Jakarta Timur, Jakarta D.K.I.",2018,11
toyota rush,224500000,toyota,1.5 S GR Sport Bensin,Manual,5.000-10.000,Bensin,"Ciracas, Jakarta Timur, Jakarta D.K.I.",2018,2
toyota rush,235000000,toyota,1.5 TRD Sportivo Bensin,Automatic Triptonic,45.000-50.000,Bensin,"Cibinong, Bogor Kab., Jawa Barat",2018,10
toyota rush,229990000,toyota,1.5 TRD Sportivo Bensin,Automatic,45.000-50.000,Bensin,"Regol, Bandung Kota, Jawa Barat",2018,10
toyota rush,202000000,toyota,1.5 G Bensin,Automatic,45.000-50.000,Bensin,"Ciledug, Tangerang Kota, Banten",2018,10
toyota rush,215000000,toyota,1.5 TRD Sportivo 7 Bensin,Automatic,40.000-45.000,Bensin,"Bekasi Barat, Bekasi Kota, Jawa Barat",2018,9
toyota rush,214000000,toyota,1.5 TRD Sportivo Bensin,Automatic,40.000-45.000,Bensin,"Gubeng, Surabaya Kota, Jawa Timur",2018,9
toyota rush,233000000,toyota,1.5 TRD Sportivo Bensin,Automatic,35.000-40.000,Bensin,"Panongan, Tangerang Kab., Banten",2018,8
toyota rush,220000000,toyota,1.5 TRD Sportivo Ultimo Bensin,Automatic Triptonic,35.000-40.000,Bensin,"Mega Glodok Kemayoran (MGK) lantai 2 Blok S-50, Kemayoran, Kemayoran, Jakarta Utara, DKI JakartaDapatkan petunjuk",2018,8
toyota rush,220000000,toyota,1.5 TRD Sportivo Bensin,Automatic,35.000-40.000,Bensin,"Mega Glodok Kemayoran (MGK) lantai 2 Blok S-50, Kemayoran, Kemayoran, Jakarta Utara, DKI JakartaDapatkan petunjuk",2018,8
toyota rush,209000000,toyota,S TRD Sportivo Luxury,Automatic,35.000-40.000,Bensin,"Kelapa Dua, Tangerang Kab., Banten",2018,8
toyota rush,150000000,toyota,1.5 G Bensin,Manual,35.000-40.000,Bensin,"Cilandak, Jakarta Selatan, Jakarta D.K.I.",2018,8
toyota rush,236000000,toyota,S TRD Sportivo Luxury,Manual,30.000-35.000,Bensin,"Regol, Bandung Kota, Jawa Barat",2018,7
toyota rush,230000000,toyota,1.5 TRD Sportivo Bensin,Manual,30.000-35.000,Bensin,"Regol, Bandung Kota, Jawa Barat",2018,7
toyota rush,230000000,toyota,1.5 TRD Sportivo 7 Bensin,Automatic,30.000-35.000,Bensin,"Jl. Raya Kopo No.262, Kopo, Kec. Bojongloa Kaler, Kota Bandung, Jawa Barat 40233, Kopo, Kecamatan Bojongloa Kaler, Kota Bandung, Jawa BaratDapatkan petunjuk",2018,7
toyota rush,220000000,toyota,S TRD Sportivo Luxury,Automatic Triptonic,30.000-35.000,Bensin,"Gubeng, Surabaya Kota, Jawa Timur",2018,7
toyota rush,217000000,toyota,1.5 TRD Sportivo Bensin,Automatic,30.000-35.000,Bensin,"Kelapa Dua, Tangerang Kab., Banten",2018,7
toyota rush,219000000,toyota,1.5 TRD Sportivo Bensin,Automatic,25.000-30.000,Bensin,"Harjamukti, Cirebon Kota, Jawa Barat",2018,6
toyota rush,225000000,toyota,1.5 G Bensin,Automatic,15.000-20.000,Bensin,"Ciputat Timur, Tangerang Selatan Kota, Banten",2018,4
toyota rush,222999000,toyota,S TRD Sportivo Luxury,Automatic,15.000-20.000,Bensin,"Waru, Sidoarjo  Kab., Jawa Timur",2018,4
toyota rush,224500000,toyota,1.5 S Bensin,Manual,10.000-15.000,Bensin,"Jagakarsa, Jakarta Selatan, Jakarta D.K.I.",2018,3
toyota rush,250000000,toyota,S TRD Sportivo Luxury,Automatic Triptonic,0-5.000,Bensin,"Pondok Aren, Tangerang Selatan Kota, Banten",2018,1
toyota rush,185000000,toyota,1.5 TRD Sportivo Ultimo Bensin,Automatic,80.000-85.000,Bensin,"Wonocolo, Surabaya Kota, Jawa Timur",2017,17
toyota rush,176000000,toyota,1.5 TRD Sportivo Bensin,Manual,75.000-80.000,Bensin,"Tebet, Jakarta Selatan, Jakarta D.K.I.",2017,16
toyota rush,175000000,toyota,1.5 TRD Sportivo Ultimo Bensin,Automatic,75.000-80.000,Bensin,"Pasar Rebo, Jakarta Timur, Jakarta D.K.I.",2017,16
toyota rush,174000000,toyota,1.5 TRD Sportivo Ultimo Bensin,Automatic,75.000-80.000,Bensin,"Duren Sawit, Jakarta Timur, Jakarta D.K.I.",2017,16
toyota rush,165000000,toyota,1.5 TRD Sportivo Bensin,Automatic,70.000-75.000,Bensin,"Cipayung, Jakarta Timur, Jakarta D.K.I.",2017,15
toyota rush,165000000,toyota,1.5 TRD Sportivo Ultimo Bensin,Automatic,70.000-75.000,Bensin,"Jl. Bina Marga No 21 Kel. Ceger Kec Cipayung Taman Mini Jakarta Timur 13840, Taman Mini, Kecamatan Cipayung, Jakarta Timur, DKI JakartaDapatkan petunjuk",2017,15
toyota rush,195000000,toyota,1.5 TRD Sportivo Ultimo Bensin,Manual,60.000-65.000,Bensin,"Karawaci, Tangerang Kota, Banten",2017,13
toyota rush,169000000,toyota,1.5 TRD Sportivo Ultimo Bensin,Automatic,60.000-65.000,Bensin,"Cipayung, Jakarta Timur, Jakarta D.K.I.",2017,13
toyota rush,198000000,toyota,1.5 TRD Sportivo Ultimo Bensin,Automatic,55.000-60.000,Bensin,"Blimbing, Malang Kota, Jawa Timur",2017,12
toyota rush,180000000,toyota,1.5 TRD Sportivo Ultimo Bensin,Manual,55.000-60.000,Bensin,"Bekasi Barat, Bekasi Kota, Jawa Barat",2017,12
toyota rush,170000000,toyota,1.5 TRD Sportivo Ultimo Bensin,Automatic,50.000-55.000,Bensin,"Sumur Bandung, Bandung Kota, Jawa Barat",2017,11
toyota rush,183000000,toyota,1.5 TRD Sportivo Ultimo Bensin,Manual,40.000-45.000,Bensin,"Karawang Barat, Karawang Kab., Jawa Barat",2017,9
toyota rush,192500000,toyota,1.5 TRD Sportivo Ultimo Bensin,Manual,35.000-40.000,Bensin,"Batununggal, Bandung Kota, Jawa Barat",2017,8
toyota rush,180000000,toyota,1.5 G Bensin,Manual,35.000-40.000,Bensin,"Pejaten Village Mall P-5, Jl. Warung Jati Barat, RT.1/RW.5, Jati Padang, Kecamatan Pasar Minggu, Jakarta Selatan, DKI JakartaDapatkan petunjuk",2017,8
toyota rush,182500000,toyota,1.5 TRD Sportivo Ultimo Bensin,Automatic,20.000-25.000,Bensin,"Menteng, Jakarta Pusat, Jakarta D.K.I.",2017,5
toyota rush,182500000,toyota,1.5 TRD Sportivo Bensin,Automatic,20.000-25.000,Bensin,"Jatinegara, Jakarta Timur, Jakarta D.K.I.",2017,5
toyota rush,160000000,toyota,G Luxury,Automatic,115.000-120.000,Bensin,"Duren Sawit, Jakarta Timur, Jakarta D.K.I.",2017,24
toyota rush,185000000,toyota,1.5 TRD Sportivo 7 Bensin,Automatic,60.000-65.000,Bensin,"Jl. Ibrahim Adjie No.377, Binong, Kec. Kiaracondong, Kota Bandung, Jawa Barat 40275, Binong, Kecamatan Kiaracondong, Kota Bandung, Jawa BaratDapatkan petunjuk",2016,13
toyota rush,172000000,toyota,1.5 TRD Sportivo Bensin,Manual,60.000-65.000,Bensin,"Duren Sawit, Jakarta Timur, Jakarta D.K.I.",2016,13
toyota rush,164000000,toyota,1.5 TRD Sportivo Bensin,Automatic,55.000-60.000,Bensin,"Jatiasih, Bekasi Kota, Jawa Barat",2016,12
toyota rush,184900000,toyota,1.5 TRD Sportivo Bensin,Manual,50.000-55.000,Bensin,"Regol, Bandung Kota, Jawa Barat",2016,11
toyota rush,175000000,toyota,1.5 TRD Sportivo Ultimo Bensin,Manual,40.000-45.000,Bensin,"Karawaci, Tangerang Kota, Banten",2016,9
toyota rush,177000000,toyota,1.5 TRD Sportivo Ultimo Bensin,Automatic,125.000-130.000,Bensin,"Periuk, Tangerang Kota, Banten",2016,26
toyota rush,185000000,toyota,1.5 TRD Sportivo Bensin,Automatic,105.000-110.000,Bensin,"Besuki, Tulungagung Kab., Jawa Timur",2016,22
toyota rush,169000000,toyota,1.5 TRD Sportivo Bensin,Automatic,105.000-110.000,Bensin,"Karawaci, Tangerang Kota, Banten",2016,22
toyota rush,159000000,toyota,1.5 TRD Sportivo Bensin,Automatic,105.000-110.000,Bensin,"Bursa Mobil Summarecon Blok G No 8 & 10 Jl Gading Serpong Boulevard No 3 Pakulonan Barat  Kelapa Dua Tangerang Banten 15810, Pakulonan Barat, Kecamatan Serpong, Kabupaten Tanggerang, BantenDapatkan petunjuk",2016,22
toyota rush,167000000,toyota,1.5 TRD Sportivo Bensin,Manual,100.000-105.000,Bensin,"Sukolilo, Surabaya Kota, Jawa Timur",2016,21
toyota rush,138000000,toyota,1.5 TRD Sportivo Bensin,Automatic,65.000-70.000,Bensin,"Jatinegara, Jakarta Timur, Jakarta D.K.I.",2015,14
toyota rush,170000000,toyota,1.5 TRD Sportivo Bensin,Automatic,60.000-65.000,Bensin,"Pejaten Village Mall P-5, Jl. Warung Jati Barat, RT.1/RW.5, Jati Padang, Kecamatan Pasar Minggu, Jakarta Selatan, DKI JakartaDapatkan petunjuk",2015,13
toyota rush,170000000,toyota,1.5 S Bensin,Manual,60.000-65.000,Bensin,"Pademangan, Jakarta Utara, Jakarta D.K.I.",2015,13
toyota rush,163000000,toyota,1.5 TRD Sportivo Bensin,Manual,60.000-65.000,Bensin,"Tegalrejo, Yogyakarta Kota, Yogyakarta D.I.",2015,13
toyota rush,163000000,toyota,1.5 TRD Sportivo 7 Bensin,Manual,60.000-65.000,Bensin,"Sleman, Sleman Kab., Yogyakarta D.I.",2015,13
toyota rush,138000000,toyota,1.5 G Bensin,Manual,60.000-65.000,Bensin,"Cikarang Barat, Bekasi Kab., Jawa Barat",2015,13
toyota rush,179000000,toyota,1.5 TRD Sportivo Bensin,Automatic,55.000-60.000,Bensin,"Jalan Kabupaten KM 2 no 8, Nusupan, Trihanggo, Gamping, Sleman Regency, Special Region of Yogyakarta 55291, Gamping, Kec. Gamping, Kab. Sleman, D.I YogyakartaDapatkan petunjuk",2015,12
toyota rush,175000000,toyota,1.5 TRD Sportivo Ultimo Bensin,Automatic,50.000-55.000,Bensin,"Balaraja, Tangerang Kab., Banten",2015,11
toyota rush,148000000,toyota,1.5 G Bensin,Automatic,45.000-50.000,Bensin,"Karawaci, Tangerang Kota, Banten",2015,10
toyota rush,177000000,toyota,S TRD Sportivo Luxury,Automatic,40.000-45.000,Bensin,"Pagedangan, Tangerang Kab., Banten",2015,9
toyota rush,175100000,toyota,1.5 S Bensin,Manual,30.000-35.000,Bensin,"Kemayoran, Jakarta Pusat, Jakarta D.K.I.",2015,7
toyota rush,158600000,toyota,1.5 TRD Sportivo Bensin,Manual,15.000-20.000,Bensin,"Bekasi Timur, Bekasi Kota, Jawa Barat",2015,4
toyota rush,152000000,toyota,1.5 TRD Sportivo Bensin,Automatic,125.000-130.000,Bensin,"Jalan Panjang No.168, Kedoya, RT.11/RW.2, Kedaung Kali Angke, 11710, Kedoya, Kecamatan Cengkareng, Kota Jakarta Barat,, DKI JakartaDapatkan petunjuk",2015,26
toyota rush,150000000,toyota,1.5 TRD Sportivo Bensin,Automatic,125.000-130.000,Bensin,"Jalan Panjang No.168, Kedoya, RT.11/RW.2, Kedaung Kali Angke, 11710, Kedoya, Kecamatan Cengkareng, Kota Jakarta Barat,, DKI JakartaDapatkan petunjuk",2015,26
toyota rush,155000000,toyota,1.5 TRD Sportivo Bensin,Automatic,115.000-120.000,Bensin,"Kelapa Dua, Tangerang Kab., Banten",2015,24
toyota rush,146000000,toyota,1.5 TRD Sportivo Bensin,Automatic,115.000-120.000,Bensin,"Jati Sampurna, Bekasi Kota, Jawa Barat",2015,24
toyota rush,162000000,toyota,1.5 TRD Sportivo Bensin,Manual,100.000-105.000,Bensin,"Bursa Mobil Citra Raya Blok F No 3 Citra Raya Kelurahan Cikupa Kecamatan Pasar Kemis Tangerang Banten., Citra Raya, Kecamatan Pasar Kemis, Tanggerang, BantenDapatkan petunjuk",2015,21
toyota innova,460000000,toyota,2.4 Venturer Solar,Automatic,5.000-10.000,Bensin,"Kelapa Dua, Tangerang Kab., Banten",2021,2
toyota innova,430000000,toyota,2.4 V Solar,Automatic Triptonic,5.000-10.000,Diesel,"Gayungan, Surabaya Kota, Jawa Timur",2021,2
toyota innova,368000000,toyota,2.4 G Solar,Automatic,30.000-35.000,Diesel,"Pademangan, Jakarta Utara, Jakarta D.K.I.",2021,7
toyota innova,374999000,toyota,2.4 V Solar,Automatic Triptonic,25.000-30.000,Diesel,"Kebayoran Baru, Jakarta Selatan, Jakarta D.K.I.",2021,6
toyota innova,324000000,toyota,2.0 G Bensin,Automatic,25.000-30.000,Bensin,"Cengkareng, Jakarta Barat, Jakarta D.K.I.",2021,6
toyota innova,415000000,toyota,2.4 V Solar,Automatic,15.000-20.000,Bensin,"Tebet, Jakarta Selatan, Jakarta D.K.I.",2021,4
toyota innova,375000000,toyota,2.4 V Solar,Automatic Triptonic,15.000-20.000,Diesel,"Cengkareng, Jakarta Barat, Jakarta D.K.I.",2021,4
toyota innova,432000000,toyota,2.4 V Solar,Automatic Triptonic,10.000-15.000,Diesel,"Sidoarjo, Sidoarjo  Kab., Jawa Timur",2021,3
toyota innova,365000000,toyota,2.0 V Luxury Bensin,Automatic Triptonic,10.000-15.000,Bensin,"Cilegon, Cilegon Kota, Banten",2021,3
toyota innova,287000000,toyota,2.0 G Bensin,Manual,10.000-15.000,Bensin,"Waru, Sidoarjo  Kab., Jawa Timur",2021,3
toyota innova,388000000,toyota,2.0 V Bensin,Automatic,0-5.000,Bensin,"Dukuh Pakis, Surabaya Kota, Jawa Timur",2021,1
toyota innova,344000000,toyota,2.0 V Bensin,Automatic,60.000-65.000,Bensin,"Citeureup, Bogor Kab., Jawa Barat",2020,13
toyota innova,325000000,toyota,2.0 V Bensin,Automatic,60.000-65.000,Bensin,"Mampang Prapatan, Jakarta Selatan, Jakarta D.K.I.",2020,13
toyota innova,329000000,toyota,2.4 G Solar,Manual,50.000-55.000,Diesel,"Pondok Aren, Tangerang Selatan Kota, Banten",2020,11
toyota innova,368000000,toyota,2.4 G Solar,Automatic Triptonic,45.000-50.000,Bensin,"Kebayoran Baru, Jakarta Selatan, Jakarta D.K.I.",2020,10
toyota innova,348900000,toyota,2.0 V Bensin,Automatic,45.000-50.000,Bensin,"Kramat Jati, Jakarta Timur, Jakarta D.K.I.",2020,10
toyota innova,410000000,toyota,2.4 V Solar,Automatic,35.000-40.000,Diesel,"Wonokromo, Surabaya Kota, Jawa Timur",2020,8
toyota innova,392000000,toyota,2.0 Venturer Bensin,Automatic,20.000-25.000,Bensin,"Pejaten Village Mall P-5, Jl. Warung Jati Barat, RT.1/RW.5, Jati Padang, Kecamatan Pasar Minggu, Jakarta Selatan, DKI JakartaDapatkan petunjuk",2020,5
toyota innova,390000000,toyota,2.4 V Solar,Automatic,20.000-25.000,Diesel,"Tegalrejo, Yogyakarta Kota, Yogyakarta D.I.",2020,5
toyota innova,377000000,toyota,2.4 G Solar,Automatic,20.000-25.000,Diesel,"Sidoarjo, Sidoarjo  Kab., Jawa Timur",2020,5
toyota innova,336000000,toyota,2.0 G Bensin,Automatic,10.000-15.000,Bensin,"Piyungan, Bantul Kab., Yogyakarta D.I.",2020,3
toyota innova,409000000,toyota,2.4 Venturer Solar,Automatic,70.000-75.000,Diesel,"Duren Sawit, Jakarta Timur, Jakarta D.K.I.",2019,15
toyota innova,331000000,toyota,2.4 G Solar,Automatic,60.000-65.000,Diesel,"Duren Sawit, Jakarta Timur, Jakarta D.K.I.",2019,13
toyota innova,410000000,toyota,2.4 Venturer Solar,Automatic,55.000-60.000,Diesel,"Kenjeran, Surabaya Kota, Jawa Timur",2019,12
toyota innova,385000000,toyota,2.4 V Solar,Automatic,55.000-60.000,Diesel,"Kemayoran, Jakarta Pusat, Jakarta D.K.I.",2019,12
toyota innova,330000000,toyota,2.4 G Solar,Automatic,55.000-60.000,Diesel,"Serpong, Tangerang Selatan Kota, Banten",2019,12
toyota innova,320000000,toyota,2.4 G Solar,Manual,45.000-50.000,Diesel,"Blimbing, Malang Kota, Jawa Timur",2019,10
toyota innova,400000000,toyota,2.4 V Solar,Automatic,40.000-45.000,Diesel,"Bella Terra Lifestyle, Jl. Boulevard Raya No.kav 1, Klp. Gading Tim., 14240, Kelapa Gading, Kecamatan Kelapa Gading, Kota Jakarta Utara, DKI JakartaDapatkan petunjuk",2019,9
toyota innova,383000000,toyota,2.4 V Solar,Automatic,40.000-45.000,Diesel,"Kemayoran, Jakarta Pusat, Jakarta D.K.I.",2019,9
toyota innova,365000000,toyota,2.0 Venturer Bensin,Automatic,40.000-45.000,Bensin,"Kelapa Dua, Tangerang Kab., Banten",2019,9
toyota innova,337000000,toyota,2.4 G Solar,Automatic,40.000-45.000,Diesel,"Bekasi Barat, Bekasi Kota, Jawa Barat",2019,9
toyota innova,322000000,toyota,2.4 G Solar,Automatic,40.000-45.000,Diesel,"Pademangan, Jakarta Utara, Jakarta D.K.I.",2019,9
toyota innova,409000000,toyota,2.4 V Solar,Automatic,35.000-40.000,Diesel,"Ruko simpang tiga, Jl gusdur, Blk. D2, Weru, Mojongapit, Kec. Jombang, Kabupaten Jombang, Jawa Timur 61413, Mojongapit, Kec. Jombang, Kec. Jombang, Jawa TimurDapatkan petunjuk",2019,8
toyota innova,285000000,toyota,2.0 G Bensin,Manual,30.000-35.000,Bensin,"Jetis, Yogyakarta Kota, Yogyakarta D.I.",2019,7
toyota innova,388000000,toyota,2.4 V Solar,Automatic,25.000-30.000,Diesel,"Pademangan, Jakarta Utara, Jakarta D.K.I.",2019,6
toyota innova,339000000,toyota,2.0 G Bensin,Manual,25.000-30.000,Diesel,"Duren Sawit, Jakarta Timur, Jakarta D.K.I.",2019,6
toyota innova,338000000,toyota,2.4 V Solar,Manual,20.000-25.000,Diesel,"Ngampilan, Yogyakarta Kota, Yogyakarta D.I.",2019,5
toyota innova,355000000,toyota,2.0 V Bensin,Automatic Triptonic,15.000-20.000,Bensin,"Pamulang, Tangerang Selatan Kota, Banten",2019,4
toyota innova,298000000,toyota,2.0 G Bensin,Automatic,15.000-20.000,Bensin,"Penjaringan, Jakarta Utara, Jakarta D.K.I.",2019,4
toyota innova,310000000,toyota,2.5 G Solar,Automatic,105.000-110.000,Diesel,"Karang Tengah, Tangerang Kota, Banten",2019,22
toyota innova,287000000,toyota,2.0 G Bensin,Manual,10.000-15.000,Bensin,"Gubeng, Surabaya Kota, Jawa Timur",2019,3
toyota innova,287000000,toyota,2.0 E Bensin,Manual,10.000-15.000,Bensin,"Sukolilo, Surabaya Kota, Jawa Timur",2019,3
toyota innova,245000000,toyota,2.0 G Bensin,Manual,0-5.000,Bensin,"Cengkareng, Jakarta Barat, Jakarta D.K.I.",2019,1
toyota innova,325000000,toyota,2.0 Q Venturer Bensin,Automatic,85.000-90.000,Bensin,"Taman Sari, Jakarta Barat, Jakarta D.K.I.",2018,18
toyota innova,319000000,toyota,2.4 G Solar,Automatic,85.000-90.000,Diesel,"JL.Hayam Wuruk no.6, Sawunggaling,kec.Wonokromo,Kota Surabaya, Jawa Timur60242, Sawunggaling, Kec.Wonokromo, Surabaya, Jawa TimurDapatkan petunjuk",2018,18
toyota innova,378000000,toyota,2.4 V Solar,Automatic Triptonic,80.000-85.000,Diesel,"Sukomanunggal, Surabaya Kota, Jawa Timur",2018,17
toyota innova,260000000,toyota,2.0 G Bensin,Automatic,80.000-85.000,Bensin,"Jl Moh Kahfi 1 no 46 cipedak jagakarasa jakarta selatan, Jl Kebagusan Raya no 61 Y Kebagusan Jakarta Selatan, Jagaraksa, Jagaraksa, Jakarta Selatan, DKI JakartaDapatkan petunjuk",2018,17
toyota innova,395000000,toyota,2.4 Venturer Solar,Automatic,70.000-75.000,Diesel,"Serpong Utara, Tangerang Selatan Kota, Banten",2018,15
toyota innova,270000000,toyota,2.0 G Bensin,Automatic,65.000-70.000,Bensin,"Cengkareng, Jakarta Barat, Jakarta D.K.I.",2018,14
toyota innova,350000000,toyota,2.0 Q Bensin,Automatic,60.000-65.000,Bensin,"Jl. Cempaka Putih Tengah II No.16, RT.: 01/RW.: 05, Cempaka Putih Timur, Kecamatan Cempaka Putih, Jakarta Pusat, DKI JakartaDapatkan petunjuk",2018,13
toyota innova,339000000,toyota,2.4 V Solar,Automatic,60.000-65.000,Diesel,"Duren Sawit, Jakarta Timur, Jakarta D.K.I.",2018,13
toyota innova,199000000,toyota,2.0 G Bensin,Automatic,60.000-65.000,Bensin,"Jl Kembangan selatan no 10-11 Kembangan Jakbar, Kembangan, Kembangan, Jakarta Barat, DKI JakartaDapatkan petunjuk",2018,13
toyota innova,389000000,toyota,2.4 Venturer Solar,Automatic,55.000-60.000,Diesel,"Bursa Mobil Bintaro, Jl. Boulevard B7/B1, Bintaro Jaya Sektor 7, blok A19 dan A25, Pd. Jaya, Kecamatan Pd. Aren, Kecamatan Pondok Aren, Tanggerang Selatan, BantenDapatkan petunjuk",2018,12
toyota innova,389000000,toyota,2.4 Q Venturer Solar,Automatic,55.000-60.000,Diesel,"Bursa Mobil Bintaro, Jl. Boulevard B7/B1, Bintaro Jaya Sektor 7, blok A19 dan A25, Pd. Jaya, Kecamatan Pd. Aren, Kecamatan Pondok Aren, Tanggerang Selatan, BantenDapatkan petunjuk",2018,12
toyota innova,365000000,toyota,2.4 V Solar,Automatic,55.000-60.000,Diesel,"Kemayoran, Jakarta Pusat, Jakarta D.K.I.",2018,12
toyota innova,339000000,toyota,2.0 Q Bensin,Automatic,55.000-60.000,Bensin,"Pademangan, Jakarta Utara, Jakarta D.K.I.",2018,12
toyota innova,333000000,toyota,2.4 G Solar,Automatic,55.000-60.000,Diesel,"Carsworld Building, Lengkong Gudang, Serpong, Kecamatan Serpong, BSD, BantenDapatkan petunjuk",2018,12
toyota innova,295000000,toyota,2.0 V Bensin,Automatic,55.000-60.000,Bensin,"Gubeng, Surabaya Kota, Jawa Timur",2018,12
toyota innova,316000000,toyota,2.4 G Solar,Manual,50.000-55.000,Diesel,"Sidoarjo, Sidoarjo  Kab., Jawa Timur",2018,11
toyota innova,309000000,toyota,2.4 G Solar,Automatic,50.000-55.000,Diesel,"Pademangan, Jakarta Utara, Jakarta D.K.I.",2018,11
toyota innova,297000000,toyota,2.0 V Luxury Bensin,Automatic Triptonic,50.000-55.000,Bensin,"Cilandak, Jakarta Selatan, Jakarta D.K.I.",2018,11
toyota innova,265000000,toyota,2.4 V Solar,Automatic Triptonic,50.000-55.000,Diesel,"Cikupa, Tangerang Kab., Banten",2018,11
toyota innova,332000000,toyota,2.4 G Solar,Automatic,45.000-50.000,Diesel,"Sukolilo, Surabaya Kota, Jawa Timur",2018,10
toyota innova,295000000,toyota,2.0 V Luxury Bensin,Automatic Triptonic,45.000-50.000,Bensin,"Wonocolo, Surabaya Kota, Jawa Timur",2018,10
toyota innova,238000000,toyota,2.0 G Bensin,Manual,45.000-50.000,Bensin,"Pademangan, Jakarta Utara, Jakarta D.K.I.",2018,10
toyota innova,343000000,toyota,2.4 G Solar,Automatic,40.000-45.000,Diesel,"Regol, Bandung Kota, Jawa Barat",2018,9
toyota innova,320000000,toyota,2.4 G Solar,Automatic,40.000-45.000,Diesel,"Kemayoran, Jakarta Pusat, Jakarta D.K.I.",2018,9
toyota innova,298000000,toyota,2.4 G Solar,Manual,40.000-45.000,Diesel,"Bekasi Timur, Bekasi Kota, Jawa Barat",2018,9
toyota innova,325000000,toyota,2.0 Venturer Bensin,Automatic,30.000-35.000,Bensin,"Cengkareng, Jakarta Barat, Jakarta D.K.I.",2018,7
toyota innova,325000000,toyota,2.0 Q Bensin,Manual,25.000-30.000,Bensin,"Duren Sawit, Jakarta Timur, Jakarta D.K.I.",2018,6
toyota innova,296000000,toyota,2.0 Bensin,Automatic,20.000-25.000,Bensin,"Pejaten Village Mall P-5, Jl. Warung Jati Barat, RT.1/RW.5, Jati Padang, Kecamatan Pasar Minggu, Jakarta Selatan, DKI JakartaDapatkan petunjuk",2018,5
toyota innova,360000000,toyota,2.4 V Solar,Automatic,15.000-20.000,Diesel,"Cakung, Jakarta Timur, Jakarta D.K.I.",2018,4
toyota innova,269000000,toyota,2.0 G Bensin,Automatic Triptonic,105.000-110.000,Bensin,"Cilandak, Jakarta Selatan, Jakarta D.K.I.",2018,22
