title,price,brand,type,years,milage,location,vehicle_type,url,transmission,fuel
toyota avanza,183000000.0,toyota,avanza,2019.0,50.000-55.000,"Kenjeran, Surabaya Kota, Jawa Timur",car,https://www.olx.co.id/item/toyota-avanza-13-g-facelift-bensin-automaticat-2019-super-istimewa-iid-866991564,Automatic,Bensin
toyota avanza,137500000.0,toyota,avanza,2014.0,85.000-90.000,"Rungkut, Surabaya Kota, Jawa Timur",car,https://www.olx.co.id/item/toyota-avanza-veloz-15-manual-th-2014-istimewa-iid-866981803,Manual,Bensin
E Bensin,140000000.0,,,1.0,,"Rungkut, Surabaya Kota, Jawa Timur",car,https://www.olx.co.id/item/avanza-e-manual-2017-iid-866967300,,
G Bensin,115000000.0,,,1.0,,"Gayungan, Surabaya Kota, Jawa Timur",car,https://www.olx.co.id/item/toyota-avanza-2011-bensin-iid-866965496,,
S Bensin,108000000.0,,,1.0,,"Prajurit Kulon, Mojokerto Kota, Jawa Timur",car,https://www.olx.co.id/item/toyota-avanza-2011-tipe-s-15-hitam-mulus-siap-pakai-milik-pribadi-iid-866963804,,
New Veloz Q CVT Bensin,297000000.0,,,1.0,,"Gayungan, Surabaya Kota, Jawa Timur",car,https://www.olx.co.id/item/toyota-avanza-2022-bensin-iid-866959682,,
G Bensin,121500000.0,,,1.0,,"Slahung, Ponorogo Kab., Jawa Timur",car,https://www.olx.co.id/item/avanza-g-2013-manual-iid-866958569,,
toyota avanza,132000000.0,toyota,avanza,2015.0,120.000-125.000,"JL.Hayam Wuruk no.6, Sawunggaling,kec.Wonokromo,Kota Surabaya, Jawa Timur60242, Sawunggaling, Kec.Wonokromo, Surabaya, Jawa Timur",car,https://www.olx.co.id/item/olx-autos-toyota-avanza-15-veloz-bensin-manual-2015-merah-iid-857057515,Manual,Bensin
toyota avanza,119000000.0,toyota,avanza,2013.0,113599,"JL.Hayam Wuruk no.6, Sawunggaling,kec.Wonokromo,Kota Surabaya, Jawa Timur60242, Sawunggaling, Kec.Wonokromo, Surabaya, Jawa Timur",car,https://www.olx.co.id/item/olx-autos-toyota-avanza-13-e-bensin-automatic-2013-silver-iid-860904165,Otomatis,Bensin
toyota avanza,122000000.0,toyota,avanza,2013.0,135.000-140.000,"JL.Hayam Wuruk no.6, Sawunggaling,kec.Wonokromo,Kota Surabaya, Jawa Timur60242, Sawunggaling, Kec.Wonokromo, Surabaya, Jawa Timur",car,https://www.olx.co.id/item/olx-autos-toyota-avanza-13-g-bensin-automatic-2013-putih-iid-866834873,Automatic,Bensin
toyota avanza,93000000.0,toyota,avanza,2009.0,181284,"Jl. Raya Jemursari No.87, Jemur Wonosari, Kec. Wonocolo, Kota SBY, Jawa Timur 60237, Jemur Wonosari, Kec. Wonocolo, Kota Surabaya, Jawa Timur",car,https://www.olx.co.id/item/olx-autos-toyota-avanza-13-g-bensin-manual-2009-abu-abu-iid-866296290,Manual,Bensin
S Bensin,118000000.0,,,1.0,,"Rungkut, Surabaya Kota, Jawa Timur",car,https://www.olx.co.id/item/avanza-2011-s-matickm-76-rb-asli-pajak-panjangsurabaya-istimewa-iid-866943767,,
toyota avanza,160000000.0,toyota,avanza,2017.0,40.000-45.000,"Wonokromo, Surabaya Kota, Jawa Timur",car,https://www.olx.co.id/item/low-km-40rban-toyota-avanza-2017-g-manual-surabaya-iid-866937640,Manual,Bensin
G Bensin,99000000.0,,,1.0,,"Blimbing, Malang Kota, Jawa Timur",car,https://www.olx.co.id/item/vip-dealer-toyota-avanza-g-13-manual-2008-km-66-ribu-super-istimewa-iid-866038636,,
toyota avanza,128000000.0,toyota,avanza,2013.0,65.000-70.000,"Gubeng, Surabaya Kota, Jawa Timur",car,https://www.olx.co.id/item/toyota-avanza-g-13-tahun-2013-at-iid-866932003,Automatic,Bensin
toyota avanza,122000000.0,toyota,avanza,2013.0,120.000-125.000,"Madiun, Madiun Kab., Jawa Timur",car,https://www.olx.co.id/item/dp-24jt-avanza-g-2013-manual-airbag-iid-866924647,Manual,Bensin
toyota avanza,215500000.0,toyota,avanza,2021.0,10000,"Gedangan, Sidoarjo  Kab., Jawa Timur",car,https://www.olx.co.id/item/toyota-avanza-2021-bensin-iid-866913889,Otomatis,Bensin
toyota avanza,167999000.0,toyota,avanza,2018.0,50000,"Tenggilis Mejoyo, Surabaya Kota, Jawa Timur",car,https://www.olx.co.id/item/toyota-avanza-g-at-matic-2018-nego-kredit-iid-866908427,Otomatis,Bensin
G Bensin,124000000.0,,,1.0,,"Ngawi, Ngawi Kab., Jawa Timur",car,https://www.olx.co.id/item/avanza-g-2012-mt-iid-866903452,,
toyota avanza,288000000.0,toyota,avanza,2022.0,0-5.000,"Jl. Raya Karanglo No.69, Karanglo, Banjararum, Kec. Singosari, Kabupaten Malang, Jawa Timur 65153, Singosari, Malang Kec Singosari, Malang, Jawa Timur",car,https://www.olx.co.id/item/olx-autos-toyota-avanza-15-new-veloz-bensin-manual-2022-putih-iid-866899078,Manual,Bensin
toyota avanza,288000000.0,toyota,avanza,2022.0,0-5.000,"Jl. Raya Karanglo No.69, Karanglo, Banjararum, Kec. Singosari, Kabupaten Malang, Jawa Timur 65153, Singosari, Malang Kec Singosari, Malang, Jawa Timur",car,https://www.olx.co.id/item/olx-autos-toyota-avanza-15-new-veloz-bensin-manual-2022-putih-iid-866898853,Manual,Bensin
toyota avanza,120000000.0,toyota,avanza,2012.0,165.000-170.000,"Tambaksari, Surabaya Kota, Jawa Timur",car,https://www.olx.co.id/item/toyota-avanza-13g-manual-2012-iid-866897778,Manual,Bensin
toyota avanza,288000000.0,toyota,avanza,2022.0,0-5.000,"Jl. Raya Karanglo No.69, Karanglo, Banjararum, Kec. Singosari, Kabupaten Malang, Jawa Timur 65153, Singosari, Malang Kec Singosari, Malang, Jawa Timur",car,https://www.olx.co.id/item/olx-autos-toyota-avanza-15-new-veloz-bensin-manual-2022-putih-iid-866899078,Manual,Bensin
toyota avanza,288000000.0,toyota,avanza,2022.0,0-5.000,"Jl. Raya Karanglo No.69, Karanglo, Banjararum, Kec. Singosari, Kabupaten Malang, Jawa Timur 65153, Singosari, Malang Kec Singosari, Malang, Jawa Timur",car,https://www.olx.co.id/item/olx-autos-toyota-avanza-15-new-veloz-bensin-manual-2022-putih-iid-866898853,Manual,Bensin
toyota avanza,120000000.0,toyota,avanza,2012.0,165.000-170.000,"Tambaksari, Surabaya Kota, Jawa Timur",car,https://www.olx.co.id/item/toyota-avanza-13g-manual-2012-iid-866897778,Manual,Bensin
G Bensin,128000000.0,,,1.0,,"Dringu, Probolinggo Kab., Jawa Timur",car,https://www.olx.co.id/item/avanza-g-2013-mt-iid-866893339,,
toyota avanza,137500000.0,toyota,avanza,2014.0,85.000-90.000,"Rungkut, Surabaya Kota, Jawa Timur",car,https://www.olx.co.id/item/vip-dealer-toyota-avanza-veloz-15-manual-th-2014-pajk-baru-istimewa-iid-866890242,Manual,Bensin
toyota avanza,120000000.0,toyota,avanza,2013.0,115.000-120.000,"Bangorejo, Banyuwangi  Kab., Jawa Timur",car,https://www.olx.co.id/item/toyota-all-new-avanza-13-e-thn-2013-iid-866890025,Manual,Bensin
Veloz Bensin,137000000.0,,,1.0,,"Kebomas, Gresik Kab., Jawa Timur",car,https://www.olx.co.id/item/toyota-avanza-2014-bensin-iid-866883028,,
toyota avanza,125000000.0,toyota,avanza,2014.0,45.000-50.000,"Waru, Sidoarjo  Kab., Jawa Timur",car,https://www.olx.co.id/item/toyota-avanza-13-e-up-g-manual-ertiga-mobilio-2013-original-part-body-iid-866882323,Manual,Bensin
G Bensin,106000000.0,,,1.0,,"Mulyorejo, Surabaya Kota, Jawa Timur",car,https://www.olx.co.id/item/avanza-g-mt-th-2011-iid-865060893,,
toyota avanza,109000000.0,toyota,avanza,2011.0,90000,"Gubeng, Surabaya Kota, Jawa Timur",car,https://www.olx.co.id/item/toyota-avanza-s-at-2011-hitam-siap-pakai-iid-866869855,Otomatis,Bensin
S Bensin,115000000.0,,,1.0,,"Klojen, Malang Kota, Jawa Timur",car,https://www.olx.co.id/item/avanza-s-15-manual-iid-866860661,,
G Bensin,133000000.0,,,1.0,,"Buduran, Sidoarjo  Kab., Jawa Timur",car,https://www.olx.co.id/item/avanza-g-mulus-tahun-2014-pemakaian-2015-iid-866848559,,
G Bensin,169000000.0,,,1.0,,"Gubeng, Surabaya Kota, Jawa Timur",car,https://www.olx.co.id/item/toyota-avanza-13-g-manual-2018-hitam-surabaya-iid-866848396,,
G Luxury Bensin,105000000.0,,,1.0,,"Prambon, Sidoarjo  Kab., Jawa Timur",car,https://www.olx.co.id/item/jual-cepat-avanza-iid-866847084,,
S Bensin,110000000.0,,,1.0,,"Wiyung, Surabaya Kota, Jawa Timur",car,https://www.olx.co.id/item/avanza-s-matic-2011-istimewa-iid-859404609,,
toyota avanza,105000000.0,toyota,avanza,2011.0,45.000-50.000,"Sumber Baru, Jember Kab., Jawa Timur",car,https://www.olx.co.id/item/avanza-2011-tipe-g-rp105-nego-iid-866843559,Manual,Bensin
toyota avanza,300000000.0,toyota,avanza,2021.0,4807,"Waru, Sidoarjo  Kab., Jawa Timur",car,https://www.olx.co.id/item/olx-autos-toyota-avanza-15-new-veloz-q-cvt-bensin-automatic-2021-iid-865371059,Otomatis,Bensin
New Veloz Bensin,205000000.0,,,1.0,,"Muncar, Banyuwangi  Kab., Jawa Timur",car,https://www.olx.co.id/item/dijual-avanza-velos-15-2019-istimewa-iid-866833789,,
S Bensin,98000000.0,,,1.0,,"Gubeng, Surabaya Kota, Jawa Timur",car,https://www.olx.co.id/item/avanza-s-at-2010-kredit-dp-17-juta-iid-866832729,,
Veloz Bensin,225000000.0,,,1.0,,"Dukuh Pakis, Surabaya Kota, Jawa Timur",car,https://www.olx.co.id/item/avanza-15-veloz-manual-2021-iid-866828815,,
toyota avanza,168000000.0,toyota,avanza,2018.0,55.000-60.000,"Wonokromo, Surabaya Kota, Jawa Timur",car,https://www.olx.co.id/item/toyota-avanza-g-new-mt-2018-silver-iid-866822326,Manual,Bensin
toyota avanza,117000000.0,toyota,avanza,2012.0,140000,"Sukun, Malang Kota, Jawa Timur",car,https://www.olx.co.id/item/toyota-avanza-2012-bensin-iid-866820169,Manual,Bensin
toyota sienta,209999999.0,,,2018.0,40.000-45.000,"Gubeng, Surabaya Kota, Jawa Timur",car,https://www.olx.co.id/item/vip-dealer-sienta-q-2018-at-murah-bs-kredit-avanza-veloz-v-2019-iid-866819124,Automatic,Bensin
E Bensin,142500000.0,,,1.0,,"Sanan Kulon, Blitar Kab., Jawa Timur",car,https://www.olx.co.id/item/jual-toyota-avanza-thn-2017-type-e-persis-type-g-iid-866816350,,
toyota avanza,127500000.0,toyota,avanza,2014.0,130.000-135.000,"Bojonegoro, Bojonegoro Kab., Jawa Timur",car,https://www.olx.co.id/item/avanza-g-2014-manual-fullvar-iid-866807330,Manual,Bensin
toyota avanza,99000000.0,toyota,avanza,2010.0,160000,"Ponorogo, Ponorogo Kab., Jawa Timur",car,https://www.olx.co.id/item/toyota-avanza-2010-bensin-iid-863930613,Manual,Bensin
toyota avanza,115000000.0,toyota,avanza,2012.0,90.000-95.000,"Kartoharjo, Madiun Kota, Jawa Timur",car,https://www.olx.co.id/item/avanza-g-vvt-i-2012-iid-866799855,Manual,Bensin
toyota avanza,168000000.0,toyota,avanza,2018.0,55.000-60.000,"Jambangan, Surabaya Kota, Jawa Timur",car,https://www.olx.co.id/item/toyota-avanza-g-13-matic-2018istimewa-iid-866798913,Automatic,Bensin
toyota avanza,300000000.0,toyota,avanza,2021.0,4807,"JL.Hayam Wuruk no.6, Sawunggaling,kec.Wonokromo,Kota Surabaya, Jawa Timur60242, Sawunggaling, Kec.Wonokromo, Surabaya, Jawa Timur",car,https://www.olx.co.id/item/olx-autos-toyota-avanza-15-new-veloz-q-cvt-bensin-automatic-2021-iid-865362772,Otomatis,Bensin
toyota avanza,122000000.0,toyota,avanza,2014.0,110.000-115.000,"JL.Hayam Wuruk no.6, Sawunggaling,kec.Wonokromo,Kota Surabaya, Jawa Timur60242, Sawunggaling, Kec.Wonokromo, Surabaya, Jawa Timur",car,https://www.olx.co.id/item/olx-autos-toyota-avanza-13-g-bensin-manual-2014-silver-iid-866767372,Manual,Bensin
Veloz Bensin,168000000.0,,,1.0,,"Waru, Sidoarjo  Kab., Jawa Timur",car,https://www.olx.co.id/item/avanza-veloz-13-manual-2018-pajak-baru-l-iid-866793042,,
Veloz Bensin,130000000.0,,,1.0,,"Lowokwaru, Malang Kota, Jawa Timur",car,https://www.olx.co.id/item/toyota-avanza-veloz-2011-silver-manual-bensin-low-km-iid-866788622,,
toyota avanza,137500000.0,toyota,avanza,2014.0,85.000-90.000,"Gedangan, Sidoarjo  Kab., Jawa Timur",car,https://www.olx.co.id/item/toyota-avanza-veloz-15-manual-th-2014-istimewa-pajak-baru-iid-866785958,Manual,Bensin
E Bensin,130000000.0,,,1.0,,"Waru, Sidoarjo  Kab., Jawa Timur",car,https://www.olx.co.id/item/toyota-avanza-2016-bensin-iid-866779614,,
G Bensin,170000000.0,,,1.0,,"Lowokwaru, Malang Kota, Jawa Timur",car,https://www.olx.co.id/item/dijual-avanza-th-2017-iid-866775575,,
toyota avanza,151500000.0,toyota,avanza,2018.0,90000,"Gubeng, Surabaya Kota, Jawa Timur",car,https://www.olx.co.id/item/toyota-avanza-e-manual-2018-bensin-iid-866767901,Manual,Bensin
G Bensin,121000000.0,,,1.0,,"Wonocolo, Surabaya Kota, Jawa Timur",car,https://www.olx.co.id/item/all-new-avanza-13-g-automatic-2013-tdp-8jt-pjk-pnjng-iid-865282881,,
G Bensin,135000000.0,,,1.0,,"Sedati, Sidoarjo  Kab., Jawa Timur",car,https://www.olx.co.id/item/toyota-avanza-2014-bensin-iid-866750724,,
G Bensin,130000000.0,,,1.0,,"Tenggilis Mejoyo, Surabaya Kota, Jawa Timur",car,https://www.olx.co.id/item/toyota-avanza-13-g-manual-tahun-2012-antik-istimewa-low-km-iid-866747040,,
S Bensin,95000000.0,,,1.0,,"Pajarakan, Probolinggo Kab., Jawa Timur",car,https://www.olx.co.id/item/avanza-tahun-2007-tipe-s-iid-866746282,,
S Bensin,95000000.0,,,1.0,,"Pajarakan, Probolinggo Kab., Jawa Timur",car,https://www.olx.co.id/item/avanza-tahun-2007-tipe-s-iid-866746282,,
toyota avanza,135000000.0,toyota,avanza,2017.0,110.000-115.000,"Lakarsantri, Surabaya Kota, Jawa Timur",car,https://www.olx.co.id/item/avanza-e-manual-mt-2017-dp-21jt-kondisi-istimewa-pajak-panjang-iid-866745796,Manual,Bensin
New Veloz Q CVT TSS Bensin,275000000.0,,,1.0,,"Lamongan, Lamongan  Kab., Jawa Timur",car,https://www.olx.co.id/item/toyota-all-new-avanza-veloz-q-tss-matic-seperti-baru-iid-866744624,,
E Bensin,117000000.0,,,1.0,,"Madiun, Madiun Kab., Jawa Timur",car,https://www.olx.co.id/item/avanza-e-2014-manual-asli-ae-iid-866743690,,
E Bensin,155000000.0,,,1.0,,"Candi, Sidoarjo  Kab., Jawa Timur",car,https://www.olx.co.id/item/toyota-avanza-pmk-2019-iid-866738909,,
G Bensin,138500000.0,,,1.0,,"Lowokwaru, Malang Kota, Jawa Timur",car,https://www.olx.co.id/item/avanza-2015-g-mt-pajak-baru-siap-pakai-iid-862909236,,
G Bensin,110000000.0,,,1.0,,"Driyorejo, Gresik Kab., Jawa Timur",car,https://www.olx.co.id/item/toyota-new-avanza-15g-iid-866733686,,
G Bensin,187000000.0,,,1.0,,"Kediri Kota, Kediri Kota, Jawa Timur",car,https://www.olx.co.id/item/new-avanza-g-mt-2019-dubil-low-km-istimewa-full-ori-cash-kredit-iid-866730950,,
G Bensin,238000000.0,,,1.0,,"Gubeng, Surabaya Kota, Jawa Timur",car,https://www.olx.co.id/item/like-new-avanza-2021-g-15-new-model-manual-avanza-veloz-avansa-iid-866730798,,
toyota avanza,185000000.0,toyota,avanza,2021.0,50000,"Mulyorejo, Surabaya Kota, Jawa Timur",car,https://www.olx.co.id/item/toyota-avanza-2021-bensin-iid-866729822,Otomatis,Bensin
toyota avanza,110000000.0,toyota,avanza,2011.0,60.000-65.000,"Wonokromo, Surabaya Kota, Jawa Timur",car,https://www.olx.co.id/item/toyota-avanza-tipe-g-manual-2011-silver-tangan-1-antiksiap-pakai-iid-866249613,Manual,Bensin
toyota avanza,198000000.0,toyota,avanza,2019.0,30000,"Waru, Sidoarjo  Kab., Jawa Timur",car,https://www.olx.co.id/item/toyota-avanza-2019-bensin-iid-866722402,Manual,Bensin
G Basic,193000000.0,,,,,"Gresik, Gresik Kab., Jawa Timur",car,https://www.olx.co.id/item/toyota-grand-avanza-2019-at-kondisi-istimewah-iid-866712920,,
E Bensin,129000000.0,,,1.0,,"Sawahan, Surabaya Kota, Jawa Timur",car,https://www.olx.co.id/item/toyota-avanza-13e-bensin-dual-vvit-tahun-2016-iid-866707279,,
G Bensin,192500000.0,,,1.0,,"Gubeng, Surabaya Kota, Jawa Timur",car,https://www.olx.co.id/item/toyota-avanza-13-g-matic-2019-surabaya-iid-866704982,,
G Bensin,109000000.0,,,1.0,,"Tenggilis Mejoyo, Surabaya Kota, Jawa Timur",car,https://www.olx.co.id/item/toyota-avanza-2010-bensin-istimewa-pemakaian-pribadi-iid-866702950,,
G Bensin,125000000.0,,,1.0,,"Nganjuk, Nganjuk Kab., Jawa Timur",car,https://www.olx.co.id/item/avanza-all-new-2012-g-murah-bu-iid-866699801,,
toyota avanza,111999999.0,toyota,avanza,2011.0,90.000-95.000,"Gubeng, Surabaya Kota, Jawa Timur",car,https://www.olx.co.id/item/avanza-g-13-2011-manual-low-km-plat-w-sidoarjo-iid-866696256,Manual,Bensin
toyota avanza,135000000.0,toyota,avanza,2014.0,95.000-100.000,"Sidoarjo, Sidoarjo  Kab., Jawa Timur",car,https://www.olx.co.id/item/tdp-15jt-mobil88jemursari-avanza-g-13-manual-2014-iid-866687325,Manual,Bensin
G Bensin,168000000.0,,,1.0,,"Rungkut, Surabaya Kota, Jawa Timur",car,https://www.olx.co.id/item/toyota-avanza-13-g-matic-2018-iid-866684582,,
toyota avanza,111999999.0,toyota,avanza,2011.0,90.000-95.000,"Gubeng, Surabaya Kota, Jawa Timur",car,https://www.olx.co.id/item/avanza-g-13-2011-manual-low-km-plat-w-sidoarjo-iid-866696256,Manual,Bensin
toyota avanza,135000000.0,toyota,avanza,2014.0,95.000-100.000,"Sidoarjo, Sidoarjo  Kab., Jawa Timur",car,https://www.olx.co.id/item/tdp-15jt-mobil88jemursari-avanza-g-13-manual-2014-iid-866687325,Manual,Bensin
G Bensin,168000000.0,,,1.0,,"Rungkut, Surabaya Kota, Jawa Timur",car,https://www.olx.co.id/item/toyota-avanza-13-g-matic-2018-iid-866684582,,
toyota avanza,136000000.0,toyota,avanza,2014.0,60.000-65.000,"Gubeng, Surabaya Kota, Jawa Timur",car,https://www.olx.co.id/item/avanza-g-13-cc-2014-manual-iid-866671191,Manual,Bensin
Toyota Avanza   G AT Emas kondisi ISTIMEWA,115000000.0,,,2011.0,,,car,https://www.olx.co.id/item/toyota-avanza-2017-bensin-iid-866662367,,
toyota avanza,116500000.0,toyota,avanza,2013.0,0-5.000,"Krembangan, Surabaya Kota, Jawa Timur",car,https://www.olx.co.id/item/toyota-avanza-e-2013-automatic-iid-866658788,Automatic,Bensin
toyota avanza,198000000.0,toyota,avanza,2019.0,25.000-30.000,"Gresik, Gresik Kab., Jawa Timur",car,https://www.olx.co.id/item/toyota-new-avanza-veloz-2019-hitam-15-automatic-surabaya-iid-866656346,Automatic,Bensin
toyota avanza,168000000.0,toyota,avanza,2018.0,50.000-55.000,"Gubeng, Surabaya Kota, Jawa Timur",car,https://www.olx.co.id/item/toyota-grand-avanza-g-matic-2018-grey-tgn-1-km-55rb-recordbs-kredit-iid-866654804,Automatic,Bensin
G Bensin,174999999.0,,,1.0,,"Gubeng, Surabaya Kota, Jawa Timur",car,https://www.olx.co.id/item/toyota-avanza-g-2018-matic-km-50-rb-istimewa-iid-866651727,,
Veloz Bensin,210000000.0,,,1.0,,"Porong, Sidoarjo  Kab., Jawa Timur",car,https://www.olx.co.id/item/toyota-avanza-2021-bensin-iid-866641702,,
toyota avanza,128750000.0,toyota,avanza,2014.0,30.000-35.000,"Semampir, Surabaya Kota, Jawa Timur",car,https://www.olx.co.id/item/avanza-g-atbarang-masih-bagus-iid-866634565,Automatic,Bensin
G Bensin,178000000.0,,,1.0,,"Madiun, Madiun Kab., Jawa Timur",car,https://www.olx.co.id/item/toyota-grand-avanza-g-13-manual-2019-iid-857992362,,
toyota avanza,155000000.0,toyota,avanza,2016.0,30.000-35.000,"Sukolilo, Surabaya Kota, Jawa Timur",car,https://www.olx.co.id/item/toyota-avanza-g-13-th-2016-manual-iid-866629750,Manual,Bensin
G Bensin,123400000.0,,,1.0,,"Wlingi, Blitar Kab., Jawa Timur",car,https://www.olx.co.id/item/avanza-g-2014-hitam-manual-ag-blitar-iid-866618712,,
New Veloz Bensin,230000000.0,,,1.0,,"Rungkut, Surabaya Kota, Jawa Timur",car,https://www.olx.co.id/item/toyota-grand-new-avanza-veloz-15-at-2021-odo-3rb-warna-hitam-no-pr-iid-866618460,,
toyota avanza,225000000.0,toyota,avanza,2021.0,0-5.000,"Waru, Sidoarjo  Kab., Jawa Timur",car,https://www.olx.co.id/item/toyota-grand-new-avanza-15-veloz-manual-2021-iid-866615686,Manual,Bensin
toyota avanza,148000000.0,toyota,avanza,2017.0,90.000-95.000,"Waru, Sidoarjo  Kab., Jawa Timur",car,https://www.olx.co.id/item/toyota-grand-avanza-13-e-matic-2017-iid-866615482,Automatic,Bensin
toyota avanza,105000000.0,toyota,avanza,2010.0,125.000-130.000,"Rungkut, Surabaya Kota, Jawa Timur",car,https://www.olx.co.id/item/toyota-avanza-e-13-mt-2010-silver-l-sby-jawa-timur-iid-866613560,Manual,Bensin
E Bensin,128500000.0,,,1.0,,"Wonokromo, Surabaya Kota, Jawa Timur",car,https://www.olx.co.id/item/toyota-avanza-silver-e-mt-2014-pajak-hidup-bulan-12-iid-866613415,,
Veloz Bensin,225000000.0,,,1.0,,"Bubutan, Surabaya Kota, Jawa Timur",car,https://www.olx.co.id/item/toyota-new-avanza-veloz-15-manual-silver-2021-km-3rb-iid-866612122,,
E Bensin,128500000.0,,,1.0,,"Wonokromo, Surabaya Kota, Jawa Timur",car,https://www.olx.co.id/item/toyota-avanza-silver-e-mt-2014-pajak-hidup-bulan-12-iid-866613415,,
Veloz Bensin,225000000.0,,,1.0,,"Bubutan, Surabaya Kota, Jawa Timur",car,https://www.olx.co.id/item/toyota-new-avanza-veloz-15-manual-silver-2021-km-3rb-iid-866612122,,
toyota avanza,155000000.0,toyota,avanza,2016.0,25.000-30.000,"Rungkut, Surabaya Kota, Jawa Timur",car,https://www.olx.co.id/item/toyota-avanza-13-g-mt-2016-pth-w-gresik-jawa-timur-iid-866611118,Manual,Bensin
E Bensin,105000000.0,,,1.0,,"Candi, Sidoarjo  Kab., Jawa Timur",car,https://www.olx.co.id/item/toyota-avanza-13-e-mt-2010-silver-l-sby-jawa-timur-iid-866609839,,
G Bensin,155000000.0,,,1.0,,"Candi, Sidoarjo  Kab., Jawa Timur",car,https://www.olx.co.id/item/toyota-avanza-13-g-mt-2016-pth-w-gresik-jawa-timur-iid-866608635,,
New Veloz Bensin,167000000.0,,,1.0,,"Klojen, Malang Kota, Jawa Timur",car,https://www.olx.co.id/item/avanza-veloz-15-matic-2016-low-km-57-rb-iid-866607795,,
Veloz Bensin,132500000.0,,,1.0,,"Gubeng, Surabaya Kota, Jawa Timur",car,https://www.olx.co.id/item/toyota-avanza-15-veloz-2012-manual-surabaya-iid-866606812,,
E Bensin,105000000.0,,,1.0,,"Magersari, Mojokerto Kota, Jawa Timur",car,https://www.olx.co.id/item/toyota-avanza-e-13-mt-2010-silver-l-sby-jawa-timur-iid-866603871,,
G Bensin,155000000.0,,,1.0,,"Magersari, Mojokerto Kota, Jawa Timur",car,https://www.olx.co.id/item/toyota-avanza-13-g-mt-2016-pth-w-gresik-jawa-timur-iid-866601442,,
toyota avanza,105000000.0,toyota,avanza,2010.0,150.000-155.000,"Gubeng, Surabaya Kota, Jawa Timur",car,https://www.olx.co.id/item/toyota-avanza-13-e-mt-2010-silver-l-sby-jawa-timur-iid-866595300,Manual,Bensin
E Bensin,114000000.0,,,1.0,,"Tuban, Tuban Kab., Jawa Timur",car,https://www.olx.co.id/item/avanza-2014-manual-istimewa-iid-866589716,,
G Luxury Bensin,200000000.0,,,1.0,,"Sawahan, Surabaya Kota, Jawa Timur",car,https://www.olx.co.id/item/avanza-g-2021-like-new-iid-866587278,,
S Bensin,105000009.0,,,1.0,,"Dukuh Pakis, Surabaya Kota, Jawa Timur",car,https://www.olx.co.id/item/toyota-avanza-s-15-matic-2010-terawat-iid-866565862,,
G Bensin,125000000.0,,,1.0,,"Kaliwates, Jember Kab., Jawa Timur",car,https://www.olx.co.id/item/mencari-pecinta-avanza-warna-langka-iid-866559184,,
G Bensin,157000000.0,,,1.0,,"Gubeng, Surabaya Kota, Jawa Timur",car,https://www.olx.co.id/item/toyota-avanza-2017-bensin-iid-866558489,,
toyota avanza,142000000.0,toyota,avanza,2017.0,140000,"Gedangan, Sidoarjo  Kab., Jawa Timur",car,https://www.olx.co.id/item/toyota-avanza-2017-bensin-iid-866554488,Manual,Bensin
toyota avanza,131000000.0,toyota,avanza,2013.0,120000,"Kartoharjo, Madiun Kota, Jawa Timur",car,https://www.olx.co.id/item/toyota-avanza-2013-bensin-iid-866546437,Manual,Bensin
G Bensin,125000000.0,,,1.0,,"Ngariboyo, Magetan Kab., Jawa Timur",car,https://www.olx.co.id/item/dijual-avanza-kondisi-bagus-iid-866535352,,
toyota avanza,93500000.0,toyota,avanza,2010.0,125.000-130.000,"Semampir, Surabaya Kota, Jawa Timur",car,https://www.olx.co.id/item/avanza-e-manual-iid-866535243,Manual,Bensin
toyota avanza,105000000.0,toyota,avanza,2011.0,10.000-15.000,"Wonokromo, Surabaya Kota, Jawa Timur",car,https://www.olx.co.id/item/avanza-g-2011-manual-istimewa-iid-866534761,Manual,Bensin
G Bensin,192500000.0,,,1.0,,"Gubeng, Surabaya Kota, Jawa Timur",car,https://www.olx.co.id/item/toyota-new-avanza-g-13-facelift-matic-hitam-2019-iid-866515458,,
E Bensin,114000000.0,,,1.0,,"Kapas, Bojonegoro Kab., Jawa Timur",car,https://www.olx.co.id/item/di-jual-cepat-toyota-avanza-2011-type-e-atas-nama-sendiri-plat-s-bjn-iid-866509346,,
toyota avanza,155000000.0,toyota,avanza,2016.0,25.000-30.000,"Gubeng, Surabaya Kota, Jawa Timur",car,https://www.olx.co.id/item/toyota-avanza-13-g-mt-2016-pth-w-gresik-jawa-timur-iid-866500497,Manual,Bensin
toyota avanza,155000000.0,toyota,avanza,2016.0,30.000-35.000,"Benowo, Surabaya Kota, Jawa Timur",car,https://www.olx.co.id/item/toyota-avanza-13-g-bensin-manual-2016-pth-w-gersik-jawa-timur-iid-866500183,Manual,Bensin
E Bensin,115000000.0,,,1.0,,"Singosari, Malang Kab., Jawa Timur",car,https://www.olx.co.id/item/avanza-e-2014-airbag-mt-iid-866498931,,
G Bensin,202000000.0,,,1.0,,"Wonokromo, Surabaya Kota, Jawa Timur",car,https://www.olx.co.id/item/toyota-avanza-13-g-facelift-2020-matic-iid-866491602,,
E Bensin,146000000.0,,,1.0,,"Driyorejo, Gresik Kab., Jawa Timur",car,https://www.olx.co.id/item/avanza-e-at-2018-mulus-iid-866483571,,
G Bensin,160000000.0,,,1.0,,"Tenggilis Mejoyo, Surabaya Kota, Jawa Timur",car,https://www.olx.co.id/item/toyota-avanza-2017-bensin-iid-866478106,,
