title,price,brand,type,years,milage,location,vehicle_type,url,transmission,fuel
toyota avanza,140000000.0,toyota,avanza,2017.0,45.000-50.000,"Ocean Park BSD City Unit K16 - K18, Jl. Pahlawan Seribu, Lengkong Gudang, Kecamatan Serpong, Tanggerang Selatan, Banten",car,https://www.olx.co.id/item/olx-autos-toyota-avanza-2017-13-e-bensin-at-silver-power-auto-iid-866991714,Automatic,Bensin
toyota avanza,101000000.0,toyota,avanza,2011.0,152904,"Pejaten Village Mall P-5, Jl. Warung Jati Barat, RT.1/RW.5, Jati Padang, Kecamatan Pasar Minggu, Jakarta Selatan, DKI Jakarta",car,https://www.olx.co.id/item/olx-autos-toyota-avanza-13-g-bensin-mt-2011-iid-865348504,Manual,Bensin
toyota avanza,252000000.0,toyota,avanza,2022.0,0-5.000,"Cempaka Putih, Jakarta Pusat, Jakarta D.K.I.",car,https://www.olx.co.id/item/mobil-baru-toyota-avanza-veloz-15-tdp-20jt-an-angsuran-5jt-an-iid-865802601,Manual,Bensin
toyota avanza,153000000.0,toyota,avanza,2017.0,31772,"Jl. Joglo Raya No.28, RT.10/RW.3, Joglo, Kecamatan Kembangan, Jakarta Barat, DKI Jakarta",car,https://www.olx.co.id/item/km-rendah-toyota-avanza-2017-13-g-mt-hitam-tokomobil-iid-865113405,Manual,Bensin
toyota avanza,139000000.0,toyota,avanza,2017.0,90.000-95.000,"Carsworld Building, Lengkong Gudang, Serpong, Kecamatan Serpong, Carsworld Building, BSD, Banten",car,https://www.olx.co.id/item/olx-autos-toyota-avanza-13-g-bensin-mt-2017-abu-abu-iid-867026190,Manual,Bensin
toyota avanza,140000000.0,toyota,avanza,2017.0,85.000-90.000,"Jl. Kosambi Dalam No.48, RT.1/RW.2, Jatipulo, 11430, Palmerah, Kecamatan Palmerah, Jakarta Barat, DKI Jakarta",car,https://www.olx.co.id/item/olx-autos-toyota-avanza-2017-13-g-mt-bensin-merah-arjuna-tomang-iid-866062802,Manual,Bensin
toyota avanza,165000000.0,toyota,avanza,2016.0,75.000-80.000,"Pademangan, Jakarta Utara, Jakarta D.K.I.",car,https://www.olx.co.id/item/toyota-avanza-veloz-15-at-matic-2016-siap-pakai-iid-867442995,Automatic,Bensin
toyota avanza,114000000.0,toyota,avanza,2012.0,135.000-140.000,"Pejaten Village Mall P-5, Jl. Warung Jati Barat, RT.1/RW.5, Jati Padang, Kecamatan Pasar Minggu, Jakarta Selatan, DKI Jakarta",car,https://www.olx.co.id/item/olx-autos-toyota-avanza-13-g-bensin-at-2012-iid-866061568,Automatic,Bensin
Veloz Bensin,110000000.0,,,1.0,,"Grogol Petamburan, Jakarta Barat, Jakarta D.K.I.",car,https://www.olx.co.id/item/toyota-avanza-2013-bensin-iid-867442571,,
toyota avanza,125000000.0,toyota,avanza,2012.0,50.000-55.000,"Menteng, Jakarta Pusat, Jakarta D.K.I.",car,https://www.olx.co.id/item/olx-autos-toyota-avanza-15-veloz-mt-2012-hitam-iid-867021162,Manual,Diesel
toyota avanza,145000000.0,toyota,avanza,2018.0,60.000-65.000,"Menteng, Jakarta Pusat, Jakarta D.K.I.",car,https://www.olx.co.id/item/olx-autos-toyota-avanza-13-e-mt-2018-hitam-iid-867022158,Manual,Bensin
toyota avanza,120000000.0,toyota,avanza,2012.0,145.000-150.000,"Cempaka Putih, Jakarta Pusat, Jakarta D.K.I.",car,https://www.olx.co.id/item/olx-autos-toyota-avanza-15-veloz-at-2012-putih-iid-867022825,Automatic,Bensin
toyota avanza,143000000.0,toyota,avanza,2015.0,60.000-65.000,"Tanah Abang, Jakarta Pusat, Jakarta D.K.I.",car,https://www.olx.co.id/item/olx-autos-toyota-avanza-15-veloz-bensin-at-2015-hitam-iid-867282263,Automatic,Bensin
toyota avanza,327500000.0,toyota,avanza,2022.0,0-5.000,"Duren Sawit, Jakarta Timur, Jakarta D.K.I.",car,https://www.olx.co.id/item/toyota-avanza-veloz-q-tss-at-2022-dp-cicilan-oklok-jagakarsa-jaksel-iid-865510222,Automatic,Bensin
toyota avanza,327500000.0,toyota,avanza,2022.0,0-5.000,"Kemayoran, Jakarta Pusat, Jakarta D.K.I.",car,https://www.olx.co.id/item/toyota-avanza-veloz-q-tss-atdp-cicilan-murahlok-jagakarsa-jaksel-iid-865510114,Automatic,Bensin
toyota avanza,327500000.0,toyota,avanza,2022.0,0-5.000,"Cengkareng, Jakarta Barat, Jakarta D.K.I.",car,https://www.olx.co.id/item/toyota-avanza-veloz-q-tss-at-2022-atdp-cicilan-oklok-jagakarsa-jasel-iid-865510024,Automatic,Bensin
toyota avanza,150000000.0,toyota,avanza,2018.0,80.000-85.000,"Jl. Kosambi Dalam No.48, RT.1/RW.2, Jatipulo, 11430, Palmerah, Kecamatan Palmerah, Jakarta Barat, DKI Jakarta",car,https://www.olx.co.id/item/olx-autos-toyota-avanza-2018-13-g-at-bensin-hitam-arjuna-tomang-iid-866241039,Automatic,Bensin
toyota avanza,327500000.0,toyota,avanza,2022.0,0-5.000,"Jagakarsa, Jakarta Selatan, Jakarta D.K.I.",car,https://www.olx.co.id/item/toyota-avanza-veloz-q-tss-2022-atdp-cicilan-murahlok-jagakarsa-js-iid-865509914,Automatic,Bensin
toyota avanza,140000000.0,toyota,avanza,2017.0,85.000-90.000,"Jl. Kosambi Dalam No.48, RT.1/RW.2, Jatipulo, 11430, Palmerah, Kecamatan Palmerah, Jakarta Barat, DKI Jakarta",car,https://www.olx.co.id/item/olxautos-toyota-avanza-2017-13-g-mt-bensin-merah-arjuna-tomang-iid-866043509,Manual,Bensin
toyota avanza,119000000.0,toyota,avanza,2012.0,80.000-85.000,"Pejaten Village Mall P-5, Jl. Warung Jati Barat, RT.1/RW.5, Jati Padang, Kecamatan Pasar Minggu, Jakarta Selatan, DKI Jakarta",car,https://www.olx.co.id/item/olx-autos-toyota-avanza-13-g-bensin-mt-2012-iid-866474689,Manual,Bensin
toyota avanza,139000000.0,toyota,avanza,2017.0,90.000-95.000,"Carsworld Building, Lengkong Gudang, Serpong, Kecamatan Serpong, BSD, Banten",car,https://www.olx.co.id/item/olx-autos-toyota-avanza-13-g-bensin-mt-2017-abu-abu-iid-867017461,Manual,Bensin
toyota avanza,145000000.0,toyota,avanza,2018.0,60.000-65.000,"Jl. Raden Saleh No.25, RT.5/RW.1, Meruya Utara, Kecamatan Kembangan, Jakarta Barat, DKI Jakarta",car,https://www.olx.co.id/item/olxautos-toyota-avanza-13-e-mt-2018-hitam-iid-867020111,Manual,Bensin
toyota avanza,160000000.0,toyota,avanza,2017.0,35.000-40.000,"Jl Cempaka Putih Tengah II No 16 Cempaka Putih, Cempaka Putih, Kecamatan Cempaka Putih, Jakarta Pusat, DKI Jakarta",car,https://www.olx.co.id/item/olx-autos-toyota-avanza-13-g-bensin-at-2017-silver-iid-866876155,Automatic,Bensin
toyota avanza,148000000.0,toyota,avanza,2016.0,45.000-50.000,"Pademangan, Jakarta Utara, Jakarta D.K.I.",car,https://www.olx.co.id/item/toyota-avanza-veloz-15-at-2016-km50rb-fulloriginal-sepertibaru-istw-iid-866800386,Automatic,Bensin
toyota avanza,119000000.0,toyota,avanza,2012.0,80.000-85.000,"Pejaten Village Mall P-5, Jl. Warung Jati Barat, RT.1/RW.5, Jati Padang, Kecamatan Pasar Minggu, Jakarta Selatan, DKI Jakarta",car,https://www.olx.co.id/item/olx-autos-toyota-avanza-13-g-bensin-mt-2012-iid-866474689,Manual,Bensin
toyota avanza,150000000.0,toyota,avanza,2018.0,80.000-85.000,"Jl. Kosambi Dalam No.48, RT.1/RW.2, Jatipulo, 11430, Palmerah, Kecamatan Palmerah, Jakarta Barat, DKI Jakarta",car,https://www.olx.co.id/item/olxautos-toyota-avanza-2018-13-g-at-bensin-hitam-arjuna-tomang-iid-866240863,Automatic,Bensin
G Bensin,140000000.0,,,1.0,,"Pademangan, Jakarta Utara, Jakarta D.K.I.",car,https://www.olx.co.id/item/vip-dealer-toyota-avanza-g-automatic-2015-iid-866598138,,
toyota avanza,140000000.0,toyota,avanza,2017.0,10.000-15.000,"Kebon Jeruk, Jakarta Barat, Jakarta D.K.I.",car,https://www.olx.co.id/item/avanza-e-at-2017-iid-867439806,Automatic,Bensin
Veloz Bensin,137000000.0,,,1.0,,"Kebayoran Lama, Jakarta Selatan, Jakarta D.K.I.",car,https://www.olx.co.id/item/toyota-avanza-2012-bensin-iid-867439545,,
E Bensin,124000000.0,,,1.0,,"Kalideres, Jakarta Barat, Jakarta D.K.I.",car,https://www.olx.co.id/item/avanza-13-type-e-merah-at-2017-barong-iid-867439186,,
G Bensin,122000000.0,,,1.0,,"Tanjung Priok, Jakarta Utara, Jakarta D.K.I.",car,https://www.olx.co.id/item/avanza-tipe-g-manual-iid-867439011,,
G Bensin,123000000.0,,,1.0,,"Cakung, Jakarta Timur, Jakarta D.K.I.",car,https://www.olx.co.id/item/dijual-toyota-avanza-g-13-bensin-manual-2012-iid-867438934,,
G Bensin,96500000.0,,,1.0,,"Kelapa Gading, Jakarta Utara, Jakarta D.K.I.",car,https://www.olx.co.id/item/avanza-tipe-g-13-at-2011-iid-867438532,,
toyota avanza,129000000.0,toyota,avanza,2015.0,128266,"Pejaten Village Mall P-5, Jl. Warung Jati Barat, RT.1/RW.5, Jati Padang, Kecamatan Pasar Minggu, Jakarta Selatan, DKI Jakarta",car,https://www.olx.co.id/item/olx-autos-toyota-avanza-13-g-bensin-mt-2015-iid-864574702,Manual,Bensin
toyota avanza,130000000.0,toyota,avanza,2015.0,120.000-125.000,"Pejaten Village Mall P-5, Jl. Warung Jati Barat, RT.1/RW.5, Jati Padang, Kecamatan Pasar Minggu, Jakarta Selatan, DKI Jakarta",car,https://www.olx.co.id/item/olx-autos-toyota-avanza-13-g-bensin-at-2015-iid-865951422,Automatic,Bensin
toyota avanza,114000000.0,toyota,avanza,2012.0,135.000-140.000,"Pejaten Village Mall P-5, Jl. Warung Jati Barat, RT.1/RW.5, Jati Padang, Kecamatan Pasar Minggu, Jakarta Selatan, DKI Jakarta",car,https://www.olx.co.id/item/olx-autos-toyota-avanza-13-g-bensin-at-2012-iid-866055861,Automatic,Bensin
toyota avanza,118000000.0,toyota,avanza,2015.0,150.000-155.000,"Kelapa Gading, Jakarta Utara, Jakarta D.K.I.",car,https://www.olx.co.id/item/olx-autos-toyota-avanza-13-g-2015-mt-bensin-silver-suryaabadimoto-iid-865404141,Manual,Bensin
New Veloz Bensin,125000000.0,,,1.0,,"Tanjung Priok, Jakarta Utara, Jakarta D.K.I.",car,https://www.olx.co.id/item/dijual-cepat-toyota-avanza-veloz-iid-865659188,,
E Bensin,135000000.0,,,1.0,,"Pesanggrahan, Jakarta Selatan, Jakarta D.K.I.",car,https://www.olx.co.id/item/toyota-avanza-e-13-manual-th-2017-iid-867435194,,
toyota avanza,150000000.0,toyota,avanza,2016.0,60.000-65.000,"Pademangan, Jakarta Utara, Jakarta D.K.I.",car,https://www.olx.co.id/item/toyota-avanza-13-g-at-matic-2016-km-65rb-ori-siap-pakai-iid-867431786,Automatic,Bensin
toyota avanza,114000000.0,toyota,avanza,2012.0,135.000-140.000,"Pejaten Village Mall P-5, Jl. Warung Jati Barat, RT.1/RW.5, Jati Padang, Kecamatan Pasar Minggu, Jakarta Selatan, DKI Jakarta",car,https://www.olx.co.id/item/olx-autos-toyota-avanza-13-g-bensin-at-2012-iid-866056353,Automatic,Bensin
toyota avanza,118000000.0,toyota,avanza,2014.0,110.000-115.000,"Pejaten Village Mall P-5, Jl. Warung Jati Barat, RT.1/RW.5, Jati Padang, Kecamatan Pasar Minggu, Jakarta Selatan, DKI Jakarta",car,https://www.olx.co.id/item/olx-autos-toyota-avanza-13-e-bensin-mt-2014-iid-864369512,Manual,Bensin
toyota avanza,128000000.0,toyota,avanza,2014.0,155.000-160.000,"Jl Siliwangi No 66 Empang Bogor Selatan, Bogor Jawa Barat, RT 01/ RW 02, Nagrak, Kec. Sukaraja, Kota Bogor, Jawa Barat, 16132, Nagrak, Kec. Sukaraja, Bogor, Jawa Barat",car,https://www.olx.co.id/item/olx-autostoyota-avanza-13-g-bensin-iid-862126255,Automatic,Bensin
toyota avanza,107000000.0,toyota,avanza,2010.0,145.000-150.000,"Jl Cempaka Putih Tengah II No 16 Cempaka Putih, Cempaka Putih, Kecamatan Cempaka Putih, Jakarta Pusat, DKI Jakarta",car,https://www.olx.co.id/item/olx-autos-toyota-avanza-15-s-bensin-at-2010-silver-iid-866876160,Automatic,Bensin
toyota avanza,145000000.0,toyota,avanza,2014.0,10.000-15.000,"Cilandak, Jakarta Selatan, Jakarta D.K.I.",car,https://www.olx.co.id/item/tdp15jtkm-11rb-antik-orisinil-toyota-avanza-veloz-luxury-2014-silver-iid-867429875,Manual,Bensin
toyota avanza,270000000.0,toyota,avanza,2022.0,2254,"Cilandak, Jakarta Selatan, Jakarta D.K.I.",car,https://www.olx.co.id/item/olx-autos-toyota-avanza-15-new-veloz-q-cvt-bensin-at-2022-putih-iid-862208905,Otomatis,Bensin
toyota avanza,156000000.0,toyota,avanza,2016.0,76289,"Jl. Cempaka Putih Tengah II No.16, RT.: 01/RW.: 05, Cempaka Putih Timur, Kecamatan Cempaka Putih, Jakarta Pusat, DKI Jakarta",car,https://www.olx.co.id/item/olx-autos-toyota-avanza-13-g-bensin-mt-2016-hitam-iid-863253961,Manual,Bensin
toyota avanza,154000000.0,toyota,avanza,2015.0,57641,"Jl. Cempaka Putih Tengah II No.16, RT.: 01/RW.: 05, Cempaka Putih Timur, Kecamatan Cempaka Putih, Jakarta Pusat, DKI Jakarta",car,https://www.olx.co.id/item/olx-autos-toyota-avanza-13-veloz-bensin-mt-2015-merah-iid-863291577,Manual,Bensin
toyota avanza,163000000.0,toyota,avanza,2018.0,43189,"Pejaten Village Mall P-5, Jl. Warung Jati Barat, RT.1/RW.5, Jati Padang, Kecamatan Pasar Minggu, Jakarta Selatan, DKI Jakarta",car,https://www.olx.co.id/item/olx-autos-toyota-avanza-13-veloz-bensin-at-2018-iid-864973511,Otomatis,Bensin
toyota avanza,130000000.0,toyota,avanza,2015.0,120.000-125.000,"Pejaten Village Mall P-5, Jl. Warung Jati Barat, RT.1/RW.5, Jati Padang, Kecamatan Pasar Minggu, Jakarta Selatan, DKI Jakarta",car,https://www.olx.co.id/item/olx-autos-toyota-avanza-13-g-bensin-at-2015-iid-865947159,Automatic,Bensin
Veloz Bensin,155000000.0,,,1.0,,"Kalideres, Jakarta Barat, Jakarta D.K.I.",car,https://www.olx.co.id/item/toyota-avanza-2014-bensin-iid-867426817,,
Lainlain,136000000.0,,,,,"Cengkareng, Jakarta Barat, Jakarta D.K.I.",car,https://www.olx.co.id/item/toyota-avanza-e-at-2014-circle-mobil-iid-867426588,,
toyota avanza,147000000.0,toyota,avanza,2015.0,35.000-40.000,"Cilandak, Jakarta Selatan, Jakarta D.K.I.",car,https://www.olx.co.id/item/olx-autos-toyota-avanza-13-g-bensin-mt-2015-hitam-iid-865947312,Manual,Bensin
Veloz Bensin,135000000.0,,,1.0,,"Duren Sawit, Jakarta Timur, Jakarta D.K.I.",car,https://www.olx.co.id/item/vip-dealer-toyota-avanza-veloz-15-tahun-2015-matic-promo-kredit-iid-865173407,,
toyota avanza,143000000.0,toyota,avanza,2015.0,55.000-60.000,"Cipayung, Jakarta Timur, Jakarta D.K.I.",car,https://www.olx.co.id/item/avanza-g-13-manual-2015-orisinil-iid-867324906,Manual,Bensin
toyota avanza,123000000.0,toyota,avanza,2013.0,120809,"Jl Cempaka Putih Tengah II No 16 Cempaka Putih, Cempaka Putih, Kecamatan Cempaka Putih, Jakarta Pusat, DKI Jakarta",car,https://www.olx.co.id/item/olx-autos-toyota-avanza-13-g-bensin-mt-2013-silver-iid-865841135,Manual,Bensin
toyota avanza,160000000.0,toyota,avanza,2017.0,35.000-40.000,"Jl Cempaka Putih Tengah II No 16 Cempaka Putih, Cempaka Putih, Kecamatan Cempaka Putih, Jakarta Pusat, DKI Jakarta",car,https://www.olx.co.id/item/olx-autos-toyota-avanza-13-g-bensin-at-2017-silver-iid-866876155,Automatic,Bensin
toyota avanza,109000000.0,toyota,avanza,2012.0,90.000-95.000,"Pesona Square Jl Ir.H.Juanda No 22A, Bakti Jaya, Kec Sukmajaya Depok, Jawa Barat 16422, Bakti Jaya, Kec.Sukmajaya, Depok, Jawa Barat",car,https://www.olx.co.id/item/olx-autos-toyota-avanza-13-g-bensin-mt-2012-merah-iid-865835134,Manual,Bensin
toyota avanza,96000000.0,toyota,avanza,2011.0,30.000-35.000,"Pesona Square Jl Ir.H.Juanda No 22A, Bakti Jaya, Kec Sukmajaya Depok, Jawa Barat 16422, Bakti Jaya, Kec.Sukmajaya, Depok, Jawa Barat",car,https://www.olx.co.id/item/olx-autostoyota-avanza-13-g-bensin-at-2011-hitam-iid-866053937,Automatic,Bensin
toyota avanza,153000000.0,toyota,avanza,2017.0,31772,"Jl. Joglo Raya No.28, RT.10/RW.3, Joglo, Kecamatan Kembangan, Jakarta Barat, DKI Jakarta",car,https://www.olx.co.id/item/dp-ringan-toyota-avanza-2017-13-g-mt-hitam-tokomobil-iid-865113011,Manual,Bensin
toyota avanza,180000000.0,toyota,avanza,2021.0,10.000-15.000,"Jalan Panjang No.168, Kedoya, RT.11/RW.2, Kedaung Kali Angke, 11710, Kedoya, Kecamatan Cengkareng, Kota Jakarta Barat,, DKI Jakarta",car,https://www.olx.co.id/item/olx-autos-toyota-avanza-2021-13-g-bensin-mt-putih-pjm-iid-864815000,Manual,Bensin
toyota avanza,122000000.0,toyota,avanza,2012.0,120.000-125.000,"Kebayoran Baru, Jakarta Selatan, Jakarta D.K.I.",car,https://www.olx.co.id/item/toyota-avanza-g-13-automatic-2012-iid-866906827,Automatic,Bensin
toyota avanza,129000000.0,toyota,avanza,2015.0,115.000-120.000,"Cilandak, Jakarta Selatan, Jakarta D.K.I.",car,https://www.olx.co.id/item/avanza-g-manual-2015-silver-good-condition--iid-866922776,Automatic,Bensin
toyota avanza,108000000.0,toyota,avanza,2013.0,70.000-75.000,"Pademangan, Jakarta Utara, Jakarta D.K.I.",car,https://www.olx.co.id/item/toyota-avanza-g-manual-2013-fulloriginal-seperti-baru-gressss-istimewa-iid-865541854,Manual,Bensin
toyota avanza,153000000.0,toyota,avanza,2017.0,31772,"Jl. Joglo Raya No.28, RT.10/RW.3, Joglo, Kecamatan Kembangan, Jakarta Barat, DKI Jakarta",car,https://www.olx.co.id/item/dp-ringan-toyota-avanza-2017-13-g-mt-hitam-tokomobil-iid-865113011,Manual,Bensin
toyota avanza,153000000.0,toyota,avanza,2017.0,31772,"Jl. Joglo Raya No.28, RT.10/RW.3, Joglo, Kecamatan Kembangan, Jakarta Barat, DKI Jakarta",car,https://www.olx.co.id/item/km-rendah-toyota-avanza-2017-13-g-mt-hitam-tokomobil-iid-865113405,Manual,Bensin
toyota avanza,153000000.0,toyota,avanza,2017.0,30.000-35.000,"Jl. Joglo Raya No.28, RT.10/RW.3, Joglo, Kecamatan Kembangan, Jakarta Barat, DKI Jakarta",car,https://www.olx.co.id/item/siap-pakai-toyota-avanza-2017-13-g-mt-hitam-tokomobil-iid-865113585,Manual,Bensin
toyota avanza,151000000.0,toyota,avanza,2015.0,110.000-115.000,"Pesona Square Jl Ir.H.Juanda No 22A, Bakti Jaya, Kec Sukmajaya Depok, Jawa Barat 16422, Bakti Jaya, Kec.Sukmajaya, Depok, Jawa Barat",car,https://www.olx.co.id/item/olx-autos-toyota-avanza-13-veloz-bensin-mt-2015-merah-iid-865881620,Manual,Bensin
toyota avanza,153000000.0,toyota,avanza,2017.0,30.000-35.000,"Jl. Joglo Raya No.28, RT.10/RW.3, Joglo, Kecamatan Kembangan, Jakarta Barat, DKI Jakarta",car,https://www.olx.co.id/item/olxautos-toyota-avanza-2017-13-g-mt-bensin-hitam-tokomobil-iid-865115722,Manual,Bensin
toyota avanza,160000000.0,toyota,avanza,2017.0,35.000-40.000,"Kelapa Gading, Jakarta Utara, Jakarta D.K.I.",car,https://www.olx.co.id/item/olx-autos-toyota-avanza-13-g-bensin-at-2017-silver-iid-866790446,Automatic,Bensin
toyota avanza,137000000.0,toyota,avanza,2016.0,50.000-55.000,"Duren Sawit, Jakarta Timur, Jakarta D.K.I.",car,https://www.olx.co.id/item/olxautos-toyota-avanza-13-at-2016-bensin-hitam-suryaabadimotor-iid-867372134,Automatic,Bensin
toyota avanza,219000000.0,toyota,avanza,2020.0,55.000-60.000,"Jl. Raden Saleh No.25, RT.5/RW.1, Meruya Utara, Kecamatan Kembangan, Jakarta Barat, DKI Jakarta",car,https://www.olx.co.id/item/olx-autos-toyota-avanza-15-veloz-besin-at-2020-putih-iid-867120845,Automatic,Bensin
toyota avanza,146000000.0,toyota,avanza,2016.0,60.000-65.000,"Jatinegara, Jakarta Timur, Jakarta D.K.I.",car,https://www.olx.co.id/item/toyota-avanza-avansa-tipe-g-at-automatic-tahun-2016-km-70-rb-2017-iid-865139440,Automatic,Bensin
toyota avanza,160000000.0,toyota,avanza,2018.0,125878,"Jl. Raya Puspiptek No.17, Buaran, Tanggerang Selatan, Tanggerang Selatan, Banten",car,https://www.olx.co.id/item/olx-autos-toyota-avanza-2018-13-g-mt-bensin-hitam-mamin-motor-iid-861842254,Manual,Bensin
toyota avanza,160000000.0,toyota,avanza,2018.0,125.000-130.000,"Jl. Raya Puspiptek No.17, Buaran, Tanggerang Selatan, Tanggerang Selatan, Banten",car,https://www.olx.co.id/item/olx-autos-toyota-avanza-2018-13-g-mt-bensin-hitam-mamin-motor-iid-861842268,Manual,Bensin
toyota avanza,145000000.0,toyota,avanza,2017.0,70000,"Grogol Petamburan, Jakarta Barat, Jakarta D.K.I.",car,https://www.olx.co.id/item/vip-dealer-toyota-avanza-g-13-automatic-2017-bln-9-pajak-panjang-iid-859733451,Otomatis,Bensin
toyota avanza,170000000.0,toyota,avanza,2017.0,65.000-70.000,"Matraman, Jakarta Timur, Jakarta D.K.I.",car,https://www.olx.co.id/item/olx-autos-toyota-avanza-15-veloz-bensin-2017-at-putih-iid-867121752,Automatic,Bensin
toyota avanza,175000000.0,toyota,avanza,2018.0,35.000-40.000,"Makasar, Jakarta Timur, Jakarta D.K.I.",car,https://www.olx.co.id/item/olx-autos-toyota-avanza-15-veloz-bensin-2018-at-hitam-metalik-iid-867125476,Automatic,Bensin
toyota avanza,125000000.0,toyota,avanza,2012.0,85.000-90.000,"Pejaten Village Mall P-5, Jl. Warung Jati Barat, RT.1/RW.5, Jati Padang, Kecamatan Pasar Minggu, Jakarta Selatan, DKI Jakarta",car,https://www.olx.co.id/item/olx-autostoyota-avanza-15-veloz-bensin-at-2012-silver-iid-865471197,Automatic,Bensin
toyota avanza,139000000.0,toyota,avanza,2014.0,55.000-60.000,"Jatinegara, Jakarta Timur, Jakarta D.K.I.",car,https://www.olx.co.id/item/toyota-avanza-veloz-velos-15-1500cc-manual-tahun-2014-silver-2015-iid-866068412,Manual,Bensin
toyota avanza,105000000.0,toyota,avanza,2013.0,75.000-80.000,"Cempaka Putih, Jakarta Pusat, Jakarta D.K.I.",car,https://www.olx.co.id/item/toyota-avanza-e-manual-2013-iid-857104355,Manual,Bensin
toyota avanza,124000000.0,toyota,avanza,2013.0,115.000-120.000,"Tebet, Jakarta Selatan, Jakarta D.K.I.",car,https://www.olx.co.id/item/avanza-g-2013-manual-double-airbag-iid-865727493,Manual,Bensin
toyota avanza,118000000.0,toyota,avanza,2014.0,110.000-115.000,"Pejaten Village Mall P-5, Jl. Warung Jati Barat, RT.1/RW.5, Jati Padang, Kecamatan Pasar Minggu, Jakarta Selatan, DKI Jakarta",car,https://www.olx.co.id/item/olx-autos-toyota-avanza-13-e-bensin-mt-2014-iid-864369512,Manual,Bensin
toyota avanza,145000000.0,toyota,avanza,2018.0,60.000-65.000,"Jl. Raden Saleh No.25, RT.5/RW.1, Meruya Utara, Kecamatan Kembangan, Jakarta Barat, DKI Jakarta",car,https://www.olx.co.id/item/olx-autos-toyota-avanza-13-e-mt-2018-hitam-iid-867019018,Manual,Bensin
toyota avanza,175000000.0,toyota,avanza,2018.0,8920,"Ciracas, Jakarta Timur, Jakarta D.K.I.",car,https://www.olx.co.id/item/olx-autos-toyota-avanza-15-veloz-bensin-at-2018-hitam-iid-865928958,Otomatis,Bensin
G Bensin,135000000.0,,,1.0,,"Pademangan, Jakarta Utara, Jakarta D.K.I.",car,https://www.olx.co.id/item/toyota-avanza-g-manual-mt-2015-kilometer-rendah-tdp-murah-iid-867393841,,
E Bensin,128000000.0,,,1.0,,"Pademangan, Jakarta Utara, Jakarta D.K.I.",car,https://www.olx.co.id/item/toyota-grand-avanza-e-manual-mt-2015-tdp-murah-iid-867392920,,
toyota avanza,99000000.0,toyota,avanza,2011.0,100.000-105.000,"Carsworld Building, Lengkong Gudang, Serpong, Kecamatan Serpong, BSD, Banten",car,https://www.olx.co.id/item/olx-autos-toyota-avanza-13-g-bensin-mt-2011-silver-iid-866039246,Manual,Bensin
E Bensin,114000000.0,,,1.0,,"Cipayung, Jakarta Timur, Jakarta D.K.I.",car,https://www.olx.co.id/item/toyota-avanza-13-e-mt-2016-iid-867390869,,
toyota avanza,111000000.0,toyota,avanza,2014.0,40.000-45.000,"Pesona Square Jl Ir.H.Juanda No 22A, Bakti Jaya, Kec Sukmajaya Depok, Jawa Barat 16421, Bakti Jaya, Kec.Sukmajaya, Depok, Jawa Barat",car,https://www.olx.co.id/item/olx-autos-toyota-avanza-13-e-bensin-mt-2014-hitam-iid-866560262,Manual,Bensin
toyota avanza,96000000.0,toyota,avanza,2011.0,30.000-35.000,"Pesona Square Jl Ir.H.Juanda No 22A, Bakti Jaya, Kec Sukmajaya Depok, Jawa Barat 16421, Bakti Jaya, Kec.Sukmajaya, Depok, Jawa Barat",car,https://www.olx.co.id/item/olx-autos-toyota-avanza-13-g-bensin-at-2011-hitam-iid-866568624,Automatic,Bensin
toyota avanza,118000000.0,toyota,avanza,2014.0,110.000-115.000,"Pejaten Village Mall P-5, Jl. Warung Jati Barat, RT.1/RW.5, Jati Padang, Kecamatan Pasar Minggu, Jakarta Selatan, DKI Jakarta",car,https://www.olx.co.id/item/olx-autos-toyota-avanza-13-e-bensin-mt-2014-iid-864354995,Manual,Bensin
toyota avanza,115000000.0,toyota,avanza,2014.0,125.000-130.000,"Jalan Panjang No.168, Kedoya, RT.11/RW.2, Kedaung Kali Angke, 11710, Kedoya, Kecamatan Cengkareng, Kota Jakarta Barat,, DKI Jakarta",car,https://www.olx.co.id/item/olx-autos-toyota-avanza-13-e-bensin-at-2014-silver-iid-867100401,Automatic,Bensin
toyota avanza,115000000.0,toyota,avanza,2014.0,125.000-130.000,"Jalan Panjang No.168, Kedoya, RT.11/RW.2, Kedaung Kali Angke, 11710, Kedoya, Kecamatan Cengkareng, Kota Jakarta Barat,, DKI Jakarta",car,https://www.olx.co.id/item/olx-autos-toyota-avanza-13-e-bensin-at-2014-silver-iid-867101015,Automatic,Bensin
G Bensin,93000000.0,,,1.0,,"Cilincing, Jakarta Utara, Jakarta D.K.I.",car,https://www.olx.co.id/item/avanza-g-manual-2008-akhir-iid-867387436,,
toyota avanza,122000000.0,toyota,avanza,2014.0,78651,"Ciracas, Jakarta Timur, Jakarta D.K.I.",car,https://www.olx.co.id/item/olx-autos-toyota-avanza-13-g-bensin-mt-2014-abu-abu-iid-862099237,Manual,Bensin
