years,pct_median,pct_mean,pct_min,pct_max
2020,-0.05079696910630094,-0.0743281912011417,-0.2067195520298647,-0.030431236221807656
2019,-0.06070270270270273,-0.05533942228415892,-0.1143682880304121,0.038447863236167334
2018,-0.052455203793565164,-0.07290472024359008,-0.14790874349435534,-0.03423997513432353
2017,-0.07359447632306249,-0.10702150214632128,-0.1910475897088777,-0.010117211597779008
2016,-0.06942200628120776,-0.08056534504740503,-0.21497182433557294,-0.031203982890400384
