title,price,brand,type,years,milage,location,vehicle_type,url,milage_class
Honda Vario 150 CBS ISS Thn 2017 Pajak Panjang Siap Pakai,16800000,honda,vario-150,2018,5.000-10.000,"Bekasi Barat, Bekasi Kota, Jawa Barat",bike,https://www.olx.co.id/item/vario-150-plat-malang-istimewa-km-rendah-iid-866918369,2
Vario 125 2018 cash or credit dp ringan bosquee,16600000,honda,vario-150,2018,5.000-10.000,"Pondok Gede, Bekasi Kota, Jawa Barat",bike,https://www.olx.co.id/item/vario-150-tahun-2018-garansi-mesin-3-bulan-cash-credit-iid-865980091,2
"( Honda Vario 150 tahun 2017 proses cepat boss kuhh cash credit,)",16500000,honda,vario-150,2018,5.000-10.000,"Leuwisadeng, Bogor Kab., Jawa Barat",bike,https://www.olx.co.id/item/vario-150-tahun-2018-proses-1hari-cash-credit-iid-866785450,2
Vario 125 2018 super istimewa,15850000,honda,vario-150,2018,5.000-10.000,"Tenggilis Mejoyo, Surabaya Kota, Jawa Timur",bike,https://www.olx.co.id/item/vario-150-2018-keyless-istimewa-iid-867320875,2
vario 2018 hitam 125 honda bisa cash ato kredit ato tukartambah,15500000,honda,vario-150,2018,5.000-10.000,"Depok, Sleman Kab., Yogyakarta D.I.",bike,https://www.olx.co.id/item/vario-2018-hitam-dop-150-bisa-cash-ato-kredit-ato-tukartambah-iid-805638827,2
Di jual vario 150 old tahun 2015,15000000,honda,vario-150,2018,5.000-10.000,"Tambun Utara, Bekasi Kab., Jawa Barat",bike,https://www.olx.co.id/item/di-jual-honda-vario-150-cc-pajak-panjang-iid-866275215,2
Di jual Honda Vario 150 iss tahun 2016,15250000,honda,vario-150,2018,90.000-95.000,"Batuceper, Tangerang Kota, Banten",bike,https://www.olx.co.id/item/vario-150-tahun-2018-iid-865121235,19
HONDA VARIO 150 TH 2018,19000000,honda,vario-150,2018,80.000-85.000,"Bekasi Utara, Bekasi Kota, Jawa Barat",bike,https://www.olx.co.id/item/jual-vario-150-old-2018-iid-866661758,17
Vario 125:cbs thn 2017 pajak of alista mandiri,15200000,honda,vario-150,2018,80.000-85.000,"Pancoran Mas, Depok Kota, Jawa Barat",bike,https://www.olx.co.id/item/vario-150-thn-2018-pajak-of-alista-mandiri-motor-iid-866480240,17
vario 150 tahun 2018,13000000,honda,vario-150,2018,75.000-80.000,"Cipondoh, Tangerang Kota, Banten",bike,https://www.olx.co.id/item/vario-150-2018-blue-matte-iid-867154796,16
Jual Vario 150 Tahun 2017,15500000,honda,vario-150,2018,70.000-75.000,"Palmerah, Jakarta Barat, Jakarta D.K.I.",bike,https://www.olx.co.id/item/dijual-motor-vario-150-tecno-iid-866870813,15
New Vario 125 CBS iss,15800000,honda,vario-150,2018,55.000-60.000,"Jatiuwung, Tangerang Kota, Banten",bike,https://www.olx.co.id/item/vario-150-cbs-iss-iid-866794454,12
Vario 150 2019 black,21500000,honda,vario-150,2018,50.000-55.000,"Jaten, Karanganyar Kab., Jawa Tengah",bike,https://www.olx.co.id/item/vario-150-th-2018-iid-866487474,11
Honda New Vario 150 th 2019 dp 2600,21000000,honda,vario-150,2018,50.000-55.000,"Pesanggrahan, Jakarta Selatan, Jakarta D.K.I.",bike,https://www.olx.co.id/item/honda-vario-150-new-kless-iid-866240867,11
di jual vario 150 keyless 2018,18000000,honda,vario-150,2018,50.000-55.000,"Matraman, Jakarta Timur, Jakarta D.K.I.",bike,https://www.olx.co.id/item/vario-150-2018-upgrade-full-spek-iid-866879258,11
Honda Vario 125 CBS ISS tahun 2020,18850000,honda,vario-150,2018,45.000-50.000,"Pondok Gede, Bekasi Kota, Jawa Barat",bike,https://www.olx.co.id/item/honda-vario-150-2018-cbs-iss-iid-866046407,10
Vario 125 new 2018 bt vario 150,18000000,honda,vario-150,2018,45.000-50.000,"Sawangan, Depok Kota, Jawa Barat",bike,https://www.olx.co.id/item/vario-all-new-150-keyless-abu-tahun-2018-iid-867286973,10
FREE HELM HONDA VARIO CBS ISS KEYLESS REMOTE 2018,17888888,honda,vario-150,2018,45.000-50.000,"Bekasi Selatan, Bekasi Kota, Jawa Barat",bike,https://www.olx.co.id/item/vario-keyless-remote-cbs-iss-150-2018-iid-866045513,10
Vario 125 2018 murah kondisi istimewa,17850000,honda,vario-150,2018,45.000-50.000,"Kotagede, Yogyakarta Kota, Yogyakarta D.I.",bike,https://www.olx.co.id/item/dijual-vario-150-2018-iid-864988274,10
Honda vario 150 keyless,17000000,honda,vario-150,2018,45.000-50.000,"Bantar Gebang, Bekasi Kota, Jawa Barat",bike,https://www.olx.co.id/item/pjk-pjg-honda-vario-150-2018-keyless-remote-iid-866040371,10
Honda Vario th 2018,20000000,honda,vario-150,2018,0-5.000,"Kembangan, Jakarta Barat, Jakarta D.K.I.",bike,https://www.olx.co.id/item/low-km-4k-dp-28jt-honda-vario-150-th-2018-dp-iid-867289384,1
"(( SUPER MEWAH PROMO DP 2,5JT‼️)) NEW HONDA VARIO 150 TH 2018 BRO !",19800000,honda,vario-150,2018,0-5.000,"Kalideres, Jakarta Barat, Jakarta D.K.I.",bike,https://www.olx.co.id/item/low-km-4k-vario-150-th-2018-nih-bro-dp-28jt-cashback-200rb-iid-867366462,1
"VARIO 150 TH 2018 DP 2,8JT LOW KM 4K GILA DIJAMIN GA AKAN NYESEL",19800000,honda,vario-150,2018,0-5.000,"Cakung, Jakarta Timur, Jakarta D.K.I.",bike,https://www.olx.co.id/item/harta-karun-km-4k-dp-28jt-new-honda-vario-150-th-2018-like-new-iid-867329144,1
"LOW KM 4K VARIO 150 TH 2018 DP 2,8JT BRO BURUAN SERBUUU",19800000,honda,vario-150,2018,0-5.000,"Menteng, Jakarta Pusat, Jakarta D.K.I.",bike,https://www.olx.co.id/item/low-km-baru-4k-vario-150-th-2018-dp-28jt-brader-iid-867246057,1
"LOW KM BARU 4K VARIO 150 TH 2018 DP 2,8JT BRADER",19800000,honda,vario-150,2018,0-5.000,"Grogol Petamburan, Jakarta Barat, Jakarta D.K.I.",bike,https://www.olx.co.id/item/low-km-4k-vario-150-th-2018-dp-28jt-bro-buruan-serbuuu-iid-867189242,1
"(( HARTA KARUN KM 4K DP 2,8JT‼️)) NEW HONDA VARIO 150 TH 2018 LIKE NEW",19800000,honda,vario-150,2018,0-5.000,"Kelapa Gading, Jakarta Utara, Jakarta D.K.I.",bike,https://www.olx.co.id/item/vario-150-th-2018-dp-28jt-low-km-4k-gila-dijamin-ga-akan-nyesel-iid-867155558,1
"(( FLASH SALE DP MURAH 2,8JT‼️)) NEW HONDA VARIO 150 TH 2018 LIKE NEW",19800000,honda,vario-150,2018,0-5.000,"Tebet, Jakarta Selatan, Jakarta D.K.I.",bike,https://www.olx.co.id/item/harta-karun-km-4k-dp-28jt-new-honda-vario-150-th-2018-bro--iid-867146169,1
"LOW KM 4K VARIO 150 TH 2018 NIH BRO DP 2,8JT + CASHBACK 200RB",19800000,honda,vario-150,2018,0-5.000,"Batuceper, Tangerang Kota, Banten",bike,https://www.olx.co.id/item/super-mewah-promo-dp-25jt-new-honda-vario-150-th-2018-bro--iid-865570062,1
HONDA VARIO 150 CC KEYLESS TH 2018 LOW KM 21 RIBU CASH / KREDIT / TT,18900000,honda,vario-150,2018,0-5.000,"Ciracas, Jakarta Timur, Jakarta D.K.I.",bike,https://www.olx.co.id/item/dp-28jt-kredit-vario-150-th-2018-low-km-4k-bro-proses-kredit-6-jam-iid-867327749,1
vario 125 led 2018 hitam bisa kredit dan cash ato tukartambah,15000000,honda,vario-150,2018,0-5.000,"Mlati, Sleman Kab., Yogyakarta D.I.",bike,https://www.olx.co.id/item/vario-150-led-2018-bisa-cash-atau-kredit-ato-tukartambah-iid-761726371,1
LAGI NYARI Vario 125 CBS th 2017/18 Kondisi ok,13000000,honda,vario-150,2018,0-5.000,"Jatinegara, Jakarta Timur, Jakarta D.K.I.",bike,https://www.olx.co.id/item/lagi-nyari-vario-150-201718-kondisi-ok-iid-815179604,1
..¥ Honda Vario 150 ESP 2017 #Cash/Kredit#..,16950000,honda,vario-150,2017,40.000-45.000,"Pesanggrahan, Jakarta Selatan, Jakarta D.K.I.",bike,https://www.olx.co.id/item/dijual-cepat-honda-vario-150-tahun-2017-pajak-hidup-iid-866813173,9
HONDA VARIO 150 2017 KONDISI SIAP PAKAI,16500000,honda,vario-150,2017,40.000-45.000,"Ciledug, Tangerang Kota, Banten",bike,https://www.olx.co.id/item/dijual-cepat-honda-vario-150-tahun-2017-pajak-hidup-iid-866302514,9
Vario 150 Istimewa - Terawat - 2017,15000000,honda,vario-150,2017,40.000-45.000,"Sawahan, Surabaya Kota, Jawa Timur",bike,https://www.olx.co.id/item/jual-vario-150-th-2017-iid-865543362,9
Vario 125 2016 plat G pekalongan Kota,15000000,honda,vario-150,2017,40.000-45.000,"Pekalongan Barat, Pekalongan Kota, Jawa Tengah",bike,https://www.olx.co.id/item/vario-150-se-special-edition-th-2017-iid-866073731,9
honda vario 150 plat bm,13880000,honda,vario-150,2017,40.000-45.000,"Kotagede, Yogyakarta Kota, Yogyakarta D.I.",bike,https://www.olx.co.id/item/honda-vario-150-cc-plat-b-pajak-off-1-x-iid-866816820,9
Jual Cepat New Vario 150 th.2019 murah,18500000,honda,vario-150,2017,35.000-40.000,"Bogor Barat - Kota, Bogor Kota, Jawa Barat",bike,https://www.olx.co.id/item/vario-150-jual-sntai-rp-17jt-iid-866114477,8
Honda New Vario 150 tahun 2018 Gress DKI pajak panjang,18450000,honda,vario-150,2017,35.000-40.000,"Pasar Minggu, Jakarta Selatan, Jakarta D.K.I.",bike,https://www.olx.co.id/item/honda-vario-150-2017-gress-iid-867261454,8
KUMPLIT VARIO 150 2018 KEYLESS,17999999,honda,vario-150,2017,35.000-40.000,"Pademangan, Jakarta Utara, Jakarta D.K.I.",bike,https://www.olx.co.id/item/vario-150-thn-2017-registrasi-2018-komplit-sampe-faktur-iid-866336412,8
Pjk hidup # All New VARIO 125 tahun 2019,17850000,honda,vario-150,2017,35.000-40.000,"Simokerto, Surabaya Kota, Jawa Timur",bike,https://www.olx.co.id/item/vario-150-led-cbs-iss-2017-pjk-hidup-hitam-doff-exlusif-l-sby-istw-iid-866900912,8
"JUAL CEPAT.. Honda Vario 150 Tahun 2017, Muluss Siap pakai..",17750005,honda,vario-150,2017,35.000-40.000,"Babakan Ciparay, Bandung Kota, Jawa Barat",bike,https://www.olx.co.id/item/honda-vario-150-tahun-2017-mesin-normal-sehat-alus-iid-867266035,8
"JUAL CEPAT Honda Vario 150 Tahun 2017, Muluss.. Siap pakai..",17750003,honda,vario-150,2017,35.000-40.000,"Gedebage, Bandung Kota, Jawa Barat",bike,https://www.olx.co.id/item/honda-vario-150-tahun-2017-siap-pakai-iid-867266219,8
"JUAL CEPAT Honda Vario 150 Thn 2017, Super Muluss Terawat siap pakai..",17750002,honda,vario-150,2017,35.000-40.000,"Cilengkrang, Bandung Kab., Jawa Barat",bike,https://www.olx.co.id/item/honda-vario-150-tahun-2017-pajak-kaleng-sudah-panjang-bossku-iid-867266134,8
Vario 150 taun 2020,17600000,honda,vario-150,2017,35.000-40.000,"Baleendah, Bandung Kab., Jawa Barat",bike,https://www.olx.co.id/item/for-sale-vario-150-black-doff-iid-866865150,8
Honda Vario 150 CBS th 2017,17500000,honda,vario-150,2017,35.000-40.000,"Gayamsari, Semarang Kota, Jawa Tengah",bike,https://www.olx.co.id/item/vario-150-2017-mulus-terawat-mesin-halus-segel-siap-pakai-iid-866722746,8
Vario 150 thn2016 istimewa,16500000,honda,vario-150,2017,35.000-40.000,"Arcamanik, Bandung Kota, Jawa Barat",bike,https://www.olx.co.id/item/vario-150-black-gold-2017-iid-866397983,8
honda vario led 125 thn 2017 pajak panjang siap pakai,14750000,honda,vario-150,2017,35.000-40.000,"Bekasi Timur, Bekasi Kota, Jawa Barat",bike,https://www.olx.co.id/item/honda-vario-150-2017-iid-866773738,8
"JUAL CEPAT Honda Vario 150 Tahun 2017, Muluss.. Siap pakai..",17750003,honda,vario-150,2017,30.000-35.000,"Lengkong, Bandung Kota, Jawa Barat",bike,https://www.olx.co.id/item/honda-vario-150-2017-iid-866513862,7
SIAP JAMIN HONDA VARIO LED 150 TAHUN 2017 PLAT L,16800000,honda,vario-150,2017,30.000-35.000,"Wonokromo, Surabaya Kota, Jawa Timur",bike,https://www.olx.co.id/item/plat-dan-pajak-panjang-honda-vario-150-tahun-2017-iid-867207072,7
UNIT READY HONDA VARIO LED 159 TAHUN 2017,16800000,honda,vario-150,2017,30.000-35.000,"Tandes, Surabaya Kota, Jawa Timur",bike,https://www.olx.co.id/item/unit-terakhir-honda-vario-led-150-tahun-2017-iid-866064479,7
UNIT TERAKHIR HONDA VARIO LED 150 TAHUN 2017,16800000,honda,vario-150,2017,30.000-35.000,"Dukuh Pakis, Surabaya Kota, Jawa Timur",bike,https://www.olx.co.id/item/siap-jamin-honda-vario-led-150-tahun-2017-plat-l-iid-866064331,7
Vario 150 th 2017 mulus pool pjk baru 07-2023 Plat 2027,15900000,honda,vario-150,2017,30.000-35.000,"Semampir, Surabaya Kota, Jawa Timur",bike,https://www.olx.co.id/item/plat-panjang-body-mulus-honda-vario-150-tahun-2017-iid-867206926,7
HONDA VARIO 150 CBS ISS TAHUN 2017 KM. 23 RIBU MASIH SEPERTI BARU,15350000,honda,vario-150,2017,30.000-35.000,"Pondok Gede, Bekasi Kota, Jawa Barat",bike,https://www.olx.co.id/item/honda-vario-150-cbs-iss-thn-2017-pajak-panjang-siap-pakai-iid-867243134,7
[Jual] Honda Vario 150 thn 2017 siap ngacirr,14500000,honda,vario-150,2017,30.000-35.000,"Pasar Minggu, Jakarta Selatan, Jakarta D.K.I.",bike,https://www.olx.co.id/item/cash-dan-credit-vario-150-thn-2017-b-tanggrang-iid-867120591,7
PLAT DAN PAJAK PANJANG!! honda beat street tahun 2017,13799000,honda,vario-150,2017,30.000-35.000,"Rungkut, Surabaya Kota, Jawa Timur",bike,https://www.olx.co.id/item/plat-panjang-body-mulus-honda-vario-150-tahun-2017-iid-867206713,7
"Vario new 150 2018 Keyles,",20000000,honda,vario-150,2017,25.000-30.000,"Cilandak, Jakarta Selatan, Jakarta D.K.I.",bike,https://www.olx.co.id/item/vario-150-old-led-iid-867373339,6
"JUAL CEPAT Honda Vario 150 Thn 2017, Super Muluss Siap pakai..",17750004,honda,vario-150,2017,25.000-30.000,"Bandung Kulon, Bandung Kota, Jawa Barat",bike,https://www.olx.co.id/item/jual-cepat-honda-vario-150-tahun-2017-muluss-siap-pakai-iid-867317772,6
"JUAL CEPAT Honda Vario 150 Tahun 2017, Super Muluss Siap pakai..",17750000,honda,vario-150,2017,25.000-30.000,"Babakan Ciparay, Bandung Kota, Jawa Barat",bike,https://www.olx.co.id/item/jual-cepat-honda-vario-150-thn-2017-super-muluss-siap-pakai-iid-867317630,6
Vario 150 fi 2016,17500000,honda,vario-150,2017,25.000-30.000,"Semarang Tengah, Semarang Kota, Jawa Tengah",bike,https://www.olx.co.id/item/vario-150-fi-2017-iid-865347086,6
Honda Vario 150 2017,17000000,honda,vario-150,2017,25.000-30.000,"Cengkareng, Jakarta Barat, Jakarta D.K.I.",bike,https://www.olx.co.id/item/honda-vario-150-iss-pemakaian-jan-2017-iid-866959494,6
SIAP JAMIN HONDA VARIO LED 150 TAHUN 2017 PLAT L,16800000,honda,vario-150,2017,25.000-30.000,"Tandes, Surabaya Kota, Jawa Timur",bike,https://www.olx.co.id/item/pajak-dan-plat-panjang-honda-vario-150-tahun-2017-iid-867169031,6
Vario 150 th 2017 mulus pool pjk 10-2022,15000000,honda,vario-150,2017,25.000-30.000,"Bubutan, Surabaya Kota, Jawa Timur",bike,https://www.olx.co.id/item/vario-150-th-2017-mulus-pool-pjk-10-2022-iid-865598636,6
Di jual  Honda Vario 150 2019,19000000,honda,vario-150,2017,20.000-25.000,"Cengkareng, Jakarta Barat, Jakarta D.K.I.",bike,https://www.olx.co.id/item/jual-motor-honda-vario-150-iid-866156415,5
Honda VARIO 150 CBS ISS PGM-FI 2017 BL 4 ( Gress / Mulus ) B DKI,15850000,honda,vario-150,2017,20.000-25.000,"Gambir, Jakarta Pusat, Jakarta D.K.I.",bike,https://www.olx.co.id/item/jual-vario-150-tahun-2017-km-rendah-rp16000000-nego-halus-iid-867382327,5
Honda VARIO 150 CBS ISS PGM-FI 2017 BL 4 ( Gress / Mulus ) B DKI,15850000,honda,vario-150,2017,20.000-25.000,"Kebon Jeruk, Jakarta Barat, Jakarta D.K.I.",bike,https://www.olx.co.id/item/vario-150-cbs-iss-2017-iid-866582911,5
Jual Vario 150 Tahun 2017,15500000,honda,vario-150,2017,20.000-25.000,"Tambora, Jakarta Barat, Jakarta D.K.I.",bike,https://www.olx.co.id/item/vario-150-2017-muluss-iid-867289918,5
Vario 150 th 2017 mulus pool pjk 07-2022,15000000,honda,vario-150,2017,20.000-25.000,"Bubutan, Surabaya Kota, Jawa Timur",bike,https://www.olx.co.id/item/vario-150-th-2017-mukus-pool-pjk-07-2022-iid-866246795,5
Dp 1.300 vario 125 thn 2017 siap pake,14900000,honda,vario-150,2017,20.000-25.000,"Jagakarsa, Jakarta Selatan, Jakarta D.K.I.",bike,https://www.olx.co.id/item/dp-1300-vario-150-thn-2017-siap-pake-iid-866403707,5
..¥ Honda Vario 150 ESP 2017 #Cash/Kredit#..,16950000,honda,vario-150,2017,15.000-20.000,"Cilandak, Jakarta Selatan, Jakarta D.K.I.",bike,https://www.olx.co.id/item/honda-vario-esp-150-led-iid-866496280,4
LAGI NYARI Vario 125 cbs-iss th 2016/17 kondisi ok,12000000,honda,vario-150,2017,15.000-20.000,"Jatinegara, Jakarta Timur, Jakarta D.K.I.",bike,https://www.olx.co.id/item/dicari-mau-beli-vario-150-th-201617-kondisi-ok-iid-808158083,4
Honda vario 150 old siap pakai,16999999,honda,vario-150,2017,10.000-15.000,"Tamansari, Bogor Kab., Jawa Barat",bike,https://www.olx.co.id/item/barang-oke-vario-150-old-iid-866404311,3
Vario 150 old unit rawatan siap pakai,16800000,honda,vario-150,2017,10.000-15.000,"Cibinong, Bogor Kab., Jawa Barat",bike,https://www.olx.co.id/item/vario-150-old-antik-iid-866404065,3
DP 1 JT HONDA VARIO 150 ESP EXCLUSIVE TH 2017,16500000,honda,vario-150,2017,10.000-15.000,"Cinere, Depok Kota, Jawa Barat",bike,https://www.olx.co.id/item/dp-1-jutaan-aja-honda-vario-150-esp-exclusive-th-2017-iid-867154698,3
DP CUMA 1 JUTA AJA HONDA VARIO 150 ESP TH 2017,16500000,honda,vario-150,2017,10.000-15.000,"Cimanggis, Depok Kota, Jawa Barat",bike,https://www.olx.co.id/item/gress-unit-dp-1-juta-honda-vario-esp-150-th-2017-iid-866965397,3
SALE GILA DP 1 JT HONDA VARIO 150 ESP EXCLUSIVE TH 2017,16500000,honda,vario-150,2017,10.000-15.000,"Sawangan, Depok Kota, Jawa Barat",bike,https://www.olx.co.id/item/best-deal-dp-1-juta-honda-vario-150-th-2017-iid-866886825,3
DP 1 JT HONDA VARIO 150 ESP EXCLUSIVE TH 2017,16500000,honda,vario-150,2017,10.000-15.000,"Pancoran Mas, Depok Kota, Jawa Barat",bike,https://www.olx.co.id/item/terlaris-dp-1-jt-honda-vario-150-esp-exclusive-th-2017-iid-866704202,3
DP 1 JT HONDA VARIO 150 CC TH 2017,16500000,honda,vario-150,2017,10.000-15.000,"Cimanggis, Depok Kota, Jawa Barat",bike,https://www.olx.co.id/item/potongan-dp-dp-cuma-1-jt-honda-vario-150-th-2017-iid-866591249,3
(TERLARIS) DP 1 JT HONDA VARIO 150 ESP EXCLUSIVE TH 2017,16500000,honda,vario-150,2017,10.000-15.000,"Sawangan, Depok Kota, Jawa Barat",bike,https://www.olx.co.id/item/sale-gila-dp-1-jt-honda-vario-150-esp-exclusive-th-2017-iid-866404616,3
(TERLARIS) DP 1 JT HONDA VARIO 150 ESP EXCLUSIVE TH 2017,16500000,honda,vario-150,2017,10.000-15.000,"Beji, Depok Kota, Jawa Barat",bike,https://www.olx.co.id/item/dp-1-jt-honda-vario-150-esp-exclusive-th-2017-iid-866062388,3
DIJUAL HONDA VARIO 150 eSP LED CBS-ISS thn 2017,16450000,honda,vario-150,2017,10.000-15.000,"Cimanggis, Depok Kota, Jawa Barat",bike,https://www.olx.co.id/item/dp-cuma-1-juta-aja-honda-vario-150-esp-th-2017-iid-867241167,3
DP 1 jt Vario 150 cbs iss th 2017,16400000,honda,vario-150,2017,10.000-15.000,"Kebayoran Baru, Jakarta Selatan, Jakarta D.K.I.",bike,https://www.olx.co.id/item/cuma-dp-1-juta-honda-vario-150-cc-th-2017-iid-866236603,3
"Honda vario 150 2017 , dicari untuk di beli",16200000,honda,vario-150,2017,10.000-15.000,"Blimbing, Malang Kota, Jawa Timur",bike,https://www.olx.co.id/item/honda-vario-150-2017-dicari-untuk-di-beli-iid-867172902,3
"Honda vario 150 2017 , dicari untuk di beli",16000000,honda,vario-150,2017,10.000-15.000,"Blimbing, Malang Kota, Jawa Timur",bike,https://www.olx.co.id/item/honda-vario-150-2017-dicari-untuk-di-beli-iid-866903567,3
Honda Vario 150 2016,15000000,honda,vario-150,2017,10.000-15.000,"Jati Sampurna, Bekasi Kota, Jawa Barat",bike,https://www.olx.co.id/item/terlaris-dp-1-jt-honda-vario-150-tahun-2017-iid-866520270,3
Vario 125 cc 2017 upgrade 160cc,15000000,honda,vario-150,2017,10.000-15.000,"Gunung Putri, Bogor Kab., Jawa Barat",bike,https://www.olx.co.id/item/sale-gila-dp-1-jt-honda-vario-150-esp-exclusive-th-2017-iid-866311417,3
(MOTOR VIRAL) DP 800K HONDA VARIO 125 TH 2017,14800000,honda,vario-150,2017,10.000-15.000,"Mustika Jaya, Bekasi Kota, Jawa Barat",bike,https://www.olx.co.id/item/dp-cuma-1-jt-honda-vario-150-th-2017-iid-867327110,3
nyari vario 125 tahun 2016/2017 yang masih bagus,11000000,honda,vario-150,2017,10.000-15.000,"Makasar, Jakarta Timur, Jakarta D.K.I.",bike,https://www.olx.co.id/item/nyari-vario-125150-yg-masih-bagus-20172018-iid-858979873,3
"Honda Vario 125 Old, Istimewa siap pakai no pr",10500000,honda,vario-150,2017,10.000-15.000,"Setia Budi, Jakarta Selatan, Jakarta D.K.I.",bike,https://www.olx.co.id/item/nyari-vario-125150tahun-20172018-iid-858979561,3
"PROMO JUNI MERIAH DP 2,5JT AJA VARIO 150 2018",19800000,honda,vario-150,2017,5.000-10.000,"Grogol Petamburan, Jakarta Barat, Jakarta D.K.I.",bike,https://www.olx.co.id/item/vario-150-dp-promo-hanya-1-juta-free-benefits-gaess-iid-866042318,2
(Vario 150 tahun 2019 harga terjangkau boss kuhh cash credit),18900000,honda,vario-150,2017,5.000-10.000,"Bekasi Selatan, Bekasi Kota, Jawa Barat",bike,https://www.olx.co.id/item/vario-150-tahun-2017-free-banyak-bos-kuhh-cash-credit-iid-866155607,2
(Vario 150 tahun 2018 proses 1hari cash credit),18500000,honda,vario-150,2017,5.000-10.000,"Leuwisadeng, Bogor Kab., Jawa Barat",bike,https://www.olx.co.id/item/honda-vario-150-tahun-2017-proses-cepat-boss-kuhh-cash-credit-iid-865967993,2
HONDA VARIO 150 CBS-ISS Pajak ON Panjang,16850000,honda,vario-150,2017,5.000-10.000,"Ciledug, Tangerang Kota, Banten",bike,https://www.olx.co.id/item/honda-vario-150-esp-cbs-iss-thn-2017-cash-kredit-gan-iid-864764278,2
Vario 150 2017 dp hanya 1 juta aja bosquee,16800000,honda,vario-150,2017,5.000-10.000,"Pademangan, Jakarta Utara, Jakarta D.K.I.",bike,https://www.olx.co.id/item/vario-150-2017-dp-hanya-15-juta-aja-bosquee-iid-867058108,2
Vario 150 2017 dp mulai dari 1 jutaan aja bosquee,16800000,honda,vario-150,2017,5.000-10.000,"Gambir, Jakarta Pusat, Jakarta D.K.I.",bike,https://www.olx.co.id/item/vario-150-2017-dp-hanya-1-juta-aja-bosquee-iid-866617749,2
Vario 150 2017 dp hanya 1 jutaan aja gaesss,16800000,honda,vario-150,2017,5.000-10.000,"Pondok Melati, Bekasi Kota, Jawa Barat",bike,https://www.olx.co.id/item/vario-150-2017-dp-mulai-dari-1-juta-aja-bosquee-iid-865975774,2
Jual Vario 150 tahun 2017 km rendah Rp.16.000.000 nego halus,16000000,honda,vario-150,2017,5.000-10.000,"Tanah Abang, Jakarta Pusat, Jakarta D.K.I.",bike,https://www.olx.co.id/item/vario-150-2017-km-rendah-pajak-panjang-iid-867164438,2
cash only 16.000.000 honda vario 150 cbs iss tahun 2016 km 26.000,16000000,honda,vario-150,2017,5.000-10.000,"Ciomas, Bogor Kab., Jawa Barat",bike,https://www.olx.co.id/item/vario-150-tahun-2016-cash-dan-kredit-iid-866449175,2
HONDA VARIO 150 CBS ISS TAHUN 2017 KM. 23 RIBU MASIH SEPERTI BARU,15350000,honda,vario-150,2017,5.000-10.000,"Pondok Melati, Bekasi Kota, Jawa Barat",bike,https://www.olx.co.id/item/vario-150-tahun-2017-free-servis-12-bulan-iid-865980150,2
forsale motor honda vario 125 th.2017 cash/credit,14950000,honda,vario-150,2017,5.000-10.000,"Cibinong, Bogor Kab., Jawa Barat",bike,https://www.olx.co.id/item/vario-150-2017-cash-or-credit-proses-cuma-1-hari-iid-866777497,2
Honda vario 125 th 2017 pajak hidup,14950000,honda,vario-150,2017,5.000-10.000,"Cilodong, Depok Kota, Jawa Barat",bike,https://www.olx.co.id/item/vario-150-2017-cash-or-credit-proses-cuma-1-hari-iid-866070629,2
Honda beat  Esp CBS ISS,14100000,honda,vario-150,2017,5.000-10.000,"Pondok Aren, Tangerang Selatan Kota, Banten",bike,https://www.olx.co.id/item/honda-vario-150-esp-cbs-iss-thn-2017-cash-kredit-gan-iid-866424383,2
DP vario 150 2017 DP hanya 1 juta aja,17800000,honda,vario-150,2017,90.000-95.000,"Jonggol, Bogor Kab., Jawa Barat",bike,https://www.olx.co.id/item/vario-150-cc-warna-putih-iid-866602435,19
Honda Vario 150 CBS ISS PJK pjng,15000000,honda,vario-150,2017,80.000-85.000,"Cimahi Utara, Cimahi Kota, Jawa Barat",bike,https://www.olx.co.id/item/honda-vario-150-iid-866293027,17
DIJUAL HONDA VARIO 150 eSP LED CBS-ISS thn 2017,16450000,honda,vario-150,2017,70.000-75.000,"Sukmajaya, Depok Kota, Jawa Barat",bike,https://www.olx.co.id/item/vario-150-iss-2017-hitam-iid-863089324,15
Vario 150 thn 2017 pajak on alista mandiri motor,17700000,honda,vario-150,2017,65.000-70.000,"Pancoran Mas, Depok Kota, Jawa Barat",bike,https://www.olx.co.id/item/vario-150-thn-2017-pajak-on-alista-mandiri-motor-iid-867133301,14
CARI BELI HONDA VARIO 125 150 LED TH 2017 / 2016 DAN TAHUN LAINNYA,15000000,honda,vario-150,2017,65.000-70.000,"Kramat Jati, Jakarta Timur, Jakarta D.K.I.",bike,https://www.olx.co.id/item/vario-150-led-2017-iid-867152664,14
Vario 150 Istimewa,16500000,honda,vario-150,2017,60.000-65.000,"Krembangan, Surabaya Kota, Jawa Timur",bike,https://www.olx.co.id/item/vario-150-2017-iid-866745196,13
Honda Vario 150 tahun 2017 surat lengkap pajak hidup tangan pertama,16000000,honda,vario-150,2017,60.000-65.000,"Tanjung Priok, Jakarta Utara, Jakarta D.K.I.",bike,https://www.olx.co.id/item/honda-vario-150-exclusive-2017-iid-866184378,13
Honda Vario 150,15500000,honda,vario-150,2017,60.000-65.000,"Lengkong, Bandung Kota, Jawa Barat",bike,https://www.olx.co.id/item/vario-2017-150-tinggal-pake-iid-866826533,13
